Tijd (s);Kracht (N);Verplaatsing (mm)
0;-30;-0,488
0;-30;-0,489
0,018;-30;-0,49
0,043;-30,5;-0,491
0,058;-30,5;-0,492
0,071;-30,5;-0,492
0,084;-31;-0,493
0,096;-31;-0,493
0,107;-31,5;-0,494
0,121;-31,5;-0,495
0,134;-31,5;-0,495
0,146;-31,5;-0,496
0,162;-32;-0,497
0,179;-32;-0,498
0,199;-32;-0,498
0,214;-33;-0,499
0,227;-33;-0,5
0,241;-33;-0,5
0,254;-33;-0,501
0,266;-33,5;-0,502
0,279;-33,5;-0,502
0,292;-33,5;-0,503
0,305;-33,5;-0,504
0,32;-34,5;-0,504
0,332;-34,5;-0,505
0,346;-35;-0,506
0,358;-35;-0,506
0,374;-35,5;-0,507
0,387;-35,5;-0,508
0,399;-35,5;-0,508
0,412;-35,5;-0,509
0,424;-36,5;-0,51
0,436;-36,5;-0,51
0,449;-37;-0,511
0,461;-37;-0,511
0,475;-37,5;-0,512
0,489;-37,5;-0,513
0,504;-37,5;-0,514
0,524;-39;-0,515
0,541;-39;-0,516
0,554;-39;-0,516
0,567;-39;-0,517
0,58;-40;-0,518
0,594;-40;-0,518
0,607;-40;-0,519
0,621;-40;-0,52
0,636;-41,5;-0,52
0,649;-41,5;-0,521
0,666;-41,5;-0,522
0,684;-42;-0,523
0,699;-42;-0,524
0,711;-42;-0,524
0,725;-43;-0,525
0,74;-43;-0,526
0,755;-43,5;-0,526
0,767;-43,5;-0,527
0,781;-44;-0,528
0,795;-44;-0,528
0,808;-44,5;-0,529
0,821;-44,5;-0,53
0,833;-45;-0,53
0,846;-45;-0,531
0,859;-45,5;-0,531
0,872;-45,5;-0,532
0,89;-46;-0,533
0,906;-46,5;-0,534
0,924;-46,5;-0,535
0,937;-47,5;-0,535
0,951;-47,5;-0,536
0,963;-48;-0,536
0,975;-48;-0,537
0,988;-48,5;-0,538
1;-48,5;-0,538
1,013;-49;-0,539
1,027;-49;-0,54
1,041;-50;-0,541
1,056;-50;-0,541
1,07;-50,5;-0,542
1,09;-51;-0,543
1,105;-51;-0,544
1,117;-51,5;-0,544
1,13;-51,5;-0,545
1,143;-53;-0,546
1,158;-53;-0,546
1,173;-53,5;-0,547
1,185;-53,5;-0,548
1,198;-54;-0,548
1,211;-54,5;-0,549
1,228;-54,5;-0,55
1,242;-54,5;-0,551
1,256;-54,5;-0,551
1,269;-56,5;-0,552
1,282;-56,5;-0,553
1,295;-57;-0,553
1,309;-57;-0,554
1,323;-57,5;-0,554
1,337;-57,5;-0,555
1,35;-58,5;-0,556
1,363;-58,5;-0,557
1,38;-59,5;-0,558
1,397;-60;-0,558
1,41;-60;-0,559
1,422;-60,5;-0,56
1,434;-60,5;-0,56
1,457;-61,5;-0,561
1,473;-62;-0,562
1,485;-62;-0,563
1,505;-63;-0,564
1,519;-63;-0,564
1,532;-63,5;-0,565
1,545;-63,5;-0,566
1,56;-65;-0,566
1,575;-65,5;-0,567
1,59;-65,5;-0,568
1,611;-66;-0,569
1,626;-67;-0,57
1,64;-67;-0,571
1,665;-68,5;-0,572
1,68;-69;-0,572
1,694;-69;-0,573
1,708;-70;-0,574
1,726;-70,5;-0,575
1,74;-70,5;-0,576
1,753;-72;-0,576
1,766;-72;-0,577
1,78;-72,5;-0,578
1,798;-72,5;-0,578
1,811;-73,5;-0,58
1,833;-74;-0,58
1,849;-74;-0,581
1,865;-75,5;-0,582
1,881;-76,5;-0,583
1,899;-76,5;-0,583
1,912;-77;-0,584
1,929;-78;-0,585
1,948;-78;-0,586
1,966;-79,5;-0,587
1,984;-80;-0,588
2,003;-80;-0,589
2,019;-80,5;-0,589
2,034;-81,5;-0,59
2,052;-81,5;-0,591
2,069;-83;-0,592
2,087;-84;-0,593
2,106;-84;-0,594
2,124;-84,5;-0,595
2,141;-85,5;-0,596
2,159;-85,5;-0,596
2,176;-87;-0,598
2,193;-87,5;-0,598
2,211;-88,5;-0,599
2,229;-88,5;-0,6
2,245;-89;-0,601
2,261;-89;-0,602
2,276;-90,5;-0,603
2,295;-91,5;-0,604
2,314;-92;-0,604
2,33;-92;-0,605
2,348;-93;-0,606
2,366;-94,5;-0,607
2,384;-94,5;-0,608
2,398;-95;-0,608
2,414;-95;-0,609
2,432;-96;-0,61
2,449;-96,5;-0,611
2,467;-98;-0,612
2,484;-98;-0,613
2,501;-99;-0,614
2,517;-99;-0,614
2,532;-99,5;-0,615
2,55;-100,5;-0,616
2,568;-100,5;-0,617
2,586;-102;-0,618
2,606;-103;-0,619
2,626;-103,5;-0,62
2,644;-103,5;-0,621
2,659;-104,5;-0,622
2,678;-106;-0,622
2,693;-106;-0,624
2,716;-106,5;-0,624
2,733;-107,5;-0,625
2,745;-107,5;-0,626
2,759;-108;-0,626
2,772;-108;-0,627
2,786;-110;-0,628
2,799;-110;-0,628
2,812;-111;-0,629
2,831;-111;-0,63
2,844;-111,5;-0,631
2,856;-111,5;-0,631
2,868;-112;-0,632
2,88;-113,5;-0,633
2,901;-113,5;-0,633
2,915;-114,5;-0,634
2,928;-114,5;-0,635
2,941;-115;-0,635
2,954;-115;-0,636
2,967;-116;-0,637
2,986;-117,5;-0,638
3,009;-117,5;-0,639
3,028;-118,5;-0,64
3,041;-119;-0,64
3,054;-119;-0,641
3,067;-119,5;-0,642
3,082;-119,5;-0,642
Tijd (s),Kracht (N),Verplaatsing (mm)
0;-30;-0,488
0;-30;-0,489
0,018;-30;-0,49
0,043;-30,5;-0,491
0,058;-30,5;-0,492
0,071;-30,5;-0,492
