Tijd (s);Kracht (N);Verplaatsing (mm)
0;-30;-0,382
0;-31;-0,383
0,019;-31;-0,384
0,034;-31,5;-0,384
0,048;-31,5;-0,385
0,063;-32;-0,386
0,077;-32;-0,386
0,093;-32,5;-0,387
0,11;-33,5;-0,388
0,129;-34;-0,389
0,144;-34;-0,39
0,156;-34;-0,39
0,168;-34;-0,391
0,19;-34,5;-0,392
0,211;-35,5;-0,393
0,23;-36;-0,394
0,252;-36;-0,395
0,268;-36,5;-0,396
0,282;-36,5;-0,397
0,296;-37,5;-0,398
0,31;-37,5;-0,398
0,322;-38,5;-0,399
0,333;-39;-0,4
0,35;-39;-0,4
0,37;-39,5;-0,402
0,39;-40;-0,402
0,408;-40;-0,403
0,424;-41;-0,404
0,436;-41,5;-0,405
0,454;-41,5;-0,406
0,47;-42;-0,406
0,485;-42;-0,407
0,498;-42,5;-0,408
0,511;-42,5;-0,408
0,53;-43;-0,41
0,554;-43,5;-0,41
0,57;-44;-0,411
0,59;-44;-0,412
0,602;-44,5;-0,413
0,616;-44,5;-0,413
0,631;-45,5;-0,414
0,645;-46;-0,415
0,664;-46;-0,416
0,68;-46,5;-0,416
0,694;-46,5;-0,417
0,705;-47;-0,418
0,719;-48;-0,419
0,74;-48;-0,42
0,764;-49;-0,421
0,787;-49;-0,422
0,801;-49,5;-0,422
0,815;-49,5;-0,423
0,828;-50,5;-0,424
0,845;-50,5;-0,425
0,859;-51;-0,425
0,872;-51;-0,426
0,892;-51,5;-0,427
0,908;-52;-0,428
0,922;-52;-0,429
0,936;-53;-0,43
0,952;-53,5;-0,43
0,967;-53,5;-0,431
0,985;-54;-0,432
1,008;-55;-0,434
1,031;-56;-0,434
1,046;-56;-0,435
1,068;-56,5;-0,436
1,083;-57;-0,436
1,095;-57;-0,437
1,11;-58;-0,438
1,123;-58;-0,439
1,14;-59;-0,439
1,152;-59;-0,44
1,164;-59,5;-0,44
1,176;-59,5;-0,442
1,198;-60;-0,442
1,215;-60,5;-0,443
1,23;-62;-0,444
1,249;-62;-0,445
1,265;-62,5;-0,446
1,278;-62,5;-0,447
1,299;-63;-0,448
1,316;-64;-0,448
1,329;-64;-0,449
1,343;-65;-0,45
1,355;-65;-0,451
1,376;-65,5;-0,452
1,393;-66;-0,452
1,411;-66;-0,453
1,426;-67;-0,454
1,439;-68;-0,454
1,451;-68;-0,455
1,467;-68,5;-0,456
1,482;-68,5;-0,457
1,495;-69;-0,458
1,509;-69;-0,458
1,522;-69,5;-0,459
1,538;-70,5;-0,46
1,564;-71,5;-0,461
1,588;-72;-0,463
1,614;-72;-0,463
1,629;-72,5;-0,464
1,642;-73,5;-0,465
1,656;-73,5;-0,466
1,673;-74;-0,466
1,689;-74,5;-0,467
1,707;-74,5;-0,468
1,726;-75,5;-0,469
1,743;-76,5;-0,47
1,756;-76,5;-0,47
1,768;-77;-0,471
1,788;-77;-0,472
1,808;-77,5;-0,473
1,826;-78;-0,474
1,841;-78;-0,475
1,857;-79,5;-0,476
1,874;-80;-0,476
1,887;-80;-0,477
1,899;-80,5;-0,477
1,911;-80,5;-0,478
1,923;-81;-0,479
1,938;-81;-0,479
1,953;-82;-0,48
1,965;-82;-0,481
1,983;-83;-0,482
2,004;-83,5;-0,483
2,026;-84;-0,484
2,042;-84;-0,485
2,057;-85,5;-0,486
2,072;-86;-0,486
2,091;-86;-0,487
2,108;-86,5;-0,488
2,121;-86,5;-0,489
2,139;-87;-0,49
2,155;-88,5;-0,49
2,167;-88,5;-0,491
2,182;-89;-0,492
2,197;-89;-0,492
2,211;-89,5;-0,493
2,231;-90;-0,494
2,247;-90;-0,495
2,263;-91,5;-0,496
2,275;-91,5;-0,496
2,29;-92;-0,497
2,301;-92;-0,498
2,318;-92,5;-0,499
2,338;-93;-0,499
2,354;-93;-0,5
2,371;-94,5;-0,501
2,39;-95;-0,502
2,408;-95;-0,503
2,422;-95,5;-0,504
2,444;-96;-0,505
2,46;-97,5;-0,505
2,476;-97,5;-0,506
2,493;-98;-0,507
2,511;-98;-0,508
2,528;-98,5;-0,509
2,546;-99;-0,51
2,564;-100,5;-0,511
2,582;-100,5;-0,512
2,597;-101;-0,512
2,609;-101;-0,513
2,621;-101,5;-0,514
2,636;-101,5;-0,514
2,652;-102;-0,515
2,671;-103,5;-0,516
2,684;-103,5;-0,517
2,697;-104;-0,517
2,711;-104;-0,518
2,727;-104,5;-0,519
2,742;-104,5;-0,52
2,754;-105,5;-0,52
2,766;-105,5;-0,521
2,782;-106,5;-0,522
2,797;-107;-0,522
2,809;-107;-0,523
2,821;-107;-0,523
2,833;-107,5;-0,524
2,845;-107,5;-0,524
2,858;-108,5;-0,525
2,874;-109,5;-0,526
2,893;-109,5;-0,527
2,913;-110;-0,528
2,935;-110,5;-0,529
2,95;-110,5;-0,53
2,966;-111;-0,531
2,983;-112,5;-0,532
3,003;-113;-0,533
3,022;-113;-0,534
3,04;-113,5;-0,535
3,058;-114;-0,536
3,074;-114;-0,536
3,09;-115,5;-0,537
3,104;-115,5;-0,538
3,12;-116;-0,538
3,136;-117;-0,539
3,151;-117;-0,54
3,171;-117;-0,541
3,189;-118,5;-0,542
3,203;-118,5;-0,543
3,221;-119;-0,544
Tijd (s),Kracht (N),Verplaatsing (mm)
0;-30;-0,382
0;-31;-0,383
0,019;-31;-0,384
