Tijd (s);Kracht (N);Verplaatsing (mm)
0;-30;-0,443
0;-30;-0,444
0,012;-30;-0,444
0,024;-30;-0,445
0,041;-30;-0,446
0,056;-30;-0,446
0,069;-30,5;-0,447
0,082;-30,5;-0,448
0,095;-31;-0,448
0,108;-31;-0,449
0,121;-31,5;-0,45
0,133;-31,5;-0,45
0,146;-31,5;-0,451
0,167;-32;-0,452
0,184;-32,5;-0,453
0,201;-32,5;-0,454
0,215;-33;-0,454
0,235;-33,5;-0,456
0,255;-33,5;-0,457
0,277;-33,5;-0,457
0,291;-34;-0,458
0,303;-34;-0,458
0,317;-34,5;-0,459
0,333;-34,5;-0,46
0,346;-35;-0,461
0,359;-35;-0,461
0,373;-35,5;-0,462
0,385;-35,5;-0,463
0,398;-36;-0,463
0,411;-36;-0,464
0,425;-36,5;-0,465
0,442;-37;-0,466
0,461;-37;-0,467
0,478;-37;-0,467
0,492;-37;-0,468
0,507;-37,5;-0,469
0,522;-38,5;-0,47
0,537;-38,5;-0,47
0,554;-39;-0,471
0,57;-39;-0,472
0,585;-39;-0,473
0,599;-39,5;-0,474
0,614;-39,5;-0,474
0,63;-40,5;-0,475
0,642;-40,5;-0,476
0,662;-41;-0,477
0,682;-41,5;-0,478
0,696;-41,5;-0,478
0,71;-41,5;-0,479
0,724;-41,5;-0,48
0,737;-42,5;-0,48
0,751;-43;-0,481
0,764;-43;-0,482
0,788;-43,5;-0,483
0,806;-44;-0,484
0,819;-44;-0,484
0,833;-45;-0,485
0,846;-45;-0,486
0,859;-45,5;-0,486
0,876;-45,5;-0,487
0,89;-46;-0,488
0,902;-46;-0,488
0,913;-46,5;-0,489
0,933;-47,5;-0,49
0,95;-47,5;-0,491
0,967;-48;-0,492
0,982;-49;-0,493
1,002;-49;-0,494
1,016;-49,5;-0,494
1,033;-50,5;-0,496
1,051;-50,5;-0,496
1,068;-51;-0,497
1,082;-51;-0,498
1,098;-51,5;-0,499
1,118;-52;-0,5
1,139;-53,5;-0,501
1,162;-54;-0,502
1,178;-54;-0,502
1,19;-54,5;-0,503
1,205;-54,5;-0,504
1,218;-55;-0,504
1,231;-55;-0,505
1,244;-56,5;-0,506
1,263;-56,5;-0,507
1,281;-56,5;-0,507
1,295;-57,5;-0,508
1,308;-57,5;-0,509
1,32;-58;-0,509
1,332;-58;-0,51
1,345;-59,5;-0,51
1,358;-59,5;-0,511
1,371;-60;-0,512
1,384;-60;-0,512
1,397;-60,5;-0,513
1,413;-60,5;-0,514
1,433;-61;-0,515
1,452;-62,5;-0,516
1,473;-63,5;-0,517
1,489;-63,5;-0,518
1,502;-64;-0,518
1,515;-64;-0,519
1,528;-64,5;-0,52
1,54;-64,5;-0,52
1,553;-66;-0,521
1,568;-66,5;-0,522
1,583;-66,5;-0,523
1,598;-67,5;-0,523
1,611;-67,5;-0,524
1,625;-68;-0,525
1,638;-68;-0,526
1,658;-69,5;-0,527
1,679;-70,5;-0,528
1,696;-70,5;-0,528
1,713;-71;-0,529
1,726;-72;-0,53
1,74;-72;-0,53
1,752;-73;-0,531
1,765;-73;-0,532
1,778;-74;-0,533
1,799;-74,5;-0,534
1,818;-74,5;-0,534
1,836;-75;-0,535
1,851;-75;-0,536
1,868;-77;-0,537
1,887;-77,5;-0,538
1,899;-77,5;-0,538
1,911;-78;-0,539
1,924;-78;-0,539
1,936;-79;-0,54
1,949;-79;-0,541
1,962;-80,5;-0,542
1,983;-81;-0,542
