Tijd (s);Kracht (N);Verplaatsing (mm)
0;-30;-0,338
0;-30;-0,339
0,012;-30,5;-0,339
0,024;-30,5;-0,34
0,036;-31;-0,34
0,048;-31;-0,341
0,061;-31,5;-0,342
0,074;-31,5;-0,342
0,086;-32,5;-0,343
0,098;-32,5;-0,344
0,11;-32,5;-0,344
0,124;-32,5;-0,345
0,136;-32,5;-0,346
0,149;-33;-0,346
0,168;-34;-0,347
0,181;-34;-0,348
0,194;-34,5;-0,348
0,207;-34,5;-0,349
0,222;-35;-0,35
0,238;-35;-0,351
0,252;-35,5;-0,352
0,272;-36,5;-0,352
0,288;-36,5;-0,353
0,307;-37;-0,354
0,325;-37,5;-0,355
0,342;-38;-0,356
0,357;-38;-0,356
0,372;-39;-0,357
0,389;-39;-0,358
0,405;-40;-0,359
0,421;-40;-0,36
0,436;-40;-0,36
0,449;-40,5;-0,361
0,462;-40,5;-0,362
0,478;-41,5;-0,362
0,494;-42;-0,364
0,513;-42;-0,364
0,527;-42,5;-0,365
0,541;-42,5;-0,366
0,555;-43;-0,366
0,572;-44;-0,367
0,589;-44;-0,368
0,602;-44,5;-0,369
0,615;-44,5;-0,37
0,63;-45;-0,37
0,647;-45;-0,371
0,662;-46;-0,372
0,676;-47;-0,373
0,69;-47;-0,373
0,702;-47,5;-0,374
0,717;-47,5;-0,374
0,73;-48;-0,375
0,745;-48;-0,376
0,762;-48,5;-0,377
0,776;-48,5;-0,378
0,79;-50;-0,378
0,804;-50,5;-0,379
0,816;-50,5;-0,38
0,83;-51;-0,38
0,846;-51;-0,381
0,858;-51,5;-0,382
0,873;-51,5;-0,382
0,885;-53;-0,383
0,899;-53;-0,384
0,912;-53,5;-0,384
0,925;-53,5;-0,385
0,938;-54;-0,385
0,95;-54;-0,386
0,964;-54,5;-0,387
0,98;-54,5;-0,388
0,996;-56;-0,389
1,026;-56,5;-0,39
1,04;-57;-0,391
1,057;-57;-0,392
1,075;-58;-0,392
1,091;-59;-0,393
1,107;-59;-0,394
1,123;-59,5;-0,395
1,137;-60,5;-0,396
1,151;-60,5;-0,397
1,176;-61;-0,398
1,189;-62;-0,398
1,203;-62;-0,399
1,219;-63;-0,4
1,235;-63;-0,4
1,248;-63,5;-0,401
1,261;-63,5;-0,402
1,277;-64,5;-0,402
1,29;-64,5;-0,403
1,304;-66;-0,404
1,317;-66,5;-0,405
1,334;-66,5;-0,406
1,349;-67;-0,406
1,363;-67;-0,407
1,379;-67,5;-0,408
1,393;-67,5;-0,408
1,406;-69;-0,409
1,418;-69,5;-0,41
1,432;-69,5;-0,41
1,444;-70,5;-0,411
1,459;-70,5;-0,412
1,472;-71;-0,412
1,488;-71;-0,413
1,504;-72,5;-0,414
1,526;-73;-0,415
1,54;-73;-0,416
1,555;-73,5;-0,416
1,568;-73,5;-0,417
1,584;-74,5;-0,418
1,597;-75,5;-0,418
1,613;-75,5;-0,419
1,628;-76,5;-0,42
1,644;-76,5;-0,421
1,66;-77;-0,422
1,677;-77,5;-0,422
1,694;-77,5;-0,423
1,709;-79;-0,424
1,726;-80;-0,425
1,746;-80;-0,426
1,761;-80,5;-0,427
1,774;-80,5;-0,428
1,791;-81;-0,428
1,806;-82,5;-0,429
1,818;-82,5;-0,43
1,833;-83;-0,43
1,847;-83;-0,431
1,859;-84;-0,432
1,871;-84;-0,432
1,885;-84,5;-0,433
1,898;-84,5;-0,434
1,914;-85,5;-0,434
1,929;-85,5;-0,435
1,943;-86,5;-0,436
1,956;-86,5;-0,436
1,968;-87;-0,437
1,981;-87;-0,438
1,995;-88;-0,438
2,011;-89,5;-0,439
2,027;-89,5;-0,44
2,042;-90;-0,441
2,062;-90,5;-0,442
2,074;-90,5;-0,442
2,087;-91;-0,443
2,099;-91;-0,443
2,11;-91;-0,444
2,123;-92,5;-0,445
2,136;-92,5;-0,445
2,148;-93;-0,446
2,161;-93;-0,447
2,176;-94;-0,448
2,192;-94,5;-0,448
2,203;-94,5;-0,449
2,215;-96;-0,449
2,228;-96;-0,45
2,242;-96,5;-0,451
2,256;-96,5;-0,451
2,268;-97;-0,452
2,281;-97;-0,453
2,294;-98;-0,453
2,308;-98;-0,454
2,322;-99;-0,455
2,334;-99;-0,455
2,346;-99,5;-0,456
2,358;-99,5;-0,456
2,37;-100,5;-0,457
2,382;-100,5;-0,458
2,394;-100,5;-0,458
2,406;-101;-0,459
2,419;-101;-0,46
2,432;-102,5;-0,46
2,445;-103,5;-0,461
2,46;-103,5;-0,462
2,474;-104;-0,462
2,491;-104;-0,463
2,505;-104,5;-0,464
2,517;-104,5;-0,464
2,53;-106;-0,465
2,544;-106;-0,466
2,558;-107;-0,466
2,572;-107;-0,467
2,585;-107,5;-0,468
2,601;-107,5;-0,468
2,613;-108;-0,469
2,628;-109,5;-0,47
2,642;-109,5;-0,47
2,655;-110;-0,471
2,668;-110;-0,472
2,683;-110,5;-0,472
2,696;-110,5;-0,474
2,712;-111;-0,474
2,732;-112,5;-0,475
2,746;-112,5;-0,476
2,761;-113;-0,476
2,775;-113;-0,477
2,789;-114;-0,478
2,803;-114;-0,479
2,818;-114,5;-0,48
2,833;-114,5;-0,48
2,846;-116;-0,481
2,862;-117;-0,482
2,877;-117;-0,483
2,893;-117,5;-0,484
2,909;-117,5;-0,484
2,925;-118;-0,485
2,939;-118;-0,486
2,951;-119,5;-0,486
2,964;-119,5;-0,487
Tijd (s),Kracht (N),Verplaatsing (mm)
0;-30;-0,338
0;-30;-0,339
0,012;-30,5;-0,339
0,024;-30,5;-0,34
0,036;-31;-0,34
0,048;-31;-0,341
0,061;-31,5;-0,342
0,074;-31,5;-0,342
0,086;-32,5;-0,343
0,098;-32,5;-0,344
0,11;-32,5;-0,344
0,124;-32,5;-0,345
0,136;-32,5;-0,346
0,149;-33;-0,346
0,168;-34;-0,347
0,181;-34;-0,348
0,194;-34,5;-0,348
0,207;-34,5;-0,349
0,222;-35;-0,35
0,238;-35;-0,351
0,252;-35,5;-0,352
0,272;-36,5;-0,352
0,288;-36,5;-0,353
0,307;-37;-0,354
0,325;-37,5;-0,355
0,342;-38;-0,356
0,357;-38;-0,356
0,372;-39;-0,357
0,389;-39;-0,358
0,405;-40;-0,359
0,421;-40;-0,36
0,436;-40;-0,36
0,449;-40,5;-0,361
0,462;-40,5;-0,362
0,478;-41,5;-0,362
0,494;-42;-0,364
0,513;-42;-0,364
0,527;-42,5;-0,365
0,541;-42,5;-0,366
0,555;-43;-0,366
0,572;-44;-0,367
0,589;-44;-0,368
0,602;-44,5;-0,369
0,615;-44,5;-0,37
0,63;-45;-0,37
0,647;-45;-0,371
0,662;-46;-0,372
0,676;-47;-0,373
0,69;-47;-0,373
0,702;-47,5;-0,374
0,717;-47,5;-0,374
0,73;-48;-0,375
0,745;-48;-0,376
0,762;-48,5;-0,377
0,776;-48,5;-0,378
0,79;-50;-0,378
0,804;-50,5;-0,379
0,816;-50,5;-0,38
0,83;-51;-0,38
0,846;-51;-0,381
0,858;-51,5;-0,382
0,873;-51,5;-0,382
0,885;-53;-0,383
0,899;-53;-0,384
0,912;-53,5;-0,384
0,925;-53,5;-0,385
0,938;-54;-0,385
0,95;-54;-0,386
0,964;-54,5;-0,387
0,98;-54,5;-0,388
0,996;-56;-0,389
1,026;-56,5;-0,39
1,04;-57;-0,391
1,057;-57;-0,392
1,075;-58;-0,392
1,091;-59;-0,393
1,107;-59;-0,394
1,123;-59,5;-0,395
1,137;-60,5;-0,396
1,151;-60,5;-0,397
1,176;-61;-0,398
1,189;-62;-0,398
1,203;-62;-0,399
1,219;-63;-0,4
1,235;-63;-0,4
1,248;-63,5;-0,401
1,261;-63,5;-0,402
1,277;-64,5;-0,402
1,29;-64,5;-0,403
1,304;-66;-0,404
1,317;-66,5;-0,405
1,334;-66,5;-0,406
1,349;-67;-0,406
1,363;-67;-0,407
1,379;-67,5;-0,408
1,393;-67,5;-0,408
1,406;-69;-0,409
1,418;-69,5;-0,41
1,432;-69,5;-0,41
1,444;-70,5;-0,411
1,459;-70,5;-0,412
1,472;-71;-0,412
1,488;-71;-0,413
1,504;-72,5;-0,414
1,526;-73;-0,415
1,54;-73;-0,416
1,555;-73,5;-0,416
1,568;-73,5;-0,417
1,584;-74,5;-0,418
1,597;-75,5;-0,418
1,613;-75,5;-0,419
1,628;-76,5;-0,42
1,644;-76,5;-0,421
1,66;-77;-0,422
1,677;-77,5;-0,422
1,694;-77,5;-0,423
1,709;-79;-0,424
1,726;-80;-0,425
1,746;-80;-0,426
1,761;-80,5;-0,427
1,774;-80,5;-0,428
1,791;-81;-0,428
1,806;-82,5;-0,429
1,818;-82,5;-0,43
1,833;-83;-0,43
1,847;-83;-0,431
1,859;-84;-0,432
1,871;-84;-0,432
1,885;-84,5;-0,433
1,898;-84,5;-0,434
1,914;-85,5;-0,434
1,929;-85,5;-0,435
1,943;-86,5;-0,436
1,956;-86,5;-0,436
1,968;-87;-0,437
1,981;-87;-0,438
1,995;-88;-0,438
2,011;-89,5;-0,439
2,027;-89,5;-0,44
2,042;-90;-0,441
2,062;-90,5;-0,442
2,074;-90,5;-0,442
2,087;-91;-0,443
2,099;-91;-0,443
2,11;-91;-0,444
2,123;-92,5;-0,445
2,136;-92,5;-0,445
2,148;-93;-0,446
2,161;-93;-0,447
2,176;-94;-0,448
2,192;-94,5;-0,448
2,203;-94,5;-0,449
2,215;-96;-0,449
2,228;-96;-0,45
2,242;-96,5;-0,451
2,256;-96,5;-0,451
2,268;-97;-0,452
2,281;-97;-0,453
2,294;-98;-0,453
2,308;-98;-0,454
2,322;-99;-0,455
2,334;-99;-0,455
2,346;-99,5;-0,456
2,358;-99,5;-0,456
2,37;-100,5;-0,457
2,382;-100,5;-0,458
2,394;-100,5;-0,458
2,406;-101;-0,459
2,419;-101;-0,46
2,432;-102,5;-0,46
2,445;-103,5;-0,461
2,46;-103,5;-0,462
2,474;-104;-0,462
2,491;-104;-0,463
2,505;-104,5;-0,464
2,517;-104,5;-0,464
2,53;-106;-0,465
2,544;-106;-0,466
2,558;-107;-0,466
2,572;-107;-0,467
2,585;-107,5;-0,468
2,601;-107,5;-0,468
2,613;-108;-0,469
2,628;-109,5;-0,47
2,642;-109,5;-0,47
2,655;-110;-0,471
2,668;-110;-0,472
