Tijd (s);Kracht (N);Verplaatsing (mm)
0;-30;-0,269
0;-30;-0,269
0,012;-30;-0,27
0,026;-30;-0,27
0,039;-30,5;-0,271
0,052;-30,5;-0,272
0,065;-30,5;-0,273
0,08;-31;-0,274
0,097;-31;-0,275
0,119;-31;-0,275
0,131;-31,5;-0,276
0,145;-31,5;-0,276
0,157;-31,5;-0,277
0,172;-31,5;-0,278
0,187;-32;-0,279
0,2;-32;-0,279
0,213;-32,5;-0,28
0,226;-32,5;-0,28
0,24;-33;-0,281
0,254;-33;-0,282
0,267;-33;-0,283
0,285;-33,5;-0,284
0,299;-33,5;-0,284
0,314;-34;-0,285
0,326;-34;-0,286
0,34;-34;-0,286
0,354;-34;-0,287
0,368;-34,5;-0,288
0,383;-34,5;-0,288
0,395;-35;-0,289
0,411;-35;-0,29
0,423;-35,5;-0,29
0,436;-35,5;-0,291
0,452;-36;-0,292
0,464;-36,5;-0,292
0,477;-36,5;-0,293
0,49;-36,5;-0,294
0,503;-36,5;-0,294
0,517;-37;-0,295
0,532;-37;-0,296
0,548;-38;-0,297
0,562;-38;-0,297
0,575;-38,5;-0,298
0,587;-38,5;-0,298
0,599;-39;-0,299
0,616;-39,5;-0,3
0,631;-39,5;-0,301
0,644;-40,5;-0,302
0,661;-40,5;-0,302
0,676;-41;-0,303
0,696;-41,5;-0,304
0,71;-41,5;-0,305
0,723;-42;-0,306
0,737;-42;-0,306
0,751;-43;-0,307
0,766;-43;-0,308
0,78;-43,5;-0,308
0,795;-43,5;-0,309
0,809;-44;-0,31
0,822;-44;-0,31
0,837;-44;-0,311
0,849;-45;-0,312
0,863;-45;-0,312
0,875;-45,5;-0,313
0,888;-45,5;-0,314
0,901;-46;-0,314
0,915;-46;-0,315
0,931;-46,5;-0,316
0,945;-46,5;-0,316
0,957;-47;-0,317
0,97;-47;-0,318
0,983;-47,5;-0,318
0,996;-47,5;-0,319
1,01;-48;-0,32
1,022;-48;-0,32
1,038;-48,5;-0,321
1,051;-49,5;-0,322
1,067;-49,5;-0,323
1,081;-50;-0,324
1,1;-50;-0,324
1,111;-50,5;-0,325
1,124;-50,5;-0,326
1,137;-51;-0,326
1,149;-51;-0,327
1,163;-52;-0,327
1,175;-52;-0,328
1,187;-53;-0,329
1,2;-53;-0,329
1,213;-53,5;-0,33
1,225;-53,5;-0,33
1,239;-54;-0,331
1,254;-54;-0,332
1,267;-55,5;-0,333
1,28;-55,5;-0,333
1,294;-56;-0,334
1,307;-56,5;-0,335
1,322;-56,5;-0,335
1,334;-57;-0,336
1,348;-57;-0,336
1,362;-58;-0,337
1,379;-58;-0,338
1,396;-58,5;-0,339
1,414;-59;-0,34
1,432;-59;-0,341
1,45;-60;-0,342
1,466;-61;-0,342
1,479;-61;-0,343
1,495;-61,5;-0,344
1,507;-61,5;-0,344
1,521;-62,5;-0,345
1,534;-62,5;-0,346
1,549;-63;-0,347
1,563;-63;-0,347
1,577;-64;-0,348
1,59;-65;-0,349
1,605;-65;-0,35
1,62;-65,5;-0,35
1,634;-65,5;-0,351
1,649;-66;-0,352
1,662;-66;-0,352
1,675;-67,5;-0,353
1,688;-67,5;-0,354
1,701;-68;-0,354
1,714;-68;-0,355
1,73;-69;-0,356
1,748;-69,5;-0,357
1,767;-69,5;-0,358
1,782;-71;-0,358
1,798;-71,5;-0,359
1,811;-71,5;-0,36
1,824;-72;-0,36
1,837;-72;-0,361
