Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,445
0	-30	-0,446
0,014	-30	-0,447
0,029	-30	-0,448
0,046	-30	-0,448
0,058	-30,5	-0,449
0,078	-31	-0,45
0,094	-31	-0,451
0,112	-31,5	-0,452
0,13	-31,5	-0,452
0,144	-31,5	-0,453
0,159	-31,5	-0,454
0,174	-31,5	-0,455
0,186	-32	-0,455
0,2	-32	-0,456
0,216	-32,5	-0,457
0,233	-32,5	-0,458
0,249	-32,5	-0,458
0,265	-33	-0,459
0,28	-33	-0,46
0,292	-33,5	-0,46
0,304	-33,5	-0,461
0,316	-34	-0,462
0,329	-34	-0,462
0,342	-34	-0,463
0,359	-34,5	-0,464
0,375	-34,5	-0,465
0,392	-35	-0,466
0,409	-35	-0,466
0,428	-35	-0,467
0,44	-35,5	-0,468
0,457	-35,5	-0,469
0,47	-36	-0,469
0,486	-36,5	-0,47
0,508	-36,5	-0,472
0,524	-36,5	-0,472
0,545	-37	-0,473
0,561	-37,5	-0,474
0,579	-37,5	-0,475
0,594	-38	-0,476
0,608	-38	-0,476
0,625	-38,5	-0,478
0,644	-38,5	-0,478
0,66	-38,5	-0,479
0,672	-39	-0,48
0,69	-40	-0,481
0,71	-40	-0,482
0,73	-40	-0,482
0,745	-40,5	-0,484
0,768	-40,5	-0,484
0,783	-40,5	-0,485
0,797	-41,5	-0,486
0,81	-41,5	-0,486
0,822	-41,5	-0,487
0,842	-41,5	-0,488
0,859	-41,5	-0,489
0,875	-42	-0,49
0,894	-42	-0,491
0,913	-42,5	-0,492
0,929	-43	-0,492
0,947	-43	-0,493
0,964	-43	-0,494
0,977	-43,5	-0,495
0,993	-43,5	-0,496
1,01	-44	-0,496
1,024	-44	-0,497
1,038	-44	-0,498
1,05	-44	-0,498
1,062	-44,5	-0,499
1,075	-44,5	-0,5
1,089	-45	-0,5
1,102	-45	-0,501
1,117	-45,5	-0,502
1,133	-45,5	-0,503
1,149	-45,5	-0,504
1,169	-46	-0,504
1,183	-46,5	-0,505
1,201	-47	-0,506
1,223	-47	-0,507
1,24	-47	-0,508
1,256	-47	-0,509
1,273	-47,5	-0,509
1,286	-47,5	-0,51
1,298	-47,5	-0,511
1,31	-48	-0,511
1,322	-48	-0,512
1,335	-48,5	-0,513
1,352	-48,5	-0,514
1,367	-48,5	-0,514
1,381	-48,5	-0,515
1,397	-49	-0,516
1,414	-49,5	-0,517
1,432	-49,5	-0,517
1,445	-50	-0,518
1,463	-50	-0,519
1,479	-50	-0,52
1,493	-50,5	-0,52
1,507	-50,5	-0,521
1,523	-51	-0,522
1,543	-51,5	-0,523
1,556	-51,5	-0,524
1,57	-51,5	-0,524
1,584	-51,5	-0,525
1,597	-52,5	-0,526
1,611	-52,5	-0,526
1,627	-53	-0,527
1,643	-53	-0,528
1,664	-53	-0,53
1,689	-53,5	-0,53
1,703	-53,5	-0,531
1,723	-54,5	-0,532
1,741	-54,5	-0,533
1,754	-55	-0,534
1,769	-55	-0,534
1,785	-55	-0,535
1,798	-55,5	-0,536
1,817	-55,5	-0,537
1,836	-56	-0,538
1,854	-56,5	-0,538
1,869	-56,5	-0,539
1,882	-56,5	-0,54
1,895	-56,5	-0,541
1,912	-57	-0,542
1,928	-57,5	-0,542
1,94	-57,5	-0,543
1,952	-58	-0,543
1,966	-58	-0,544
1,987	-58	-0,545
2,001	-58	-0,546
2,019	-58	-0,547
2,033	-59	-0,547
2,045	-59	-0,548
2,057	-59	-0,548
2,07	-59	-0,549
2,086	-59	-0,55
2,101	-59	-0,551
2,113	-59,5	-0,551
2,125	-59,5	-0,552
2,137	-60	-0,552
2,149	-60	-0,553
2,161	-60,5	-0,554
2,178	-60,5	-0,555
2,191	-60,5	-0,555
2,203	-60,5	-0,556
2,215	-60,5	-0,556
2,227	-60,5	-0,557
2,24	-61,5	-0,558
2,258	-61,5	-0,559
2,275	-61,5	-0,56
2,29	-62	-0,561
2,309	-62	-0,562
2,332	-62	-0,562
2,345	-62,5	-0,563
2,362	-63	-0,564
2,381	-63	-0,565
2,396	-63	-0,566
2,408	-63	-0,566
2,421	-63	-0,567
2,433	-63	-0,568
2,446	-64	-0,568
2,466	-64	-0,569
2,483	-64	-0,57
2,502	-64,5	-0,571
2,518	-64,5	-0,572
2,537	-64,5	-0,573
2,555	-65	-0,574
2,57	-65,5	-0,574
2,586	-65,5	-0,575
2,6	-65,5	-0,576
2,617	-65,5	-0,576
2,63	-65,5	-0,577
2,647	-66	-0,578
2,662	-66	-0,579
2,674	-66	-0,579
2,686	-66	-0,58
2,698	-66,5	-0,581
2,711	-66,5	-0,581
2,725	-66,5	-0,582
2,745	-67	-0,583
2,762	-67	-0,584
2,78	-67,5	-0,585
2,796	-67,5	-0,586
2,808	-67,5	-0,586
2,827	-67,5	-0,587
2,843	-67,5	-0,588
2,859	-68	-0,589
2,876	-68	-0,59
2,895	-68	-0,591
2,915	-68	-0,592
2,929	-68	-0,592
2,949	-68	-0,593
2,965	-68	-0,594
2,98	-68	-0,595
2,996	-68	-0,596
3,02	-68,5	-0,597
3,036	-68	-0,597
3,049	-68	-0,598
3,062	-68	-0,599
3,078	-68	-0,6
3,092	-68	-0,6
3,105	-68	-0,601
3,117	-68	-0,602
3,134	-68	-0,602
3,153	-68	-0,604
3,172	-68	-0,604
3,185	-68	-0,605
3,197	-68	-0,606
3,213	-68	-0,606
3,232	-68	-0,607
3,245	-67,5	-0,608
3,257	-67,5	-0,608
3,271	-67,5	-0,609
3,287	-67,5	-0,61
3,303	-67,5	-0,611
3,32	-67,5	-0,612
3,335	-67	-0,612
3,351	-67	-0,613
3,367	-67	-0,614
3,383	-67	-0,615
3,4	-67	-0,616
3,416	-67	-0,617
3,432	-67	-0,618
3,448	-66,5	-0,618
3,466	-66,5	-0,619
3,481	-66,5	-0,62
3,496	-66,5	-0,621
3,513	-66,5	-0,622
3,529	-66,5	-0,622
3,545	-66,5	-0,623
3,558	-66,5	-0,624
3,573	-66	-0,624
3,589	-66	-0,625
3,602	-65,5	-0,626
3,616	-65,5	-0,626
3,63	-65,5	-0,627
3,642	-65,5	-0,628
3,66	-65,5	-0,629
3,677	-65,5	-0,63
3,692	-65,5	-0,63
3,709	-65	-0,631
3,724	-65	-0,632
3,74	-65	-0,632
3,754	-65	-0,633
3,766	-65	-0,634
3,778	-64,5	-0,634
3,79	-64,5	-0,635
3,803	-64,5	-0,636
3,816	-64,5	-0,636
3,829	-64,5	-0,637
3,845	-64,5	-0,638
3,862	-64,5	-0,639
3,883	-64	-0,64
3,897	-64	-0,64
3,909	-64	-0,641
3,921	-64	-0,642
3,935	-64	-0,642
3,947	-64	-0,643
3,964	-64	-0,644
3,982	-64	-0,645
4,003	-64	-0,646
4,016	-64	-0,646
4,03	-63,5	-0,647
4,046	-63,5	-0,648
4,062	-63,5	-0,649
4,078	-63,5	-0,65
4,092	-63,5	-0,651
4,111	-63,5	-0,651
4,124	-63,5	-0,652
4,136	-63,5	-0,652
4,148	-63,5	-0,653
4,162	-63,5	-0,654
