Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,727
0	-30	-0,728
0,014	-30,5	-0,728
0,029	-30,5	-0,729
0,041	-31,5	-0,73
0,054	-31,5	-0,73
0,067	-31,5	-0,731
0,08	-31,5	-0,731
0,092	-32	-0,732
0,107	-32	-0,733
0,119	-32,5	-0,733
0,131	-32,5	-0,734
0,143	-33,5	-0,734
0,159	-34	-0,736
0,176	-34	-0,736
0,189	-34	-0,737
0,203	-34	-0,738
0,216	-35	-0,738
0,229	-35	-0,739
0,241	-36	-0,74
0,257	-36	-0,74
0,272	-36,5	-0,741
0,285	-36,5	-0,742
0,298	-36,5	-0,742
0,31	-36,5	-0,743
0,324	-37,5	-0,744
0,335	-37,5	-0,744
0,347	-38,5	-0,745
0,361	-38,5	-0,746
0,375	-38,5	-0,746
0,39	-39	-0,747
0,407	-39	-0,748
0,423	-39,5	-0,748
0,437	-39,5	-0,749
0,45	-40,5	-0,75
0,463	-40,5	-0,751
0,477	-41	-0,752
0,493	-41,5	-0,752
0,506	-41,5	-0,753
0,522	-41,5	-0,754
0,535	-41,5	-0,754
0,548	-42,5	-0,755
0,56	-42,5	-0,756
0,575	-43	-0,756
0,588	-43	-0,757
0,602	-43,5	-0,758
0,616	-43,5	-0,758
0,629	-44	-0,759
0,641	-44	-0,76
0,656	-45	-0,76
0,673	-45,5	-0,761
0,688	-45,5	-0,762
0,701	-46	-0,762
0,715	-46	-0,763
0,726	-46,5	-0,764
0,74	-46,5	-0,764
0,753	-47,5	-0,765
0,765	-47,5	-0,766
0,78	-48	-0,766
0,796	-48	-0,767
0,811	-48,5	-0,768
0,825	-48,5	-0,768
0,838	-49	-0,769
0,851	-49	-0,77
0,864	-50	-0,77
0,876	-50,5	-0,771
0,889	-50,5	-0,772
0,905	-51	-0,773
0,922	-51	-0,774
0,94	-51,5	-0,775
0,96	-52,5	-0,776
0,977	-52,5	-0,776
0,989	-53	-0,777
1,002	-53	-0,778
1,016	-53	-0,778
1,031	-53	-0,779
1,043	-54	-0,78
1,057	-55	-0,78
1,07	-55	-0,781
1,082	-55,5	-0,782
1,094	-55,5	-0,782
1,106	-55,5	-0,783
1,118	-56	-0,783
1,13	-56	-0,784
1,142	-56,5	-0,784
1,157	-56,5	-0,786
1,181	-57,5	-0,786
1,195	-58	-0,787
1,208	-58	-0,788
1,22	-59	-0,788
1,234	-59	-0,789
1,248	-59	-0,79
1,26	-60,5	-0,79
1,279	-60,5	-0,791
1,297	-61	-0,792
1,311	-61	-0,793
1,324	-61,5	-0,794
1,337	-61,5	-0,794
1,35	-62	-0,795
1,362	-62	-0,795
1,375	-63,5	-0,796
1,388	-63,5	-0,796
1,402	-64	-0,797
1,416	-64,5	-0,798
1,433	-64,5	-0,799
1,45	-65	-0,8
1,462	-65	-0,8
1,475	-66,5	-0,801
1,492	-67	-0,802
1,508	-67	-0,803
1,521	-67,5	-0,803
1,534	-67,5	-0,804
1,551	-68	-0,805
1,564	-68	-0,805
1,576	-69	-0,806
1,589	-69	-0,807
1,601	-70	-0,807
1,613	-70	-0,808
1,627	-70,5	-0,809
1,64	-70,5	-0,809
1,653	-71	-0,81
1,666	-71	-0,811
1,684	-72,5	-0,812
1,703	-73	-0,812
1,717	-73	-0,813
1,73	-73,5	-0,814
1,743	-73,5	-0,814
1,756	-74	-0,815
1,771	-74	-0,816
1,784	-75,5	-0,816
1,797	-75,5	-0,817
1,811	-76	-0,818
1,825	-76	-0,818
1,839	-76,5	-0,819
1,854	-77	-0,82
1,867	-77	-0,82
1,879	-78	-0,821
1,892	-78	-0,822
1,907	-78,5	-0,822
1,922	-78,5	-0,823
1,935	-79,5	-0,824
Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,727
0	-30	-0,728
0,014	-30,5	-0,728
0,029	-30,5	-0,729
0,041	-31,5	-0,73
0,054	-31,5	-0,73
0,067	-31,5	-0,731
0,08	-31,5	-0,731
0,092	-32	-0,732
0,107	-32	-0,733
0,119	-32,5	-0,733
0,131	-32,5	-0,734
0,143	-33,5	-0,734
0,159	-34	-0,736
0,176	-34	-0,736
0,189	-34	-0,737
0,203	-34	-0,738
0,216	-35	-0,738
0,229	-35	-0,739
0,241	-36	-0,74
0,257	-36	-0,74
0,272	-36,5	-0,741
0,285	-36,5	-0,742
0,298	-36,5	-0,742
0,31	-36,5	-0,743
0,324	-37,5	-0,744
0,335	-37,5	-0,744
0,347	-38,5	-0,745
0,361	-38,5	-0,746
0,375	-38,5	-0,746
0,39	-39	-0,747
0,407	-39	-0,748
0,423	-39,5	-0,748
0,437	-39,5	-0,749
0,45	-40,5	-0,75
0,463	-40,5	-0,751
0,477	-41	-0,752
0,493	-41,5	-0,752
0,506	-41,5	-0,753
0,522	-41,5	-0,754
0,535	-41,5	-0,754
0,548	-42,5	-0,755
0,56	-42,5	-0,756
0,575	-43	-0,756
0,588	-43	-0,757
0,602	-43,5	-0,758
0,616	-43,5	-0,758
0,629	-44	-0,759
0,641	-44	-0,76
0,656	-45	-0,76
0,673	-45,5	-0,761
0,688	-45,5	-0,762
0,701	-46	-0,762
0,715	-46	-0,763
0,726	-46,5	-0,764
0,74	-46,5	-0,764
0,753	-47,5	-0,765
0,765	-47,5	-0,766
0,78	-48	-0,766
0,796	-48	-0,767
0,811	-48,5	-0,768
0,825	-48,5	-0,768
0,838	-49	-0,769
0,851	-49	-0,77
0,864	-50	-0,77
0,876	-50,5	-0,771
0,889	-50,5	-0,772
0,905	-51	-0,773
0,922	-51	-0,774
0,94	-51,5	-0,775
0,96	-52,5	-0,776
0,977	-52,5	-0,776
0,989	-53	-0,777
1,002	-53	-0,778
1,016	-53	-0,778
1,031	-53	-0,779
1,043	-54	-0,78
1,057	-55	-0,78
1,07	-55	-0,781
1,082	-55,5	-0,782
1,094	-55,5	-0,782
1,106	-55,5	-0,783
1,118	-56	-0,783
1,13	-56	-0,784
1,142	-56,5	-0,784
1,157	-56,5	-0,786
1,181	-57,5	-0,786
1,195	-58	-0,787
1,208	-58	-0,788
1,22	-59	-0,788
1,234	-59	-0,789
1,248	-59	-0,79
1,26	-60,5	-0,79
1,279	-60,5	-0,791
1,297	-61	-0,792
1,311	-61	-0,793
1,324	-61,5	-0,794
1,337	-61,5	-0,794
1,35	-62	-0,795
1,362	-62	-0,795
1,375	-63,5	-0,796
1,388	-63,5	-0,796
1,402	-64	-0,797
1,416	-64,5	-0,798
1,433	-64,5	-0,799
1,45	-65	-0,8
1,462	-65	-0,8
1,475	-66,5	-0,801
1,492	-67	-0,802
1,508	-67	-0,803
1,521	-67,5	-0,803
1,534	-67,5	-0,804
1,551	-68	-0,805
1,564	-68	-0,805
1,576	-69	-0,806
1,589	-69	-0,807
1,601	-70	-0,807
1,613	-70	-0,808
1,627	-70,5	-0,809
1,64	-70,5	-0,809
1,653	-71	-0,81
1,666	-71	-0,811
1,684	-72,5	-0,812
1,703	-73	-0,812
1,717	-73	-0,813
1,73	-73,5	-0,814
1,743	-73,5	-0,814
1,756	-74	-0,815
1,771	-74	-0,816
1,784	-75,5	-0,816
1,797	-75,5	-0,817
1,811	-76	-0,818
1,825	-76	-0,818
1,839	-76,5	-0,819
1,854	-77	-0,82
1,867	-77	-0,82
1,879	-78	-0,821
1,892	-78	-0,822
1,907	-78,5	-0,822
1,922	-78,5	-0,823
1,935	-79,5	-0,824
