Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,443
0	-30	-0,443
0,015	-30	-0,444
0,028	-30	-0,445
0,041	-30,5	-0,445
0,054	-30,5	-0,446
0,068	-30,5	-0,447
0,08	-30,5	-0,448
0,097	-30,5	-0,448
0,114	-31	-0,449
0,129	-31	-0,45
0,141	-31,5	-0,45
0,153	-31,5	-0,451
0,168	-31,5	-0,452
0,186	-31,5	-0,452
0,2	-31,5	-0,453
0,214	-32	-0,454
0,228	-32	-0,454
0,24	-32,5	-0,455
0,253	-32,5	-0,456
0,267	-33	-0,456
0,28	-33	-0,457
0,294	-33	-0,458
0,307	-33	-0,458
0,32	-33,5	-0,46
0,342	-34	-0,46
0,357	-34	-0,461
0,369	-34,5	-0,462
0,386	-34,5	-0,463
0,404	-34,5	-0,464
0,418	-34,5	-0,464
0,431	-35	-0,465
0,444	-35	-0,466
0,456	-35,5	-0,466
0,469	-35,5	-0,467
0,482	-35,5	-0,468
0,497	-36	-0,468
0,511	-36	-0,469
0,523	-36,5	-0,47
0,535	-36,5	-0,47
0,549	-37	-0,471
0,563	-37	-0,472
0,578	-37,5	-0,472
0,593	-37,5	-0,473
0,605	-38	-0,474
0,618	-38	-0,474
0,631	-38,5	-0,475
0,643	-38,5	-0,475
0,655	-39	-0,476
0,669	-39	-0,477
0,683	-39,5	-0,477
0,697	-39,5	-0,478
0,712	-40	-0,479
0,727	-40	-0,48
0,739	-40,5	-0,48
0,752	-41	-0,481
0,771	-41	-0,482
0,788	-41,5	-0,483
0,801	-42,5	-0,485
0,849	-42,5	-0,486
0,864	-43,5	-0,487
0,882	-44	-0,488
0,902	-44	-0,489
0,921	-44	-0,49
0,937	-44,5	-0,49
0,955	-45,5	-0,492
0,975	-45,5	-0,492
0,993	-46	-0,493
1,01	-46,5	-0,494
1,028	-46,5	-0,495
1,047	-47	-0,496
1,064	-48	-0,497
1,08	-48	-0,498
1,099	-48,5	-0,498
1,115	-48,5	-0,499
1,128	-48,5	-0,5
1,14	-49	-0,5
1,153	-49	-0,501
1,167	-50	-0,502
1,185	-50	-0,503
1,2	-50,5	-0,503
1,215	-51	-0,504
1,229	-51	-0,505
1,241	-51,5	-0,506
1,262	-51,5	-0,507
1,282	-52,5	-0,507
1,298	-53	-0,508
1,31	-53	-0,509
1,322	-53,5	-0,51
1,342	-54	-0,51
1,359	-54	-0,511
1,372	-55	-0,512
1,385	-55	-0,512
1,398	-56	-0,513
1,41	-56	-0,514
1,422	-56,5	-0,514
1,435	-56,5	-0,515
1,447	-56,5	-0,516
1,462	-56,5	-0,516
1,476	-57,5	-0,517
1,489	-57,5	-0,518
1,502	-58	-0,518
1,516	-58	-0,519
1,529	-59	-0,52
1,541	-59	-0,521
