Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,553
0	-30	-0,554
0,013	-30	-0,555
0,026	-30	-0,556
0,044	-30,5	-0,556
0,062	-31,5	-0,557
0,078	-32	-0,558
0,095	-32	-0,559
0,109	-32,5	-0,56
0,125	-32,5	-0,56
0,137	-33	-0,561
0,149	-33	-0,562
0,162	-33,5	-0,562
0,176	-33,5	-0,563
0,191	-34,5	-0,564
0,21	-35	-0,565
0,229	-35	-0,566
0,25	-35,5	-0,566
0,267	-36	-0,567
0,278	-36	-0,568
0,291	-36,5	-0,568
0,306	-36,5	-0,569
0,321	-37,5	-0,57
0,344	-38	-0,571
0,358	-38	-0,572
0,371	-38	-0,572
0,383	-38	-0,573
0,396	-39	-0,574
0,409	-39	-0,574
0,422	-39,5	-0,575
0,437	-40	-0,576
0,453	-40	-0,577
0,472	-40,5	-0,578
0,486	-40,5	-0,578
0,506	-41,5	-0,579
0,519	-41,5	-0,58
0,531	-41,5	-0,58
0,543	-42	-0,581
0,559	-42	-0,582
0,573	-42,5	-0,583
0,59	-42,5	-0,584
0,605	-43	-0,584
0,618	-43,5	-0,585
0,631	-43,5	-0,586
0,643	-44	-0,586
0,657	-44	-0,587
0,669	-44	-0,588
0,683	-44,5	-0,588
0,697	-45,5	-0,589
0,714	-45,5	-0,59
0,727	-46	-0,59
0,74	-46	-0,591
0,753	-46,5	-0,592
0,765	-46,5	-0,592
0,777	-46,5	-0,593
0,79	-46,5	-0,594
0,806	-47,5	-0,594
0,82	-48	-0,595
0,843	-48	-0,596
0,857	-48,5	-0,596
0,87	-48,5	-0,597
0,885	-49	-0,598
0,899	-49	-0,599
0,911	-50	-0,6
0,931	-50	-0,6
0,947	-50	-0,601
0,963	-50,5	-0,602
0,98	-51	-0,603
0,993	-51	-0,604
1,006	-52,5	-0,604
1,019	-52,5	-0,605
1,037	-53	-0,606
1,049	-53	-0,606
1,062	-53	-0,607
1,077	-54	-0,608
1,094	-54	-0,609
1,108	-55	-0,609
1,121	-55	-0,61
1,135	-55,5	-0,61
1,147	-55,5	-0,611
1,16	-56	-0,612
1,173	-56	-0,612
1,187	-56,5	-0,613
1,202	-56,5	-0,614
1,22	-57,5	-0,615
1,236	-58,5	-0,616
1,25	-58,5	-0,616
1,263	-59	-0,617
1,281	-59	-0,618
1,301	-59	-0,619
1,318	-60,5	-0,62
1,332	-60,5	-0,62
1,349	-61	-0,621
1,364	-61,5	-0,622
1,377	-61,5	-0,623
1,391	-62	-0,623
1,405	-62	-0,624
1,418	-63	-0,624
1,43	-63	-0,625
1,446	-63,5	-0,626
1,461	-63,5	-0,627
1,477	-64	-0,628
1,495	-64	-0,629
1,513	-64	-0,629
1,526	-65,5	-0,63
1,539	-65,5	-0,631
1,556	-66	-0,632
1,572	-66,5	-0,632
1,587	-66,5	-0,633
1,602	-66,5	-0,634
1,619	-67,5	-0,635
1,631	-67,5	-0,635
1,644	-68	-0,636
1,658	-68	-0,637
1,683	-69	-0,638
1,7	-69	-0,639
1,716	-69	-0,64
1,732	-70,5	-0,641
1,748	-70,5	-0,641
1,761	-70,5	-0,642
1,773	-71	-0,642
1,787	-71	-0,643
1,802	-71,5	-0,644
1,814	-71,5	-0,644
1,828	-72,5	-0,645
1,841	-72,5	-0,646
1,861	-73	-0,647
1,881	-73,5	-0,648
1,907	-74	-0,649
1,923	-74	-0,65
1,937	-75	-0,651
1,954	-75,5	-0,652
1,968	-75,5	-0,652
1,983	-76	-0,653
1,998	-76	-0,654
2,011	-76,5	-0,654
2,024	-76,5	-0,655
2,037	-77,5	-0,656
2,049	-77,5	-0,656
2,062	-78	-0,657
2,074	-78	-0,658
2,088	-78,5	-0,658
2,107	-79	-0,66
Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,553
0	-30	-0,554
0,013	-30	-0,555
0,026	-30	-0,556
0,044	-30,5	-0,556
0,062	-31,5	-0,557
0,078	-32	-0,558
0,095	-32	-0,559
0,109	-32,5	-0,56
0,125	-32,5	-0,56
0,137	-33	-0,561
0,149	-33	-0,562
0,162	-33,5	-0,562
0,176	-33,5	-0,563
0,191	-34,5	-0,564
0,21	-35	-0,565
0,229	-35	-0,566
0,25	-35,5	-0,566
0,267	-36	-0,567
0,278	-36	-0,568
0,291	-36,5	-0,568
0,306	-36,5	-0,569
0,321	-37,5	-0,57
0,344	-38	-0,571
0,358	-38	-0,572
0,371	-38	-0,572
0,383	-38	-0,573
0,396	-39	-0,574
0,409	-39	-0,574
0,422	-39,5	-0,575
0,437	-40	-0,576
0,453	-40	-0,577
0,472	-40,5	-0,578
0,486	-40,5	-0,578
0,506	-41,5	-0,579
0,519	-41,5	-0,58
0,531	-41,5	-0,58
0,543	-42	-0,581
0,559	-42	-0,582
0,573	-42,5	-0,583
0,59	-42,5	-0,584
0,605	-43	-0,584
0,618	-43,5	-0,585
0,631	-43,5	-0,586
0,643	-44	-0,586
0,657	-44	-0,587
0,669	-44	-0,588
0,683	-44,5	-0,588
0,697	-45,5	-0,589
0,714	-45,5	-0,59
0,727	-46	-0,59
0,74	-46	-0,591
0,753	-46,5	-0,592
0,765	-46,5	-0,592
0,777	-46,5	-0,593
0,79	-46,5	-0,594
0,806	-47,5	-0,594
0,82	-48	-0,595
0,843	-48	-0,596
0,857	-48,5	-0,596
0,87	-48,5	-0,597
0,885	-49	-0,598
0,899	-49	-0,599
0,911	-50	-0,6
0,931	-50	-0,6
0,947	-50	-0,601
0,963	-50,5	-0,602
0,98	-51	-0,603
0,993	-51	-0,604
1,006	-52,5	-0,604
1,019	-52,5	-0,605
1,037	-53	-0,606
1,049	-53	-0,606
1,062	-53	-0,607
1,077	-54	-0,608
1,094	-54	-0,609
1,108	-55	-0,609
1,121	-55	-0,61
1,135	-55,5	-0,61
1,147	-55,5	-0,611
1,16	-56	-0,612
1,173	-56	-0,612
1,187	-56,5	-0,613
1,202	-56,5	-0,614
1,22	-57,5	-0,615
1,236	-58,5	-0,616
1,25	-58,5	-0,616
1,263	-59	-0,617
1,281	-59	-0,618
1,301	-59	-0,619
1,318	-60,5	-0,62
1,332	-60,5	-0,62
1,349	-61	-0,621
1,364	-61,5	-0,622
1,377	-61,5	-0,623
1,391	-62	-0,623
1,405	-62	-0,624
1,418	-63	-0,624
1,43	-63	-0,625
1,446	-63,5	-0,626
1,461	-63,5	-0,627
1,477	-64	-0,628
1,495	-64	-0,629
1,513	-64	-0,629
1,526	-65,5	-0,63
1,539	-65,5	-0,631
1,556	-66	-0,632
1,572	-66,5	-0,632
1,587	-66,5	-0,633
1,602	-66,5	-0,634
1,619	-67,5	-0,635
1,631	-67,5	-0,635
1,644	-68	-0,636
1,658	-68	-0,637
1,683	-69	-0,638
1,7	-69	-0,639
1,716	-69	-0,64
1,732	-70,5	-0,641
1,748	-70,5	-0,641
1,761	-70,5	-0,642
1,773	-71	-0,642
1,787	-71	-0,643
1,802	-71,5	-0,644
1,814	-71,5	-0,644
1,828	-72,5	-0,645
1,841	-72,5	-0,646
1,861	-73	-0,647
1,881	-73,5	-0,648
1,907	-74	-0,649
1,923	-74	-0,65
1,937	-75	-0,651
1,954	-75,5	-0,652
1,968	-75,5	-0,652
1,983	-76	-0,653
1,998	-76	-0,654
2,011	-76,5	-0,654
2,024	-76,5	-0,655
2,037	-77,5	-0,656
2,049	-77,5	-0,656
2,062	-78	-0,657
2,074	-78	-0,658
2,088	-78,5	-0,658
2,107	-79	-0,66
