Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,66
0	-30	-0,661
0,014	-30	-0,662
0,026	-31	-0,662
0,04	-31	-0,663
0,055	-31,5	-0,664
0,069	-31,5	-0,664
0,081	-32	-0,665
0,094	-32	-0,666
0,108	-32,5	-0,666
0,122	-33,5	-0,667
0,137	-33,5	-0,668
0,151	-34	-0,669
0,165	-34	-0,669
0,179	-34,5	-0,67
0,192	-34,5	-0,671
0,205	-35	-0,672
0,219	-35	-0,672
0,237	-36	-0,673
0,258	-36,5	-0,674
0,273	-36,5	-0,675
0,285	-37	-0,676
0,298	-37	-0,676
0,31	-37,5	-0,677
0,323	-37,5	-0,678
0,338	-38,5	-0,678
0,356	-39	-0,679
0,373	-39	-0,68
0,393	-39	-0,681
0,406	-40	-0,682
0,42	-40	-0,682
0,433	-41	-0,683
0,447	-41	-0,684
0,467	-41	-0,685
0,481	-41,5	-0,685
0,494	-41,5	-0,686
0,509	-42	-0,687
0,523	-42	-0,687
0,536	-43	-0,688
0,549	-43	-0,688
0,562	-43,5	-0,689
0,575	-43,5	-0,69
0,589	-44	-0,691
0,603	-44	-0,691
0,617	-44,5	-0,692
0,633	-44,5	-0,693
0,647	-45,5	-0,694
0,659	-46	-0,694
0,672	-46	-0,695
0,684	-46	-0,695
0,696	-46,5	-0,696
0,708	-46,5	-0,697
0,727	-46,5	-0,698
0,743	-48	-0,699
0,761	-48	-0,699
0,773	-48	-0,7
0,787	-48	-0,701
0,8	-48,5	-0,702
0,814	-48,5	-0,702
0,826	-49	-0,703
0,841	-50,5	-0,703
0,854	-50,5	-0,704
0,866	-50,5	-0,705
0,88	-50,5	-0,705
0,895	-51	-0,706
0,907	-51	-0,707
0,92	-51,5	-0,707
0,932	-51,5	-0,708
0,946	-53	-0,708
0,958	-53	-0,709
0,974	-53	-0,71
0,988	-53	-0,711
1,007	-54	-0,712
1,023	-54,5	-0,712
1,037	-54,5	-0,713
1,05	-55,5	-0,714
1,065	-55,5	-0,714
1,077	-56	-0,715
1,09	-56	-0,716
1,102	-56,5	-0,716
1,114	-56,5	-0,717
1,127	-56,5	-0,718
1,14	-56,5	-0,718
1,155	-58	-0,719
1,169	-58	-0,72
1,181	-58	-0,72
1,194	-58	-0,721
1,207	-58,5	-0,722
1,227	-59	-0,723
1,246	-59	-0,724
1,263	-60,5	-0,724
1,281	-61	-0,725
1,293	-61	-0,726
1,309	-61,5	-0,727
1,323	-61,5	-0,727
1,338	-62	-0,728
1,351	-62	-0,729
1,365	-63	-0,73
1,38	-63,5	-0,73
1,392	-63,5	-0,731
1,406	-64	-0,732
1,419	-64	-0,732
1,434	-64,5	-0,733
1,45	-64,5	-0,734
1,462	-66	-0,734
1,478	-66	-0,735
1,495	-66	-0,736
1,513	-66,5	-0,737
1,526	-66,5	-0,738
1,541	-67	-0,738
1,554	-67	-0,739
1,568	-68	-0,74
1,58	-68	-0,74
1,592	-68,5	-0,741
1,605	-68,5	-0,741
1,619	-69	-0,742
1,632	-69	-0,743
1,648	-69,5	-0,744
1,665	-70,5	-0,744
1,682	-70,5	-0,745
1,699	-71	-0,746
1,718	-71,5	-0,747
1,732	-71,5	-0,748
1,749	-72	-0,749
1,769	-73	-0,75
1,786	-73,5	-0,75
1,803	-73,5	-0,752
1,82	-74	-0,752
1,838	-74,5	-0,753
1,855	-74,5	-0,754
1,871	-75,5	-0,755
1,887	-76	-0,756
1,905	-76	-0,757
1,924	-76,5	-0,758
1,941	-77	-0,758
1,958	-77	-0,759
1,978	-78	-0,76
1,994	-78,5	-0,761
2,013	-78,5	-0,762
2,032	-79	-0,763
2,051	-79,5	-0,764
Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,66
0	-30	-0,661
0,014	-30	-0,662
0,026	-31	-0,662
0,04	-31	-0,663
0,055	-31,5	-0,664
0,069	-31,5	-0,664
0,081	-32	-0,665
0,094	-32	-0,666
0,108	-32,5	-0,666
0,122	-33,5	-0,667
0,137	-33,5	-0,668
0,151	-34	-0,669
0,165	-34	-0,669
0,179	-34,5	-0,67
0,192	-34,5	-0,671
0,205	-35	-0,672
0,219	-35	-0,672
0,237	-36	-0,673
0,258	-36,5	-0,674
0,273	-36,5	-0,675
0,285	-37	-0,676
0,298	-37	-0,676
0,31	-37,5	-0,677
0,323	-37,5	-0,678
0,338	-38,5	-0,678
0,356	-39	-0,679
0,373	-39	-0,68
0,393	-39	-0,681
0,406	-40	-0,682
0,42	-40	-0,682
0,433	-41	-0,683
0,447	-41	-0,684
0,467	-41	-0,685
0,481	-41,5	-0,685
0,494	-41,5	-0,686
0,509	-42	-0,687
0,523	-42	-0,687
0,536	-43	-0,688
0,549	-43	-0,688
0,562	-43,5	-0,689
0,575	-43,5	-0,69
0,589	-44	-0,691
0,603	-44	-0,691
0,617	-44,5	-0,692
0,633	-44,5	-0,693
0,647	-45,5	-0,694
0,659	-46	-0,694
0,672	-46	-0,695
0,684	-46	-0,695
0,696	-46,5	-0,696
0,708	-46,5	-0,697
0,727	-46,5	-0,698
0,743	-48	-0,699
0,761	-48	-0,699
0,773	-48	-0,7
0,787	-48	-0,701
0,8	-48,5	-0,702
0,814	-48,5	-0,702
0,826	-49	-0,703
0,841	-50,5	-0,703
0,854	-50,5	-0,704
0,866	-50,5	-0,705
0,88	-50,5	-0,705
0,895	-51	-0,706
0,907	-51	-0,707
0,92	-51,5	-0,707
0,932	-51,5	-0,708
0,946	-53	-0,708
0,958	-53	-0,709
0,974	-53	-0,71
0,988	-53	-0,711
1,007	-54	-0,712
1,023	-54,5	-0,712
1,037	-54,5	-0,713
1,05	-55,5	-0,714
1,065	-55,5	-0,714
1,077	-56	-0,715
1,09	-56	-0,716
1,102	-56,5	-0,716
1,114	-56,5	-0,717
1,127	-56,5	-0,718
1,14	-56,5	-0,718
1,155	-58	-0,719
1,169	-58	-0,72
1,181	-58	-0,72
1,194	-58	-0,721
1,207	-58,5	-0,722
1,227	-59	-0,723
1,246	-59	-0,724
1,263	-60,5	-0,724
1,281	-61	-0,725
1,293	-61	-0,726
1,309	-61,5	-0,727
1,323	-61,5	-0,727
1,338	-62	-0,728
1,351	-62	-0,729
1,365	-63	-0,73
1,38	-63,5	-0,73
1,392	-63,5	-0,731
1,406	-64	-0,732
1,419	-64	-0,732
1,434	-64,5	-0,733
1,45	-64,5	-0,734
1,462	-66	-0,734
1,478	-66	-0,735
1,495	-66	-0,736
1,513	-66,5	-0,737
1,526	-66,5	-0,738
1,541	-67	-0,738
1,554	-67	-0,739
1,568	-68	-0,74
1,58	-68	-0,74
1,592	-68,5	-0,741
1,605	-68,5	-0,741
1,619	-69	-0,742
1,632	-69	-0,743
1,648	-69,5	-0,744
1,665	-70,5	-0,744
1,682	-70,5	-0,745
1,699	-71	-0,746
1,718	-71,5	-0,747
1,732	-71,5	-0,748
1,749	-72	-0,749
1,769	-73	-0,75
1,786	-73,5	-0,75
1,803	-73,5	-0,752
1,82	-74	-0,752
1,838	-74,5	-0,753
1,855	-74,5	-0,754
1,871	-75,5	-0,755
1,887	-76	-0,756
1,905	-76	-0,757
1,924	-76,5	-0,758
1,941	-77	-0,758
1,958	-77	-0,759
1,978	-78	-0,76
1,994	-78,5	-0,761
2,013	-78,5	-0,762
2,032	-79	-0,763
2,051	-79,5	-0,764
