Tijd (s)	Kracht (N)	Verplaatsing (mm)
4,974	-73,5	-0,866
4,987	-73,5	-0,866
4,999	-73,5	-0,867
5,012	-73,5	-0,867
5,024	-73,5	-0,868
5,036	-73,5	-0,868
5,048	-73,5	-0,869
5,064	-73,5	-0,87
5,081	-73,5	-0,871
5,096	-73,5	-0,872
5,113	-73,5	-0,872
5,131	-73,5	-0,874
5,151	-73,5	-0,874
5,17	-73	-0,876
5,194	-73	-0,876
5,207	-73	-0,877
5,226	-73	-0,879
5,25	-73	-0,88
5,267	-73	-0,88
5,283	-73	-0,881
5,299	-73	-0,882
5,315	-72,5	-0,883
5,331	-72,5	-0,884
5,346	-72	-0,884
5,362	-72	-0,885
5,381	-72	-0,886
5,399	-72	-0,887
5,412	-72	-0,888
5,424	-72	-0,888
5,439	-71,5	-0,889
5,461	-71,5	-0,89
5,473	-71,5	-0,89
5,487	-71,5	-0,891
5,502	-71,5	-0,892
5,515	-71,5	-0,893
5,529	-71	-0,893
5,542	-71	-0,894
5,557	-71	-0,895
5,577	-70,5	-0,896
5,589	-70,5	-0,896
5,609	-70,5	-0,897
5,624	-70	-0,898
5,649	-70	-0,899
5,665	-70	-0,9
5,677	-70	-0,9
5,689	-70	-0,901
5,705	-70	-0,902
5,721	-70	-0,903
5,738	-69,5	-0,904
5,755	-69,5	-0,905
5,772	-69,5	-0,906
5,785	-69	-0,906
5,801	-69	-0,907
5,817	-69	-0,908
5,831	-69	-0,909
5,849	-69	-0,91
5,864	-69	-0,91
5,88	-69	-0,911
5,898	-69	-0,912
5,916	-68,5	-0,913
5,932	-68,5	-0,914
5,948	-68,5	-0,914
5,964	-68,5	-0,915
5,98	-68	-0,916
5,996	-68	-0,917
6,015	-68	-0,918
6,03	-68	-0,918
6,043	-68	-0,919
6,055	-68	-0,92
6,069	-68	-0,92
6,086	-67,5	-0,921
6,105	-67,5	-0,922
6,118	-67,5	-0,922
6,13	-67,5	-0,923
6,142	-67,5	-0,924
6,157	-67	-0,925
6,174	-67	-0,926
6,189	-67	-0,926
6,204	-67	-0,928
6,23	-67	-0,928
6,244	-66,5	-0,929
6,264	-66,5	-0,93
6,285	-66,5	-0,931
6,3	-66,5	-0,932
6,314	-66,5	-0,933
6,33	-66,5	-0,934
6,355	-66	-0,935
6,371	-65,5	-0,935
6,384	-65,5	-0,936
6,403	-65,5	-0,937
6,417	-65,5	-0,938
