Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,658
0	-30	-0,659
0,021	-30	-0,66
0,035	-30	-0,66
0,048	-30	-0,661
0,061	-30,5	-0,662
0,076	-30,5	-0,662
0,088	-31	-0,663
0,101	-31	-0,664
0,114	-31	-0,664
0,128	-31	-0,665
0,144	-31,5	-0,666
0,159	-31,5	-0,666
0,172	-31,5	-0,667
0,186	-32	-0,668
0,201	-32	-0,669
0,218	-32,5	-0,67
0,232	-32,5	-0,67
0,245	-32,5	-0,671
0,26	-32,5	-0,672
0,276	-32,5	-0,672
0,292	-33	-0,673
0,308	-33	-0,674
0,322	-33,5	-0,674
0,333	-33,5	-0,675
0,348	-33,5	-0,676
0,361	-33,5	-0,676
0,374	-34	-0,677
0,389	-34	-0,678
0,403	-34,5	-0,679
0,417	-34,5	-0,679
0,429	-35	-0,68
0,445	-35	-0,681
0,464	-35	-0,682
0,48	-35	-0,683
0,497	-36	-0,684
0,515	-36	-0,684
0,527	-36,5	-0,685
0,54	-36,5	-0,686
0,555	-36,5	-0,686
0,568	-36,5	-0,687
0,588	-37	-0,688
0,603	-38	-0,689
0,62	-38	-0,69
0,634	-38,5	-0,69
0,648	-38,5	-0,691
0,661	-38,5	-0,692
0,68	-39	-0,693
0,695	-39	-0,693
0,707	-39	-0,694
0,722	-40,5	-0,695
0,736	-40,5	-0,696
0,753	-41	-0,696
0,769	-41	-0,697
0,784	-41,5	-0,698
0,804	-42	-0,699
0,817	-42	-0,7
0,832	-42,5	-0,701
0,859	-43	-0,702
0,873	-43	-0,702
0,888	-43,5	-0,703
0,902	-43,5	-0,704
0,914	-44	-0,704
0,927	-44	-0,705
0,941	-44,5	-0,706
0,955	-44,5	-0,706
0,97	-45	-0,707
0,987	-45,5	-0,708
1,009	-46	-0,709
1,026	-46	-0,71
1,041	-46,5	-0,71
1,054	-46,5	-0,711
1,067	-47	-0,712
1,082	-47	-0,713
1,097	-47,5	-0,713
1,11	-48	-0,714
1,124	-48	-0,715
1,139	-48,5	-0,716
1,156	-48,5	-0,716
1,172	-49	-0,717
1,189	-49,5	-0,718
1,205	-49,5	-0,719
1,222	-50	-0,72
1,239	-50,5	-0,721
1,256	-50,5	-0,722
1,269	-51,5	-0,722
1,285	-51,5	-0,723
1,306	-51,5	-0,724
1,324	-52,5	-0,725
1,337	-52,5	-0,725
1,349	-53	-0,726
1,361	-53	-0,727
1,374	-53,5	-0,727
1,387	-53,5	-0,728
1,401	-54	-0,729
1,417	-55	-0,729
1,43	-55	-0,73
1,453	-55	-0,731
1,468	-55	-0,732
1,481	-55,5	-0,732
1,494	-55,5	-0,733
1,506	-56	-0,734
1,52	-57	-0,734
1,535	-57	-0,735
1,549	-57,5	-0,736
1,573	-58	-0,737
1,586	-58	-0,738
1,601	-58,5	-0,738
1,616	-58,5	-0,739
1,628	-59	-0,74
1,642	-59	-0,74
1,655	-59,5	-0,741
1,668	-59,5	-0,742
1,682	-60	-0,743
1,699	-60	-0,744
1,713	-60,5	-0,744
1,726	-61,5	-0,745
1,739	-61,5	-0,746
1,751	-62	-0,746
1,763	-62	-0,747
1,777	-62,5	-0,748
1,793	-62,5	-0,748
1,805	-63	-0,749
1,821	-63	-0,75
1,837	-64	-0,751
1,861	-64,5	-0,752
1,875	-64,5	-0,752
1,889	-65	-0,753
1,903	-65	-0,754
1,915	-65	-0,754
1,928	-65	-0,755
1,943	-66	-0,756
1,956	-66,5	-0,756
1,977	-66,5	-0,757
1,993	-67	-0,758
2,007	-67	-0,759
2,023	-67,5	-0,759
2,035	-68,5	-0,76
2,047	-68,5	-0,761
2,062	-69	-0,762
2,079	-69	-0,762
2,096	-69	-0,763
2,111	-69,5	-0,764
2,125	-69,5	-0,764
2,138	-70,5	-0,765
2,151	-70,5	-0,766
2,163	-71	-0,766
2,176	-71	-0,767
2,189	-71,5	-0,768
2,201	-71,5	-0,768
2,215	-72	-0,769
2,231	-72	-0,77
2,246	-72,5	-0,771
2,26	-72,5	-0,772
2,273	-73	-0,772
2,285	-73	-0,773
2,297	-73,5	-0,774
2,313	-73,5	-0,774
2,326	-74	-0,775
2,344	-75,5	-0,776
2,357	-75,5	-0,776
2,371	-75,5	-0,777
2,388	-75,5	-0,778
2,403	-76	-0,779
2,415	-76	-0,779
2,428	-76,5	-0,78
2,441	-76,5	-0,78
2,453	-77,5	-0,781
2,468	-77,5	-0,782
2,481	-78	-0,783
2,502	-78	-0,784
2,514	-78	-0,784
2,533	-78,5	-0,785
2,55	-78,5	-0,786
2,563	-78,5	-0,786
2,579	-79,5	-0,788
