Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,329
0	-30	-0,33
0,019	-30	-0,331
0,033	-30	-0,332
0,048	-30	-0,332
0,066	-30,5	-0,333
0,082	-30,5	-0,334
0,096	-31	-0,335
0,116	-31,5	-0,336
0,13	-31,5	-0,336
0,144	-31,5	-0,337
0,159	-31,5	-0,338
0,183	-31,5	-0,339
0,207	-32,5	-0,34
0,223	-32,5	-0,341
0,242	-32,5	-0,342
0,261	-32,5	-0,342
0,273	-33	-0,343
0,288	-33	-0,344
0,306	-34	-0,345
0,323	-34	-0,346
0,339	-34	-0,347
0,356	-34,5	-0,348
0,374	-34,5	-0,348
0,39	-34,5	-0,349
0,409	-35,5	-0,35
0,425	-35,5	-0,351
0,443	-36	-0,352
0,461	-36	-0,353
0,475	-36,5	-0,354
0,495	-36,5	-0,354
0,512	-37	-0,355
0,524	-37,5	-0,356
0,536	-37,5	-0,356
0,548	-37,5	-0,357
0,56	-37,5	-0,358
0,572	-37,5	-0,358
0,584	-38	-0,359
0,596	-38	-0,359
0,608	-39	-0,36
0,619	-39	-0,361
0,632	-39,5	-0,361
0,648	-39,5	-0,362
0,662	-39,5	-0,363
0,683	-40	-0,364
0,696	-40	-0,364
0,708	-41	-0,365
0,72	-41	-0,366
0,733	-41	-0,366
0,748	-41	-0,367
0,762	-41,5	-0,368
0,778	-41,5	-0,368
0,795	-41,5	-0,37
0,818	-42,5	-0,37
0,832	-42,5	-0,371
0,847	-42,5	-0,372
0,859	-43	-0,372
0,873	-43	-0,373
0,886	-43,5	-0,374
0,901	-43,5	-0,375
0,926	-44	-0,376
0,939	-44,5	-0,376
0,953	-44,5	-0,377
0,968	-45	-0,378
0,99	-45	-0,379
1,004	-45	-0,38
1,016	-46	-0,38
1,032	-46,5	-0,381
1,049	-46,5	-0,382
1,065	-47	-0,383
1,079	-47,5	-0,384
1,105	-47,5	-0,385
1,124	-48	-0,386
1,143	-48,5	-0,387
1,158	-48,5	-0,388
1,175	-49	-0,389
1,201	-49,5	-0,39
1,215	-50,5	-0,391
1,236	-50,5	-0,392
1,255	-50,5	-0,392
1,272	-51	-0,393
1,287	-51	-0,394
1,303	-51,5	-0,395
1,318	-52,5	-0,396
1,335	-52,5	-0,396
1,356	-52,5	-0,398
1,385	-53	-0,399
1,404	-53	-0,4
1,417	-53	-0,4
1,435	-54	-0,402
1,457	-54,5	-0,402
1,471	-55	-0,403
1,49	-55	-0,404
1,508	-55,5	-0,405
1,521	-55,5	-0,406
1,536	-56,5	-0,406
1,554	-56,5	-0,407
1,568	-56,5	-0,408
1,581	-57	-0,408
1,596	-57	-0,409
1,609	-57,5	-0,41
1,622	-57,5	-0,41
1,636	-58,5	-0,412
1,655	-59	-0,412
1,67	-59	-0,413
1,689	-59	-0,414
1,702	-59,5	-0,415
1,718	-59,5	-0,416
1,733	-60	-0,416
1,747	-60	-0,417
1,76	-60,5	-0,417
1,774	-60,5	-0,418
1,789	-61	-0,419
1,808	-61,5	-0,42
1,824	-61,5	-0,421
1,84	-62	-0,421
1,853	-62	-0,422
1,87	-62,5	-0,423
1,882	-63	-0,423
1,894	-63	-0,424
1,907	-63,5	-0,425
1,92	-63,5	-0,426
1,938	-64,5	-0,426
1,957	-65	-0,427
1,972	-65	-0,428
1,986	-65,5	-0,429
2,001	-65,5	-0,43
2,016	-65,5	-0,43
2,03	-65,5	-0,431
2,044	-66,5	-0,432
2,059	-67	-0,433
2,079	-67	-0,434
2,098	-67	-0,435
2,118	-67,5	-0,435
2,134	-67,5	-0,436
2,149	-68,5	-0,437
2,164	-69	-0,438
2,178	-69	-0,439
2,206	-69	-0,44
2,225	-69,5	-0,441
2,238	-69,5	-0,441
2,25	-70,5	-0,442
2,262	-70,5	-0,443
2,277	-71	-0,443
2,291	-71	-0,444
2,307	-71	-0,445
2,324	-71,5	-0,446
2,342	-72	-0,447
2,357	-72	-0,447
2,371	-72,5	-0,448
2,385	-72,5	-0,449
2,401	-73	-0,449
2,414	-73	-0,45
2,43	-73,5	-0,451
2,445	-74	-0,452
2,469	-74,5	-0,453
2,484	-74,5	-0,454
2,497	-75	-0,454
2,51	-75	-0,455
2,525	-75,5	-0,456
2,539	-75,5	-0,456
2,556	-76	-0,458
2,583	-76,5	-0,458
2,595	-76,5	-0,459
2,608	-76,5	-0,46
2,626	-77	-0,461
2,644	-77	-0,462
2,659	-78	-0,462
2,671	-78	-0,463
2,689	-78	-0,464
2,707	-78,5	-0,465
2,72	-78,5	-0,466
2,736	-79	-0,466
