Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,493
0	-30	-0,494
0,016	-30	-0,494
0,038	-30	-0,495
0,054	-30	-0,496
0,068	-30	-0,497
0,088	-30,5	-0,498
0,104	-30,5	-0,498
0,117	-30,5	-0,499
0,129	-30,5	-0,5
0,146	-31	-0,501
0,165	-31	-0,501
0,181	-31	-0,502
0,195	-31,5	-0,503
0,208	-31,5	-0,503
0,224	-31,5	-0,504
0,242	-31,5	-0,505
0,257	-31,5	-0,506
0,271	-31,5	-0,507
0,287	-31,5	-0,507
0,3	-32	-0,508
0,314	-32	-0,509
0,328	-32	-0,509
0,34	-32	-0,51
0,353	-32	-0,511
0,365	-32	-0,511
0,381	-32,5	-0,512
0,393	-33	-0,513
0,408	-33	-0,514
0,423	-33	-0,515
0,445	-33	-0,516
0,461	-33	-0,516
0,473	-33,5	-0,517
0,494	-34,5	-0,518
0,516	-34,5	-0,519
0,533	-34,5	-0,521
0,561	-35	-0,521
0,574	-35	-0,522
0,586	-35,5	-0,523
0,601	-36,5	-0,523
0,614	-36,5	-0,524
0,627	-36,5	-0,525
0,645	-36,5	-0,525
0,657	-37	-0,526
0,671	-37	-0,527
0,684	-37,5	-0,527
0,698	-37,5	-0,528
0,716	-38,5	-0,529
0,736	-39	-0,53
0,749	-39	-0,53
0,762	-39	-0,531
0,777	-39	-0,532
0,79	-39,5	-0,533
0,803	-39,5	-0,533
0,817	-40	-0,534
0,833	-40,5	-0,536
0,861	-41	-0,536
0,881	-41	-0,538
0,903	-41,5	-0,538
0,92	-42,5	-0,539
0,934	-42,5	-0,54
0,947	-42,5	-0,54
0,964	-43	-0,541
0,977	-43	-0,542
0,99	-43,5	-0,543
1,004	-43,5	-0,544
1,024	-44,5	-0,545
1,046	-45	-0,545
1,058	-45	-0,546
1,073	-45,5	-0,547
1,09	-46	-0,548
1,109	-46	-0,549
1,124	-47	-0,55
1,139	-47,5	-0,55
1,163	-48	-0,552
1,186	-48	-0,552
1,202	-49	-0,553
1,215	-49	-0,554
1,227	-50	-0,554
1,242	-50,5	-0,555
1,255	-50,5	-0,556
1,268	-51	-0,557
1,288	-51	-0,558
1,305	-51,5	-0,558
1,318	-52,5	-0,559
1,332	-52,5	-0,56
1,349	-53	-0,561
1,37	-53,5	-0,562
1,384	-53,5	-0,562
1,397	-54,5	-0,563
1,415	-54,5	-0,564
1,427	-56	-0,564
1,439	-56	-0,565
1,451	-56,5	-0,566
1,464	-56,5	-0,566
1,476	-57	-0,567
1,492	-57	-0,568
1,505	-57,5	-0,568
1,523	-59	-0,569
1,538	-59	-0,57
1,555	-59,5	-0,571
1,579	-60	-0,572
1,598	-60,5	-0,573
1,615	-60,5	-0,574
1,629	-62	-0,575
1,646	-62	-0,575
1,658	-62,5	-0,576
1,673	-62,5	-0,577
1,687	-63	-0,578
1,703	-63,5	-0,579
1,723	-63,5	-0,579
1,738	-65	-0,58
1,752	-65	-0,581
1,766	-65,5	-0,581
1,78	-66,5	-0,582
1,793	-66,5	-0,583
1,807	-67	-0,584
1,824	-67	-0,585
1,851	-68	-0,586
1,87	-68,5	-0,586
1,886	-69	-0,587
1,899	-69	-0,588
1,916	-70	-0,589
1,931	-70	-0,589
1,942	-71	-0,59
1,966	-71,5	-0,591
1,98	-71,5	-0,592
1,992	-72	-0,592
2,006	-72	-0,593
2,022	-73	-0,594
2,042	-74,5	-0,596
2,066	-75	-0,596
2,083	-75	-0,597
2,097	-75,5	-0,598
2,113	-76,5	-0,599
2,128	-76,5	-0,6
2,144	-77,5	-0,6
2,157	-77,5	-0,601
2,17	-78,5	-0,602
2,182	-78,5	-0,602
2,194	-79	-0,603
2,207	-79	-0,603
2,219	-79,5	-0,604
2,231	-79,5	-0,604
Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,493
0	-30	-0,494
0,016	-30	-0,494
0,038	-30	-0,495
0,054	-30	-0,496
0,068	-30	-0,497
0,088	-30,5	-0,498
0,104	-30,5	-0,498
0,117	-30,5	-0,499
0,129	-30,5	-0,5
0,146	-31	-0,501
0,165	-31	-0,501
0,181	-31	-0,502
0,195	-31,5	-0,503
0,208	-31,5	-0,503
0,224	-31,5	-0,504
0,242	-31,5	-0,505
0,257	-31,5	-0,506
0,271	-31,5	-0,507
0,287	-31,5	-0,507
0,3	-32	-0,508
0,314	-32	-0,509
0,328	-32	-0,509
0,34	-32	-0,51
0,353	-32	-0,511
0,365	-32	-0,511
0,381	-32,5	-0,512
0,393	-33	-0,513
0,408	-33	-0,514
0,423	-33	-0,515
0,445	-33	-0,516
0,461	-33	-0,516
0,473	-33,5	-0,517
0,494	-34,5	-0,518
0,516	-34,5	-0,519
0,533	-34,5	-0,521
0,561	-35	-0,521
0,574	-35	-0,522
0,586	-35,5	-0,523
0,601	-36,5	-0,523
0,614	-36,5	-0,524
0,627	-36,5	-0,525
0,645	-36,5	-0,525
0,657	-37	-0,526
0,671	-37	-0,527
0,684	-37,5	-0,527
0,698	-37,5	-0,528
0,716	-38,5	-0,529
0,736	-39	-0,53
0,749	-39	-0,53
0,762	-39	-0,531
0,777	-39	-0,532
0,79	-39,5	-0,533
0,803	-39,5	-0,533
0,817	-40	-0,534
0,833	-40,5	-0,536
0,861	-41	-0,536
0,881	-41	-0,538
0,903	-41,5	-0,538
0,92	-42,5	-0,539
0,934	-42,5	-0,54
0,947	-42,5	-0,54
0,964	-43	-0,541
0,977	-43	-0,542
0,99	-43,5	-0,543
1,004	-43,5	-0,544
1,024	-44,5	-0,545
1,046	-45	-0,545
1,058	-45	-0,546
1,073	-45,5	-0,547
1,09	-46	-0,548
1,109	-46	-0,549
1,124	-47	-0,55
1,139	-47,5	-0,55
1,163	-48	-0,552
1,186	-48	-0,552
1,202	-49	-0,553
1,215	-49	-0,554
1,227	-50	-0,554
1,242	-50,5	-0,555
1,255	-50,5	-0,556
1,268	-51	-0,557
1,288	-51	-0,558
1,305	-51,5	-0,558
1,318	-52,5	-0,559
1,332	-52,5	-0,56
1,349	-53	-0,561
1,37	-53,5	-0,562
1,384	-53,5	-0,562
1,397	-54,5	-0,563
1,415	-54,5	-0,564
1,427	-56	-0,564
1,439	-56	-0,565
1,451	-56,5	-0,566
1,464	-56,5	-0,566
1,476	-57	-0,567
1,492	-57	-0,568
1,505	-57,5	-0,568
1,523	-59	-0,569
1,538	-59	-0,57
1,555	-59,5	-0,571
1,579	-60	-0,572
1,598	-60,5	-0,573
1,615	-60,5	-0,574
1,629	-62	-0,575
1,646	-62	-0,575
1,658	-62,5	-0,576
1,673	-62,5	-0,577
1,687	-63	-0,578
1,703	-63,5	-0,579
1,723	-63,5	-0,579
1,738	-65	-0,58
1,752	-65	-0,581
1,766	-65,5	-0,581
1,78	-66,5	-0,582
1,793	-66,5	-0,583
1,807	-67	-0,584
1,824	-67	-0,585
1,851	-68	-0,586
1,87	-68,5	-0,586
1,886	-69	-0,587
1,899	-69	-0,588
1,916	-70	-0,589
1,931	-70	-0,589
1,942	-71	-0,59
1,966	-71,5	-0,591
1,98	-71,5	-0,592
1,992	-72	-0,592
2,006	-72	-0,593
2,022	-73	-0,594
2,042	-74,5	-0,596
2,066	-75	-0,596
2,083	-75	-0,597
2,097	-75,5	-0,598
2,113	-76,5	-0,599
2,128	-76,5	-0,6
2,144	-77,5	-0,6
2,157	-77,5	-0,601
2,17	-78,5	-0,602
2,182	-78,5	-0,602
2,194	-79	-0,603
2,207	-79	-0,603
2,219	-79,5	-0,604
2,231	-79,5	-0,604
