Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,302
0	-30	-0,302
0,012	-30	-0,303
0,026	-30	-0,304
0,039	-30	-0,304
0,052	-30	-0,305
0,064	-30	-0,305
0,076	-30	-0,306
0,088	-30	-0,306
0,101	-30	-0,307
0,113	-30,5	-0,308
0,129	-30,5	-0,309
0,146	-30,5	-0,31
0,159	-30,5	-0,31
0,171	-30,5	-0,311
0,188	-31	-0,312
0,203	-31	-0,312
0,216	-31,5	-0,313
0,23	-31,5	-0,314
0,245	-31,5	-0,314
0,257	-31,5	-0,315
0,276	-31,5	-0,316
0,289	-32,5	-0,316
0,304	-32,5	-0,318
0,321	-32,5	-0,318
0,338	-33	-0,319
0,354	-33	-0,32
0,37	-33	-0,321
0,384	-33	-0,321
0,397	-34	-0,322
0,411	-34,5	-0,323
0,436	-34,5	-0,324
0,455	-34,5	-0,325
0,468	-35	-0,326
0,484	-35	-0,326
0,496	-35,5	-0,327
0,51	-35,5	-0,328
0,526	-36	-0,329
0,541	-36	-0,329
0,56	-36,5	-0,33
0,574	-37	-0,331
0,588	-37	-0,332
0,602	-38	-0,333
0,622	-38	-0,333
0,637	-38	-0,334
0,65	-38,5	-0,335
0,666	-38,5	-0,336
0,682	-39	-0,336
0,698	-40	-0,337
0,714	-40	-0,338
0,728	-40,5	-0,338
0,74	-40,5	-0,339
0,755	-40,5	-0,34
0,775	-41	-0,341
0,795	-41	-0,342
0,812	-41,5	-0,343
0,825	-42	-0,344
0,845	-42	-0,344
0,865	-42,5	-0,345
0,881	-42,5	-0,346
0,893	-42,5	-0,346
0,905	-44	-0,347
0,917	-44	-0,348
0,935	-44	-0,349
0,954	-44,5	-0,35
0,967	-44,5	-0,35
0,979	-45	-0,351
0,998	-45	-0,352
1,01	-46	-0,353
1,025	-46	-0,353
1,039	-46	-0,354
1,052	-46	-0,355
1,067	-46,5	-0,356
1,081	-47	-0,356
1,097	-47	-0,357
1,111	-48	-0,358
1,123	-48	-0,358
1,14	-48,5	-0,359
1,152	-48,5	-0,36
1,164	-49	-0,36
1,177	-49	-0,361
1,191	-49,5	-0,362
1,205	-49,5	-0,362
1,221	-50,5	-0,363
1,24	-51	-0,364
1,263	-51,5	-0,365
1,279	-51,5	-0,366
1,295	-52	-0,367
1,312	-53	-0,368
1,329	-53	-0,368
1,345	-53	-0,369
1,359	-53	-0,37
1,374	-54	-0,371
1,391	-54,5	-0,372
1,405	-54,5	-0,372
1,427	-55,5	-0,373
1,442	-56	-0,374
1,459	-56	-0,375
1,474	-56,5	-0,376
1,487	-56,5	-0,377
1,505	-57	-0,378
1,524	-58	-0,378
1,54	-58,5	-0,379
1,561	-58,5	-0,38
1,58	-59	-0,381
1,601	-59,5	-0,382
1,619	-59,5	-0,383
1,631	-60,5	-0,384
1,647	-61	-0,385
1,666	-61	-0,386
1,681	-61,5	-0,386
1,694	-61,5	-0,387
1,708	-62	-0,388
1,723	-63	-0,388
1,738	-63	-0,389
1,751	-63,5	-0,39
1,767	-63,5	-0,39
1,783	-64	-0,392
1,804	-64,5	-0,392
1,818	-64,5	-0,393
1,841	-65,5	-0,394
1,856	-66	-0,395
1,869	-66	-0,395
1,882	-66,5	-0,396
1,895	-66,5	-0,396
1,908	-66,5	-0,397
1,925	-66,5	-0,398
1,944	-68	-0,399
1,958	-68	-0,4
1,985	-69	-0,401
1,999	-69	-0,402
2,012	-69	-0,402
2,024	-69	-0,403
2,036	-70	-0,404
2,053	-70	-0,404
2,065	-70,5	-0,405
2,078	-70,5	-0,406
2,093	-71,5	-0,407
2,108	-71,5	-0,407
2,122	-72	-0,408
2,14	-73	-0,409
2,157	-73,5	-0,41
2,173	-73,5	-0,411
2,186	-74	-0,411
2,198	-74	-0,412
2,216	-74,5	-0,413
2,238	-74,5	-0,414
2,254	-74,5	-0,415
2,267	-76	-0,415
2,279	-76	-0,416
2,296	-76,5	-0,417
2,308	-76,5	-0,417
2,32	-77	-0,418
2,332	-77	-0,419
2,349	-78,5	-0,42
2,367	-78,5	-0,42
2,381	-78,5	-0,421
2,395	-79	-0,422
2,41	-79	-0,423
