Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,361
0	-30	-0,362
0,015	-30	-0,362
0,031	-30	-0,363
0,048	-30	-0,364
0,063	-30,5	-0,365
0,079	-30,5	-0,366
0,1	-31	-0,366
0,114	-31	-0,367
0,127	-31	-0,368
0,143	-31,5	-0,369
0,161	-31,5	-0,37
0,177	-31,5	-0,37
0,193	-32	-0,371
0,209	-32	-0,372
0,224	-32	-0,373
0,238	-32,5	-0,374
0,255	-32,5	-0,374
0,273	-32,5	-0,375
0,29	-33	-0,376
0,308	-33	-0,377
0,324	-33,5	-0,378
0,342	-33,5	-0,379
0,356	-33,5	-0,38
0,371	-34	-0,38
0,386	-34,5	-0,381
0,406	-34,5	-0,382
0,418	-35	-0,383
0,433	-35	-0,384
0,453	-35	-0,384
0,468	-35	-0,385
0,482	-35,5	-0,386
0,499	-36	-0,387
0,516	-36	-0,388
0,531	-36	-0,388
0,548	-36,5	-0,389
0,569	-36,5	-0,39
0,585	-37	-0,391
0,6	-37,5	-0,392
0,613	-37,5	-0,392
0,627	-38	-0,393
0,644	-38	-0,394
0,657	-38	-0,394
0,671	-38	-0,395
0,688	-38,5	-0,396
0,705	-39	-0,397
0,72	-39	-0,398
0,734	-39,5	-0,398
0,747	-39,5	-0,399
0,76	-40	-0,4
0,778	-40,5	-0,4
0,794	-40,5	-0,401
0,808	-41	-0,402
0,82	-41	-0,403
0,838	-41,5	-0,404
0,852	-41,5	-0,404
0,866	-41,5	-0,405
0,886	-42,5	-0,407
0,916	-43	-0,408
0,936	-43	-0,409
0,96	-43,5	-0,41
0,973	-43,5	-0,41
0,986	-44	-0,411
1,001	-44	-0,412
1,013	-44	-0,412
1,03	-44	-0,413
1,042	-45	-0,414
1,054	-45	-0,414
1,072	-45,5	-0,415
1,087	-45,5	-0,416
1,103	-45,5	-0,417
1,117	-46,5	-0,418
1,133	-47	-0,418
1,15	-47	-0,419
1,166	-47	-0,42
1,189	-47,5	-0,421
1,205	-47,5	-0,422
1,219	-48	-0,422
1,233	-48	-0,423
1,248	-48,5	-0,424
1,26	-48,5	-0,424
1,272	-49	-0,425
1,289	-49	-0,426
1,301	-49,5	-0,426
1,313	-49,5	-0,427
1,33	-50,5	-0,428
1,343	-50,5	-0,429
1,359	-50,5	-0,429
1,371	-51	-0,43
1,384	-51	-0,431
1,4	-51,5	-0,432
1,417	-51,5	-0,432
1,431	-52,5	-0,433
1,447	-53	-0,434
1,46	-53	-0,435
1,486	-53	-0,436
1,502	-53,5	-0,437
1,517	-53,5	-0,438
1,532	-54	-0,438
1,551	-54,5	-0,439
1,563	-54,5	-0,44
1,575	-55	-0,44
1,589	-55	-0,441
1,607	-55,5	-0,442
1,625	-56,5	-0,443
1,638	-56,5	-0,444
1,654	-57	-0,444
1,67	-57	-0,445
1,693	-57	-0,446
1,716	-57,5	-0,447
1,732	-58,5	-0,448
1,747	-59	-0,449
1,765	-59	-0,45
1,779	-59,5	-0,45
1,794	-59,5	-0,451
1,809	-60	-0,452
1,834	-61	-0,453
1,846	-61	-0,454
1,858	-61,5	-0,454
1,87	-61,5	-0,455
1,89	-62,5	-0,456
1,905	-62,5	-0,457
1,919	-63	-0,458
1,935	-63,5	-0,458
1,951	-63,5	-0,459
1,969	-64,5	-0,46
1,982	-65	-0,46
1,997	-65	-0,461
2,012	-65,5	-0,462
2,025	-65,5	-0,463
2,038	-66,5	-0,464
2,058	-67	-0,465
2,076	-67	-0,466
2,093	-67,5	-0,467
2,117	-68	-0,468
2,136	-69	-0,468
2,149	-69	-0,469
2,164	-69,5	-0,47
2,179	-69,5	-0,47
2,195	-70	-0,472
2,213	-70	-0,472
2,226	-70,5	-0,473
2,241	-71,5	-0,474
2,258	-71,5	-0,474
2,275	-72	-0,475
2,293	-72,5	-0,476
2,311	-72,5	-0,477
2,327	-73	-0,478
2,341	-74	-0,478
2,358	-74	-0,48
2,377	-74,5	-0,48
2,396	-75	-0,481
2,414	-75	-0,482
2,431	-75,5	-0,483
2,449	-76,5	-0,484
2,466	-76,5	-0,485
2,48	-77	-0,485
2,493	-77	-0,486
2,505	-77,5	-0,487
2,525	-78	-0,488
2,539	-78	-0,488
2,554	-79,5	-0,489
2,569	-79,5	-0,49
