Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,34
0	-30	-0,34
0,022	-30,5	-0,341
0,038	-31	-0,342
0,056	-31,5	-0,343
0,072	-31,5	-0,344
0,09	-32,5	-0,345
0,109	-33	-0,346
0,13	-33	-0,347
0,145	-33,5	-0,348
0,161	-34	-0,348
0,177	-34	-0,349
0,191	-34,5	-0,35
0,207	-34,5	-0,351
0,222	-35	-0,351
0,236	-35,5	-0,352
0,256	-35,5	-0,353
0,277	-36	-0,354
0,294	-37	-0,355
0,307	-37	-0,356
0,323	-37,5	-0,357
0,342	-38	-0,358
0,358	-38	-0,358
0,374	-38	-0,359
0,387	-38	-0,36
0,403	-39	-0,36
0,417	-39	-0,361
0,431	-39	-0,362
0,444	-40	-0,362
0,457	-40	-0,363
0,473	-40	-0,364
0,491	-41	-0,365
0,511	-41	-0,366
0,527	-41,5	-0,367
0,555	-41,5	-0,368
0,571	-41,5	-0,369
0,589	-42	-0,37
0,607	-42,5	-0,37
0,621	-43	-0,371
0,635	-43	-0,372
0,65	-43,5	-0,373
0,666	-43,5	-0,374
0,683	-44	-0,374
0,704	-45	-0,375
0,719	-45	-0,376
0,731	-45	-0,377
0,745	-45	-0,377
0,757	-45,5	-0,378
0,773	-45,5	-0,379
0,787	-46	-0,38
0,799	-46	-0,38
0,81	-46,5	-0,381
0,825	-46,5	-0,382
0,838	-47	-0,382
0,854	-48	-0,383
0,866	-48	-0,384
0,884	-48	-0,385
0,902	-48	-0,386
0,919	-49	-0,386
0,931	-49	-0,387
0,947	-49	-0,388
0,959	-49,5	-0,388
0,973	-49,5	-0,389
0,987	-50,5	-0,39
1	-50,5	-0,39
1,012	-51	-0,391
1,026	-51	-0,392
1,04	-51,5	-0,392
1,053	-51,5	-0,393
1,065	-52	-0,394
1,085	-52,5	-0,394
1,102	-52,5	-0,396
1,122	-53,5	-0,396
1,14	-54	-0,397
1,153	-54	-0,398
1,165	-54,5	-0,398
1,18	-54,5	-0,399
1,194	-55	-0,4
1,208	-55	-0,4
1,223	-55,5	-0,401
1,236	-56	-0,402
1,255	-56	-0,403
1,272	-56,5	-0,404
1,284	-56,5	-0,404
