Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,408
0	-30	-0,408
0,013	-30	-0,409
0,026	-30,5	-0,41
0,04	-30,5	-0,411
0,056	-30,5	-0,412
0,071	-30,5	-0,412
0,084	-31	-0,413
0,105	-31,5	-0,414
0,121	-31,5	-0,415
0,141	-32	-0,416
0,159	-32	-0,417
0,181	-32,5	-0,418
0,197	-32,5	-0,418
0,212	-33	-0,419
0,225	-33	-0,42
0,24	-33,5	-0,421
0,253	-33,5	-0,421
0,267	-34	-0,422
0,285	-34	-0,423
0,306	-35	-0,424
0,325	-35	-0,425
0,345	-35	-0,426
0,368	-35,5	-0,427
0,384	-35,5	-0,428
0,404	-35,5	-0,429
0,422	-36,5	-0,43
0,434	-37	-0,43
0,447	-37	-0,431
0,459	-37	-0,432
0,477	-37,5	-0,432
0,491	-38	-0,433
0,504	-38	-0,434
0,52	-39	-0,435
0,541	-39,5	-0,436
0,555	-39,5	-0,436
0,568	-40	-0,437
0,581	-40	-0,438
0,596	-40,5	-0,439
0,621	-42	-0,44
0,639	-42,5	-0,44
0,652	-42,5	-0,441
0,665	-42,5	-0,442
0,681	-42,5	-0,443
0,697	-43	-0,444
0,711	-43	-0,444
0,727	-44	-0,445
0,746	-44,5	-0,446
0,763	-44,5	-0,447
0,782	-45	-0,448
0,798	-45	-0,449
0,819	-46,5	-0,45
0,837	-46,5	-0,451
0,856	-47	-0,452
0,873	-47	-0,452
0,888	-47	-0,453
0,907	-47,5	-0,454
0,925	-48,5	-0,455
0,941	-49	-0,456
0,959	-49	-0,457
0,977	-49,5	-0,458
0,993	-49,5	-0,458
1,009	-50	-0,459
1,026	-51,5	-0,46
1,044	-51,5	-0,461
1,057	-52	-0,462
1,079	-52,5	-0,462
1,092	-52,5	-0,463
1,107	-53	-0,464
1,127	-54	-0,466
1,156	-54,5	-0,467
1,176	-55	-0,468
1,193	-55	-0,468
1,206	-55,5	-0,469
1,22	-55,5	-0,47
1,238	-56,5	-0,471
1,258	-57	-0,472
1,274	-57	-0,472
1,291	-58	-0,473
1,304	-58	-0,474
1,317	-58,5	-0,474
1,33	-58,5	-0,475
1,342	-59,5	-0,476
1,355	-59,5	-0,476
1,368	-60,5	-0,477
1,381	-60,5	-0,478
1,394	-61	-0,478
1,407	-61	-0,479
1,42	-61,5	-0,48
1,444	-62,5	-0,481
1,458	-63	-0,482
1,474	-63	-0,482
1,488	-63,5	-0,483
1,501	-63,5	-0,484
1,513	-64,5	-0,484
1,525	-64,5	-0,485
1,538	-65,5	-0,486
1,555	-65,5	-0,486
1,571	-66	-0,487
1,591	-66,5	-0,488
1,608	-66,5	-0,489
1,623	-67	-0,49
1,637	-67	-0,49
1,65	-68,5	-0,491
1,67	-69	-0,492
1,685	-69,5	-0,493
1,707	-69,5	-0,494
1,722	-70	-0,494
1,734	-70	-0,495
1,747	-71,5	-0,496
1,765	-72	-0,497
1,785	-72	-0,498
1,801	-72,5	-0,499
