Tijd (s);Kracht (N);Verplaatsing (mm)
0;-40;-0,375
0;-40,5;-0,376
0,02;-40,5;-0,377
0,039;-41;-0,378
0,056;-41,5;-0,379
0,069;-41,5;-0,38
0,083;-42,5;-0,38
0,099;-42,5;-0,381
0,12;-42,5;-0,382
0,135;-43;-0,382
0,147;-43;-0,383
0,159;-43,5;-0,384
0,172;-43,5;-0,384
0,184;-44,5;-0,385
0,198;-44,5;-0,386
0,211;-45;-0,386
0,223;-45;-0,387
0,237;-45;-0,388
0,25;-45;-0,388
0,264;-46;-0,389
0,277;-46;-0,39
0,29;-46,5;-0,39
0,308;-47;-0,391
0,322;-47;-0,392
0,336;-47,5;-0,393
0,349;-47,5;-0,393
0,364;-48;-0,394
0,384;-49;-0,395
0,404;-49;-0,396
0,418;-49,5;-0,397
0,433;-49,5;-0,398
0,447;-49,5;-0,398
0,46;-50;-0,399
0,481;-50;-0,4
0,498;-51;-0,401
0,511;-51,5;-0,402
0,523;-51,5;-0,402
0,538;-52;-0,403
0,554;-52;-0,404
0,573;-52,5;-0,405
0,588;-53;-0,406
0,602;-53;-0,406
0,616;-54;-0,407
0,629;-54;-0,407
0,641;-54;-0,408
0,654;-54;-0,409
0,667;-54,5;-0,409
0,679;-54,5;-0,41
0,696;-55,5;-0,411
0,712;-55,5;-0,411
0,724;-56;-0,412
0,74;-56;-0,413
0,753;-56,5;-0,414
0,77;-56,5;-0,414
0,787;-56,5;-0,415
0,805;-58;-0,416
0,822;-58,5;-0,417
0,839;-58,5;-0,418
0,853;-59;-0,418
0,866;-59;-0,419
0,879;-59,5;-0,42
0,89;-59,5;-0,42
0,905;-60,5;-0,421
0,918;-60,5;-0,422
0,932;-61;-0,422
0,948;-61,5;-0,423
0,961;-61,5;-0,424
0,982;-62;-0,425
1,001;-63;-0,426
1,014;-63;-0,426
1,027;-63,5;-0,427
1,039;-63,5;-0,428
1,053;-64;-0,429
1,068;-64;-0,43
1,084;-64,5;-0,43
1,1;-65,5;-0,431
1,119;-65,5;-0,432
1,14;-66;-0,433
1,154;-66,5;-0,434
1,166;-66,5;-0,434
1,179;-67;-0,435
1,195;-67;-0,436
1,211;-68;-0,436
1,223;-68;-0,437
1,238;-69;-0,438
1,251;-69;-0,438
1,265;-69;-0,439
1,278;-69;-0,44
1,291;-70;-0,44
1,304;-70;-0,441
1,317;-70,5;-0,442
1,331;-71,5;-0,442
1,349;-71,5;-0,443
1,363;-72;-0,444
1,375;-72;-0,444
1,389;-72,5;-0,445
1,403;-72,5;-0,446
1,415;-73,5;-0,446
1,427;-73,5;-0,447
1,439;-74;-0,448
1,451;-74;-0,448
1,464;-75;-0,449
1,482;-75;-0,45
1,498;-75,5;-0,451
1,513;-76,5;-0,452
1,53;-76,5;-0,452
1,547;-77;-0,453
1,563;-78;-0,454
1,575;-78;-0,454
1,587;-78;-0,455
1,602;-78,5;-0,456
1,616;-80;-0,457
1,632;-80;-0,458
1,646;-80,5;-0,458
1,658;-80,5;-0,459
1,672;-81;-0,46
1,686;-81;-0,46
1,699;-81,5;-0,461
1,711;-81,5;-0,462
1,723;-82,5;-0,462
1,736;-82,5;-0,463
1,75;-83;-0,464
1,766;-83;-0,464
1,78;-84;-0,465
1,792;-84;-0,466
1,806;-84,5;-0,466
1,821;-85,5;-0,467
1,835;-85,5;-0,468
1,849;-86;-0,469
1,87;-87;-0,47
1,889;-87;-0,47
1,906;-87,5;-0,471
1,924;-88;-0,472
1,937;-88;-0,473
1,955;-89;-0,474
1,974;-89,5;-0,475
1,994;-89,5;-0,476
2,008;-90;-0,476
2,023;-91;-0,477
2,037;-91;-0,478
2,056;-91,5;-0,479
2,072;-91,5;-0,479
2,085;-92;-0,48
2,098;-92;-0,481
2,11;-93;-0,481
2,123;-93;-0,482
2,136;-94;-0,483
2,152;-94,5;-0,484
2,171;-94,5;-0,484
2,185;-95,5;-0,485
2,197;-95,5;-0,486
2,215;-96;-0,487
2,229;-97;-0,487
2,242;-97;-0,488
2,257;-97;-0,489
2,273;-97;-0,49
2,286;-98;-0,49
2,3;-98;-0,491
2,312;-98,5;-0,492
2,325;-98,5;-0,492
2,338;-100;-0,493
2,35;-100;-0,493
2,362;-100,5;-0,494
2,374;-100,5;-0,494
2,386;-101;-0,495
2,398;-101;-0,496
2,409;-101,5;-0,496
2,423;-101,5;-0,497
2,437;-102,5;-0,498
2,454;-102,5;-0,498
2,469;-103,5;-0,499
2,485;-103,5;-0,5
2,498;-103,5;-0,501
2,511;-103,5;-0,501
2,523;-104,5;-0,502
2,535;-104,5;-0,502
2,548;-105,5;-0,503
2,562;-105,5;-0,504
2,576;-106;-0,504
2,59;-106;-0,505
2,603;-106,5;-0,506
2,618;-107;-0,507
2,634;-107;-0,507
2,647;-108,5;-0,508
2,659;-108,5;-0,509
2,672;-109;-0,509
2,687;-109;-0,51
2,703;-109,5;-0,511
2,716;-109,5;-0,512
2,729;-110;-0,512
2,742;-110;-0,513
2,756;-111,5;-0,514
2,775;-112;-0,515
2,793;-112;-0,516
2,806;-112,5;-0,516
2,819;-112,5;-0,517
2,833;-113;-0,518
2,847;-113;-0,518
2,859;-114,5;-0,519
2,872;-114,5;-0,519
2,885;-115;-0,52
2,898;-115;-0,521
2,915;-115,5;-0,522
2,928;-115,5;-0,522
2,942;-116;-0,523
2,962;-117;-0,524
2,976;-117;-0,524
2,99;-117,5;-0,525
3,004;-117,5;-0,526
3,018;-118,5;-0,526
3,03;-118,5;-0,527
3,045;-119;-0,528
3,057;-119;-0,529
