Tijd (s);Kracht (N);Verplaatsing (mm)
0;-40,5;-0,378
0;-41,5;-0,379
0,012;-41,5;-0,379
0,024;-41,5;-0,38
0,037;-41,5;-0,38
0,05;-41,5;-0,381
0,062;-42;-0,382
0,081;-43,5;-0,382
0,095;-43,5;-0,383
0,108;-44;-0,384
0,126;-44;-0,385
0,139;-44;-0,385
0,152;-44;-0,386
0,165;-44,5;-0,387
0,178;-46;-0,387
0,191;-46;-0,388
0,203;-46,5;-0,389
0,222;-46,5;-0,39
0,235;-46,5;-0,39
0,25;-46,5;-0,391
0,264;-47,5;-0,392
0,282;-48,5;-0,393
0,297;-48,5;-0,393
0,309;-49;-0,394
0,327;-49;-0,395
0,345;-49,5;-0,396
0,362;-50;-0,397
0,375;-50;-0,397
0,387;-51;-0,398
0,405;-51;-0,399
0,423;-51,5;-0,4
0,445;-52,5;-0,401
0,463;-53;-0,402
0,48;-53;-0,403
0,495;-54;-0,403
0,507;-54;-0,404
0,525;-54,5;-0,405
0,538;-55;-0,406
0,553;-55;-0,406
0,574;-55,5;-0,407
0,589;-56,5;-0,408
0,602;-56,5;-0,408
0,616;-57;-0,409
0,632;-57;-0,41
0,647;-57,5;-0,411
0,664;-57,5;-0,412
0,681;-58;-0,412
0,694;-59;-0,413
0,705;-59;-0,414
0,719;-60;-0,414
0,733;-60;-0,415
0,753;-60,5;-0,416
0,772;-61;-0,417
0,787;-61;-0,418
0,804;-62;-0,418
0,817;-62;-0,419
0,83;-62,5;-0,42
0,842;-62,5;-0,42
0,855;-63;-0,421
0,868;-63;-0,422
0,88;-63,5;-0,422
0,893;-63,5;-0,423
0,905;-64,5;-0,424
0,922;-65,5;-0,425
0,937;-65,5;-0,425
0,95;-65,5;-0,426
0,964;-65,5;-0,427
0,976;-66,5;-0,427
0,989;-66,5;-0,428
1,002;-67,5;-0,428
1,014;-67,5;-0,429
1,026;-68;-0,43
1,038;-68;-0,43
1,05;-68;-0,431
1,062;-68,5;-0,432
1,076;-68,5;-0,432
1,09;-69;-0,433
1,107;-70;-0,434
1,127;-70,5;-0,435
1,144;-70,5;-0,436
1,161;-71;-0,436
1,174;-71;-0,437
1,187;-72;-0,438
1,203;-72;-0,439
1,218;-73;-0,44
1,236;-73,5;-0,44
1,25;-73,5;-0,441
1,263;-74;-0,442
1,283;-74,5;-0,443
1,301;-74,5;-0,444
1,317;-75,5;-0,444
1,329;-75,5;-0,445
1,345;-76;-0,446
1,362;-76,5;-0,446
1,374;-76,5;-0,447
1,387;-77;-0,448
1,4;-77;-0,449
1,423;-78;-0,45
1,441;-78,5;-0,451
1,458;-79,5;-0,452
1,477;-79,5;-0,452
1,493;-79,5;-0,454
1,514;-80,5;-0,454
1,528;-80,5;-0,455
1,541;-81,5;-0,456
1,556;-81,5;-0,456
1,572;-82;-0,457
1,585;-82;-0,458
1,6;-82,5;-0,458
1,616;-82,5;-0,459
1,628;-83,5;-0,46
1,641;-84,5;-0,46
1,654;-84,5;-0,461
1,668;-84,5;-0,462
1,695;-85;-0,463
1,711;-85;-0,464
1,723;-86;-0,465
1,741;-86;-0,465
1,754;-86,5;-0,466
1,768;-86,5;-0,467
1,782;-87,5;-0,467
1,794;-88;-0,468
1,809;-88;-0,469
1,827;-89;-0,47
1,842;-89;-0,47
1,86;-89,5;-0,471
1,874;-90;-0,472
1,888;-90;-0,473
1,907;-90,5;-0,474
1,928;-91,5;-0,475
1,948;-91,5;-0,476
1,965;-92;-0,477
1,984;-93;-0,478
1,999;-93;-0,478
2,012;-93;-0,479
2,027;-94,5;-0,48
2,04;-94,5;-0,48
2,057;-94,5;-0,481
2,074;-94,5;-0,482
2,087;-95,5;-0,483
2,104;-96;-0,484
2,121;-96;-0,484
2,134;-97;-0,485
2,146;-97;-0,486
2,159;-97,5;-0,486
2,175;-97,5;-0,487
2,196;-98,5;-0,488
2,21;-98,5;-0,489
2,226;-98,5;-0,49
2,25;-99,5;-0,491
2,263;-100;-0,492
2,283;-100;-0,492
2,302;-101;-0,493
2,318;-101;-0,494
2,331;-101;-0,495
2,347;-102,5;-0,496
2,365;-103;-0,496
2,377;-103;-0,497
2,389;-103;-0,498
2,402;-103,5;-0,498
2,414;-103,5;-0,499
2,427;-103,5;-0,5
2,45;-105;-0,501
2,467;-105;-0,501
2,481;-105,5;-0,502
2,495;-106;-0,503
2,512;-106;-0,504
2,529;-106,5;-0,505
2,543;-106,5;-0,505
2,556;-107,5;-0,506
2,573;-108;-0,507
2,589;-108;-0,508
2,603;-108,5;-0,509
2,619;-108,5;-0,509
2,637;-109;-0,51
2,651;-110,5;-0,511
2,67;-110,5;-0,512
2,687;-111;-0,512
2,7;-111;-0,513
2,712;-111,5;-0,514
2,725;-111,5;-0,515
2,741;-112;-0,515
2,759;-113;-0,516
2,774;-113;-0,517
2,788;-113,5;-0,518
2,802;-114;-0,519
2,823;-114;-0,52
2,845;-114,5;-0,52
2,862;-115,5;-0,521
2,878;-115,5;-0,522
2,894;-116;-0,523
2,908;-116;-0,523
2,921;-117;-0,524
2,934;-117;-0,525
2,955;-117;-0,526
2,971;-118;-0,527
2,986;-118;-0,528
3,003;-118,5;-0,528
3,02;-119;-0,529
3,038;-119;-0,53
3,055;-119,5;-0,531
