Tijd (s);Kracht (N);Verplaatsing (mm)
0;-40;-0,561
0;-40;-0,562
0,016;-40,5;-0,563
0,034;-41;-0,564
0,052;-41;-0,565
0,067;-42;-0,565
0,082;-42,5;-0,566
0,099;-42,5;-0,567
0,115;-43;-0,568
0,129;-43;-0,569
0,149;-43;-0,57
0,164;-44;-0,571
0,186;-44,5;-0,571
0,201;-44,5;-0,572
0,22;-45;-0,573
0,237;-45,5;-0,574
0,259;-45,5;-0,575
0,277;-46,5;-0,576
0,293;-47;-0,577
0,305;-47;-0,578
0,32;-48;-0,578
0,341;-48,5;-0,579
0,353;-48,5;-0,58
0,368;-49,5;-0,58
0,384;-49,5;-0,581
0,399;-50;-0,582
0,412;-50;-0,583
0,431;-50,5;-0,584
0,446;-51;-0,584
0,46;-51;-0,585
0,474;-52,5;-0,586
0,494;-53;-0,586
0,507;-53;-0,587
0,519;-53,5;-0,588
0,535;-53,5;-0,589
0,556;-54;-0,59
0,577;-55;-0,591
0,593;-55;-0,592
0,608;-55,5;-0,592
0,626;-56,5;-0,594
0,647;-57;-0,594
0,663;-57;-0,595
0,683;-58;-0,596
0,7;-59;-0,597
0,714;-59;-0,598
0,732;-59,5;-0,599
0,752;-60;-0,6
0,766;-60;-0,6
0,78;-61;-0,601
0,799;-62;-0,602
0,815;-62;-0,603
0,829;-62,5;-0,604
0,844;-62,5;-0,604
0,859;-63;-0,605
0,879;-64,5;-0,606
0,893;-64,5;-0,606
0,906;-65;-0,608
0,926;-65;-0,608
0,941;-66;-0,609
0,961;-66,5;-0,61
0,976;-66,5;-0,611
0,987;-68;-0,612
1,004;-68,5;-0,612
1,018;-68,5;-0,613
1,035;-69;-0,614
1,058;-70;-0,615
1,073;-70;-0,616
1,086;-71,5;-0,616
1,1;-71,5;-0,617
1,117;-72;-0,618
1,132;-73;-0,618
1,146;-73;-0,619
1,161;-73,5;-0,62
1,177;-75;-0,621
1,202;-75;-0,622
1,216;-75,5;-0,623
1,232;-76;-0,624
1,249;-76;-0,624
1,263;-77;-0,625
1,28;-77;-0,626
1,299;-78,5;-0,627
1,312;-79,5;-0,628
1,325;-79,5;-0,628
1,343;-80,5;-0,63
1,361;-80,5;-0,63
1,375;-81;-0,631
1,391;-82,5;-0,632
1,404;-82,5;-0,632
1,418;-83;-0,633
1,432;-83;-0,634
1,448;-84;-0,634
1,461;-84,5;-0,635
1,482;-84,5;-0,636
1,502;-86;-0,637
1,516;-87;-0,638
1,533;-87;-0,639
1,553;-87,5;-0,64
1,573;-88;-0,641
1,592;-88;-0,641
1,605;-89,5;-0,642
1,624;-90;-0,643
1,641;-90;-0,644
1,657;-90,5;-0,645
1,676;-91,5;-0,646
1,692;-91,5;-0,646
1,709;-93;-0,648
1,727;-93,5;-0,648
1,744;-93,5;-0,649
1,76;-94;-0,65
1,776;-95;-0,651
1,794;-95;-0,652
1,811;-96,5;-0,652
1,828;-97;-0,654
1,845;-97;-0,654
1,861;-97,5;-0,655
1,878;-98,5;-0,656
1,892;-98,5;-0,657
1,907;-99,5;-0,657
1,924;-100,5;-0,658
1,942;-100,5;-0,66
1,963;-101;-0,66
1,979;-102;-0,661
2;-102;-0,662
2,017;-103;-0,663
2,034;-104;-0,664
2,052;-104;-0,664
2,068;-104,5;-0,666
2,091;-105;-0,666
2,104;-105;-0,667
2,12;-106,5;-0,668
2,133;-107;-0,669
2,155;-107;-0,67
2,17;-108;-0,67
2,188;-108,5;-0,672
2,213;-108,5;-0,672
2,226;-110;-0,673
2,245;-111;-0,674
2,263;-111;-0,675
2,276;-111,5;-0,676
2,294;-112;-0,677
2,312;-112;-0,677
2,327;-113,5;-0,678
2,344;-114;-0,679
2,363;-114;-0,68
2,378;-114,5;-0,681
2,393;-114,5;-0,682
2,413;-115,5;-0,682
2,429;-117;-0,683
2,445;-117;-0,684
2,462;-117,5;-0,685
2,476;-118,5;-0,686
2,495;-119;-0,687
2,519;-119;-0,688
