Tijd (s);Kracht (N);Verplaatsing (mm)
0;-40;-0,373
0;-40;-0,374
0,015;-40;-0,375
0,029;-40,5;-0,376
0,049;-40,5;-0,376
0,061;-41,5;-0,377
0,074;-41,5;-0,378
0,088;-41,5;-0,378
0,102;-41,5;-0,379
0,119;-42;-0,38
0,147;-42,5;-0,381
0,159;-42,5;-0,382
0,172;-43;-0,382
0,185;-43;-0,383
0,198;-43,5;-0,384
0,211;-44;-0,384
0,224;-44;-0,385
0,239;-44;-0,386
0,259;-44;-0,387
0,273;-45;-0,388
0,294;-45,5;-0,389
0,31;-45,5;-0,39
0,325;-45,5;-0,39
0,338;-45,5;-0,391
0,352;-46;-0,392
0,364;-46;-0,392
0,377;-47;-0,393
0,397;-47,5;-0,394
0,41;-47,5;-0,395
0,429;-47,5;-0,396
0,448;-48;-0,396
0,465;-48;-0,397
0,478;-48,5;-0,398
0,494;-49;-0,399
0,512;-49;-0,4
0,529;-49,5;-0,401
0,549;-49,5;-0,402
0,566;-50,5;-0,402
0,585;-50,5;-0,403
0,599;-51;-0,404
0,611;-51;-0,404
0,623;-51,5;-0,405
0,635;-51,5;-0,406
0,646;-52;-0,406
0,665;-52;-0,407
0,677;-53;-0,408
0,695;-53;-0,409
0,713;-53;-0,409
0,725;-53,5;-0,41
0,738;-53,5;-0,411
0,752;-54;-0,412
0,764;-54;-0,412
0,776;-55;-0,413
0,788;-55;-0,414
0,803;-55;-0,414
0,816;-55;-0,415
0,834;-55,5;-0,416
0,853;-55,5;-0,417
0,869;-56;-0,418
0,888;-56,5;-0,419
0,908;-57,5;-0,42
0,925;-57,5;-0,42
0,94;-57,5;-0,421
0,955;-58;-0,422
0,973;-58;-0,423
0,994;-59;-0,424
1,014;-59;-0,425
1,033;-59,5;-0,426
1,051;-59,5;-0,426
1,063;-60;-0,427
1,082;-60;-0,428
1,096;-61;-0,428
1,108;-61;-0,429
1,122;-61,5;-0,43
1,139;-62;-0,431
1,152;-62;-0,432
1,172;-62,5;-0,432
1,186;-63;-0,433
1,198;-63;-0,434
1,212;-63,5;-0,435
1,232;-63,5;-0,435
1,245;-64;-0,436
1,257;-64;-0,437
1,272;-64,5;-0,438
1,296;-65,5;-0,439
1,312;-65,5;-0,439
1,324;-65,5;-0,44
1,343;-66;-0,441
1,357;-66;-0,442
1,371;-66,5;-0,442
1,384;-66,5;-0,443
1,4;-67,5;-0,444
1,419;-68;-0,445
1,434;-68;-0,446
1,446;-68,5;-0,446
1,459;-68,5;-0,447
1,471;-69;-0,448
1,489;-70;-0,449
1,509;-70;-0,449
1,522;-70,5;-0,45
1,535;-70,5;-0,451
1,549;-71;-0,451
1,561;-71;-0,452
1,578;-71,5;-0,453
1,597;-72,5;-0,454
1,61;-72,5;-0,455
1,631;-73;-0,456
1,649;-73,5;-0,456
1,661;-73,5;-0,457
1,676;-74;-0,458
1,69;-74;-0,458
1,704;-75;-0,459
1,719;-75;-0,46
1,736;-75,5;-0,461
1,752;-76;-0,462
1,771;-76;-0,462
1,786;-76,5;-0,464
1,81;-78;-0,464
1,827;-78,5;-0,465
1,845;-78,5;-0,466
1,86;-79;-0,467
1,872;-79;-0,467
1,884;-79,5;-0,468
1,896;-79,5;-0,469
1,908;-80,5;-0,47
1,924;-80,5;-0,47
1,936;-81;-0,471
1,953;-81,5;-0,472
1,974;-81,5;-0,473
1,988;-82;-0,473
2,002;-82;-0,474
2,016;-83;-0,475
2,035;-83,5;-0,476
2,049;-83,5;-0,476
2,063;-84,5;-0,477
2,079;-84,5;-0,478
2,095;-84,5;-0,479
2,114;-86;-0,48
2,136;-86,5;-0,48
2,151;-86,5;-0,481
2,163;-87;-0,482
2,179;-87;-0,482
2,193;-87,5;-0,483
2,208;-87,5;-0,484
2,226;-88,5;-0,485
2,241;-89;-0,486
2,254;-89;-0,486
2,268;-89,5;-0,487
2,28;-89,5;-0,488
2,301;-90;-0,489
2,316;-91;-0,489
2,329;-91;-0,49
2,344;-91,5;-0,491
2,356;-91,5;-0,491
2,37;-91,5;-0,492
2,391;-91,5;-0,493
2,406;-93;-0,494
2,42;-94;-0,494
2,432;-94;-0,495
2,444;-94,5;-0,496
2,459;-94,5;-0,497
2,48;-95;-0,498
2,493;-95;-0,498
2,506;-95,5;-0,499
2,522;-97;-0,5
2,535;-97;-0,5
2,548;-97,5;-0,501
2,561;-97,5;-0,502
2,582;-98;-0,503
2,608;-98,5;-0,504
2,627;-99,5;-0,505
2,639;-99,5;-0,506
2,656;-100;-0,507
2,673;-100;-0,507
2,685;-101;-0,508
2,699;-101,5;-0,509
2,718;-101,5;-0,509
2,733;-102,5;-0,51
2,746;-102,5;-0,511
2,762;-103;-0,512
2,78;-103,5;-0,513
2,796;-103,5;-0,513
2,808;-104;-0,514
2,826;-104;-0,515
2,845;-105;-0,516
2,866;-106;-0,517
2,886;-106,5;-0,518
2,902;-106,5;-0,519
2,917;-107;-0,52
2,934;-108;-0,52
2,952;-108;-0,521
2,966;-108,5;-0,522
2,979;-108,5;-0,523
3,004;-109,5;-0,524
3,025;-109,5;-0,525
3,04;-111;-0,526
3,055;-111;-0,526
3,071;-111,5;-0,527
3,086;-111,5;-0,528
3,098;-112;-0,529
3,11;-112;-0,529
3,125;-113;-0,531
3,156;-114;-0,532
3,171;-114,5;-0,532
3,184;-114,5;-0,533
3,2;-115;-0,534
3,218;-115;-0,534
3,23;-115,5;-0,535
3,248;-117;-0,536
3,261;-117;-0,537
3,274;-117,5;-0,537
3,288;-117,5;-0,538
3,305;-118;-0,539
3,322;-118;-0,54
3,334;-118,5;-0,54
3,346;-118,5;-0,541
3,362;-119,5;-0,542
