Tijd (s),Kracht (N),Verplaatsing (mm)
0,-40,-0,316
0,-40,-0,317
0,019,-40,5,-0,318
0,038,-41,-0,319
0,055,-41,-0,32
0,073,-41,5,-0,32
0,089,-42,5,-0,321
0,103,-42,5,-0,322
0,124,-42,5,-0,323
0,139,-43,-0,324
0,151,-43,-0,324
0,164,-43,5,-0,325
0,176,-43,5,-0,326
0,187,-44,5,-0,326
0,2,-44,5,-0,327
0,22,-45,-0,328
0,24,-45,5,-0,329
0,26,-45,5,-0,33
0,279,-46,-0,33
0,291,-47,-0,331
0,304,-47,-0,332
0,324,-47,5,-0,333
0,339,-47,5,-0,334
0,353,-48,-0,335
0,377,-48,5,-0,336
0,395,-50,-0,336
0,409,-50,-0,337
0,426,-50,5,-0,338
0,444,-50,5,-0,339
0,467,-51,5,-0,34
0,483,-51,5,-0,341
0,5,-53,-0,342
0,514,-53,-0,342
0,528,-53,5,-0,343
0,549,-54,-0,344
0,569,-54,-0,345
0,588,-54,5,-0,346
0,609,-56,-0,347
0,622,-56,5,-0,348
0,635,-56,5,-0,348
0,649,-57,-0,349
0,662,-57,-0,35
0,679,-58,-0,351
0,702,-59,-0,352
0,72,-59,-0,353
0,737,-59,5,-0,354
0,754,-60,-0,355
0,773,-60,-0,355
0,786,-61,-0,356
0,799,-61,-0,356
0,812,-62,-0,357
0,825,-62,-0,358
0,839,-63,-0,359
0,856,-63,5,-0,36
0,874,-63,5,-0,36
0,888,-64,-0,361
0,91,-65,5,-0,362
0,924,-65,5,-0,363
0,937,-66,5,-0,363
0,95,-66,5,-0,364
0,969,-67,-0,365
0,987,-68,-0,366
1,-68,-0,367
1,015,-69,-0,368
1,034,-70,-0,368
1,048,-70,-0,369
1,068,-70,5,-0,37
1,089,-71,5,-0,371
1,107,-71,5,-0,372
1,122,-73,-0,373
1,136,-73,5,-0,374
1,154,-73,5,-0,375
1,175,-74,5,-0,376
1,196,-75,-0,377
1,214,-76,5,-0,377
1,227,-76,5,-0,378
1,243,-77,5,-0,379
1,262,-77,5,-0,38
1,276,-78,-0,38
1,289,-78,5,-0,381
1,308,-78,5,-0,382
1,325,-80,-0,383
1,337,-80,-0,383
1,35,-80,5,-0,384
1,363,-81,5,-0,385
1,383,-81,5,-0,386
1,397,-82,-0,386
1,411,-82,-0,387
1,424,-83,5,-0,388
1,444,-84,5,-0,389
1,464,-84,5,-0,39
1,48,-85,-0,391
1,497,-86,-0,392
1,513,-86,-0,392
1,53,-87,5,-0,393
1,545,-87,5,-0,394
1,558,-88,-0,394
1,571,-88,5,-0,395
1,589,-88,5,-0,396
1,602,-89,5,-0,397
1,616,-89,5,-0,398
1,632,-91,5,-0,398
1,645,-91,5,-0,399
1,666,-92,-0,4
1,686,-92,5,-0,401
1,705,-93,5,-0,402
1,721,-93,5,-0,403
1,738,-95,-0,404
1,751,-96,-0,404
1,766,-96,-0,405
1,784,-96,5,-0,406
1,804,-97,5,-0,407
1,825,-99,-0,408
1,848,-99,-0,409
1,863,-99,5,-0,41
1,876,-99,5,-0,41
1,89,-100,5,-0,411
1,903,-100,5,-0,412
1,916,-101,-0,412
1,929,-101,-0,413
1,942,-102,5,-0,414
1,956,-103,5,-0,414
1,976,-103,5,-0,416
1,998,-104,-0,416
2,014,-105,-0,417
2,026,-105,-0,418
2,043,-106,5,-0,419
2,069,-107,-0,42
2,081,-107,-0,421
2,097,-108,-0,422
2,118,-108,5,-0,422
2,134,-108,5,-0,423
2,147,-110,-0,424
2,16,-110,-0,425
2,176,-111,-0,426
2,191,-111,5,-0,426
2,213,-111,5,-0,427
2,228,-112,-0,428
2,241,-112,-0,429
2,257,-113,5,-0,43
2,278,-114,5,-0,431
2,301,-115,-0,432
2,32,-116,-0,433
2,34,-116,-0,434
2,36,-117,-0,434
2,376,-118,-0,435
2,388,-118,-0,436
2,4,-118,5,-0,437
2,419,-118,5,-0,438
2,434,-119,5,-0,438
2,449,-119,5,-0,439
