Tijd (s);Kracht (N);Verplaatsing (mm)
0;-40;-0,946
0;-40,5;-0,947
0,02;-40,5;-0,948
0,035;-41;-0,948
0,047;-41;-0,949
0,06;-41,5;-0,95
0,078;-42;-0,95
0,09;-42;-0,951
0,102;-42,5;-0,951
0,114;-42,5;-0,952
0,126;-42,5;-0,952
0,138;-42,5;-0,953
0,152;-43;-0,954
0,164;-43;-0,955
0,181;-43,5;-0,956
0,199;-43,5;-0,956
0,213;-44;-0,957
0,226;-44;-0,958
0,24;-44,5;-0,958
0,253;-44,5;-0,959
0,269;-44,5;-0,96
0,288;-45;-0,961
0,302;-45;-0,961
0,315;-46;-0,962
0,331;-46;-0,963
0,349;-46;-0,964
0,364;-46,5;-0,964
0,376;-46,5;-0,965
0,389;-46,5;-0,966
0,408;-47,5;-0,967
0,423;-47,5;-0,968
0,437;-48;-0,968
0,455;-48;-0,969
0,47;-48;-0,97
0,486;-48;-0,971
0,5;-48,5;-0,971
0,512;-49,5;-0,972
0,523;-49,5;-0,973
0,546;-50;-0,974
0,563;-50,5;-0,975
0,579;-50,5;-0,975
0,593;-50,5;-0,976
0,61;-50,5;-0,977
0,622;-51,5;-0,977
0,634;-51,5;-0,978
0,646;-51,5;-0,979
0,664;-52;-0,98
0,678;-52;-0,98
0,691;-52;-0,981
0,703;-52,5;-0,982
0,721;-53;-0,982
0,735;-53;-0,983
0,747;-53;-0,984
0,759;-53;-0,984
0,771;-53;-0,985
0,784;-53;-0,985
0,796;-54;-0,986
0,808;-54;-0,986
0,819;-54,5;-0,987
0,835;-54,5;-0,988
0,848;-54,5;-0,989
0,862;-54,5;-0,99
0,878;-55;-0,99
0,894;-55;-0,991
0,91;-55,5;-0,992
0,926;-56,5;-0,993
0,944;-56,5;-0,994
0,962;-56,5;-0,994
0,978;-56,5;-0,996
0,997;-57;-0,996
1,016;-57;-0,997
1,032;-57,5;-0,998
1,047;-57,5;-0,999
1,062;-57,5;-1
1,086;-58;-1,001
1,105;-58;-1,002
1,127;-58;-1,003
1,139;-58;-1,004
1,158;-58;-1,004
1,176;-58;-1,005
1,189;-58;-1,006
1,205;-58,5;-1,007
1,225;-58,5;-1,008
1,246;-58,5;-1,008
1,261;-58,5;-1,009
1,274;-58,5;-1,01
1,288;-59;-1,01
1,3;-59;-1,011
1,313;-59;-1,012
1,328;-59;-1,013
1,351;-59;-1,014
1,37;-59;-1,014
1,382;-59;-1,015
1,394;-59;-1,016
1,406;-59;-1,016
1,417;-59;-1,017
1,429;-59;-1,018
1,441;-59,5;-1,018
1,459;-59,5;-1,02
1,481;-59,5;-1,02
1,496;-59,5;-1,021
1,509;-59,5;-1,022
1,522;-59,5;-1,022
1,534;-59,5;-1,023
1,55;-59,5;-1,024
1,564;-59,5;-1,025
1,585;-59,5;-1,026
1,601;-60;-1,026
1,62;-60;-1,027
1,636;-60;-1,028
1,65;-60;-1,029
1,663;-60;-1,03
1,68;-60;-1,03
1,693;-60;-1,031
1,711;-60;-1,032
1,727;-60;-1,033
1,745;-60;-1,034
1,757;-60;-1,034
1,773;-60;-1,035
1,791;-60;-1,036
1,808;-60;-1,037
1,825;-60,5;-1,037
1,838;-60,5;-1,038
1,85;-60;-1,039
1,867;-60;-1,04
1,886;-60;-1,041
1,91;-60,5;-1,042
1,927;-60;-1,042
1,939;-60;-1,043
1,957;-60,5;-1,044
1,972;-60,5;-1,044
1,984;-60,5;-1,045
1,999;-60,5;-1,046
2,023;-60,5;-1,048
2,041;-60,5;-1,048
2,058;-60,5;-1,049
2,075;-60,5;-1,05
2,092;-60,5;-1,051
2,107;-60,5;-1,052
2,123;-60,5;-1,052
2,14;-61;-1,053
2,157;-61;-1,054
2,173;-61;-1,055
2,185;-60,5;-1,055
2,198;-60,5;-1,056
2,209;-61;-1,057
2,222;-61;-1,057
2,234;-61;-1,058
2,246;-61;-1,058
2,258;-61;-1,059
2,275;-61;-1,06
2,287;-61;-1,061
2,301;-61;-1,061
2,314;-61,5;-1,062
2,328;-61,5;-1,063
2,346;-61,5;-1,064
2,36;-62;-1,064
2,378;-62;-1,065
2,395;-62,5;-1,066
2,407;-62,5;-1,066
2,419;-63;-1,067
2,431;-63;-1,068
2,443;-63,5;-1,068
2,455;-63,5;-1,069
2,467;-64,5;-1,069
2,48;-64,5;-1,07
2,492;-64,5;-1,071
2,504;-64,5;-1,071
2,517;-65;-1,072
2,535;-65;-1,073
2,552;-66;-1,074
2,571;-66,5;-1,075
2,587;-66,5;-1,075
2,599;-67,5;-1,076
2,613;-67,5;-1,077
2,627;-68;-1,078
2,643;-68;-1,078
2,658;-68;-1,079
2,672;-69,5;-1,08
2,689;-69,5;-1,081
2,701;-70;-1,081
2,718;-70,5;-1,082
2,733;-70,5;-1,083
2,745;-71;-1,083
2,758;-71;-1,084
2,777;-72;-1,085
2,791;-72;-1,086
2,805;-72,5;-1,086
2,818;-72,5;-1,087
2,833;-73;-1,088
2,849;-74;-1,089
2,865;-74;-1,09
2,88;-75;-1,09
2,897;-75;-1,091
2,91;-75,5;-1,092
2,922;-75,5;-1,092
2,935;-76,5;-1,093
2,947;-76,5;-1,093
2,959;-77;-1,094
2,971;-77;-1,095
2,989;-78;-1,096
3,005;-78,5;-1,097
3,024;-78,5;-1,097
3,037;-79,5;-1,098
3,05;-79,5;-1,098
3,064;-80;-1,1
3,083;-81,5;-1,1
3,096;-81,5;-1,101
3,108;-82;-1,102
3,125;-82;-1,102
3,143;-82,5;-1,103
3,159;-83;-1,104
3,18;-84,5;-1,105
3,196;-84,5;-1,106
3,211;-85;-1,107
3,226;-85;-1,107
3,238;-85,5;-1,108
3,26;-86;-1,11
3,282;-87,5;-1,11
3,297;-87,5;-1,111
3,312;-88;-1,112
3,326;-88;-1,112
3,339;-88,5;-1,113
3,352;-88,5;-1,114
3,365;-89;-1,114
3,38;-89;-1,115
3,396;-90,5;-1,116
3,413;-91;-1,117
3,425;-91;-1,118
3,443;-92;-1,118
3,46;-92;-1,119
3,476;-92,5;-1,12
3,489;-93,5;-1,121
3,508;-93,5;-1,122
3,53;-94,5;-1,122
3,548;-95;-1,123
3,561;-95;-1,124
3,575;-95,5;-1,125
3,589;-95,5;-1,125
3,605;-97;-1,126
3,62;-97,5;-1,128
3,646;-98;-1,128
3,661;-98;-1,129
3,675;-98,5;-1,13
3,688;-98,5;-1,13
3,702;-100;-1,131
3,718;-100,5;-1,132
3,737;-100,5;-1,133
3,75;-101;-1,133
3,765;-101;-1,134
3,782;-102;-1,135
3,801;-103,5;-1,136
3,815;-103,5;-1,136
3,829;-104;-1,137
3,845;-104;-1,138
3,862;-104,5;-1,139
3,876;-105;-1,14
3,893;-105;-1,141
3,916;-106,5;-1,142
3,93;-107;-1,142
3,943;-107;-1,144
3,964;-108;-1,144
3,977;-108;-1,145
3,991;-108,5;-1,146
4,007;-110;-1,146
4,019;-110;-1,147
4,035;-110,5;-1,148
4,06;-111;-1,149
4,083;-111;-1,15
4,097;-111,5;-1,151
4,111;-113,5;-1,151
4,124;-113,5;-1,152
4,137;-113,5;-1,153
4,154;-113,5;-1,154
4,167;-114,5;-1,154
4,185;-115;-1,155
4,202;-115;-1,156
4,216;-116;-1,157
4,24;-117;-1,158
4,254;-117;-1,158
4,267;-117,5;-1,159
4,281;-117,5;-1,16
4,303;-118;-1,161
4,318;-119,5;-1,162
4,332;-119,5;-1,163
