Tijd (s);Kracht (N);Verplaatsing (mm)
3,407;-97,5;-0,54
3,42;-97,5;-0,54
3,433;-98;-0,541
3,45;-99;-0,542
3,472;-99,5;-0,543
3,487;-99,5;-0,544
3,501;-100;-0,544
3,514;-100;-0,545
3,53;-100,5;-0,546
3,55;-102;-0,547
3,569;-102;-0,548
3,588;-102,5;-0,549
3,604;-103;-0,55
3,619;-103;-0,55
3,63;-103,5;-0,551
3,643;-103,5;-0,552
3,662;-104,5;-0,552
3,682;-105;-0,553
3,697;-105;-0,554
3,71;-105,5;-0,554
3,722;-105,5;-0,555
3,734;-106;-0,556
3,751;-106;-0,557
3,763;-107;-0,557
3,781;-107;-0,558
3,798;-108;-0,56
3,819;-108,5;-0,56
3,842;-109;-0,562
3,861;-109;-0,562
3,877;-110;-0,563
3,89;-110,5;-0,564
3,908;-110,5;-0,565
3,922;-111;-0,566
3,948;-112;-0,567
3,963;-112;-0,567
3,977;-113;-0,569
4;-113,5;-0,57
4,018;-113,5;-0,57
4,031;-114;-0,571
4,049;-114,5;-0,572
4,073;-116;-0,573
4,09;-116;-0,574
4,109;-116,5;-0,575
4,123;-116,5;-0,575
4,137;-117;-0,576
4,155;-117,5;-0,577
4,178;-119;-0,578
4,191;-119;-0,579
4,205;-119,5;-0,579
4,219;-119,5;-0,58
