Tijd (s);Kracht (N);Verplaatsing (mm)
0;-40;-0,369
0;-40;-0,37
0,016;-40,5;-0,37
0,032;-40,5;-0,371
0,045;-40,5;-0,372
0,058;-40,5;-0,372
0,07;-41,5;-0,373
0,082;-41,5;-0,374
0,096;-42;-0,374
0,109;-42;-0,375
0,122;-42,5;-0,376
0,137;-43;-0,377
0,161;-43;-0,378
0,174;-43,5;-0,378
0,188;-43,5;-0,379
0,202;-44;-0,38
0,214;-44;-0,38
0,227;-44,5;-0,381
0,242;-45;-0,382
0,256;-45;-0,382
0,275;-45,5;-0,383
0,29;-46;-0,384
0,31;-46;-0,385
0,323;-46,5;-0,386
0,337;-46,5;-0,386
0,349;-47;-0,387
0,361;-47;-0,387
0,376;-47,5;-0,388
0,39;-47,5;-0,389
0,406;-48;-0,39
0,422;-48,5;-0,391
0,441;-48,5;-0,391
0,457;-49;-0,392
0,47;-49;-0,393
0,484;-50;-0,394
0,498;-50;-0,394
0,51;-50;-0,395
0,525;-50,5;-0,396
0,542;-50,5;-0,396
0,555;-51;-0,397
0,569;-51;-0,398
0,581;-52;-0,398
0,593;-52;-0,399
0,605;-52,5;-0,4
0,618;-52,5;-0,4
0,63;-53;-0,401
0,642;-53;-0,401
0,654;-53;-0,402
0,666;-53,5;-0,403
0,678;-53,5;-0,403
0,69;-54;-0,404
0,703;-54;-0,404
0,715;-54,5;-0,405
0,727;-54,5;-0,406
0,738;-55;-0,406
0,751;-55;-0,407
0,765;-55,5;-0,408
0,78;-55,5;-0,408
0,794;-56,5;-0,41
0,817;-56,5;-0,41
0,837;-57,5;-0,412
0,86;-57,5;-0,412
0,878;-57,5;-0,413
0,891;-58,5;-0,414
0,908;-59;-0,415
0,925;-59;-0,416
0,938;-59,5;-0,416
0,95;-59,5;-0,417
0,963;-59,5;-0,417
0,975;-59,5;-0,418
0,987;-61;-0,419
1,006;-61;-0,42
1,021;-61,5;-0,42
1,033;-61,5;-0,421
1,047;-61,5;-0,422
1,061;-61,5;-0,422
1,077;-62;-0,423
1,095;-62;-0,424
1,114;-63,5;-0,425
1,127;-63,5;-0,426
1,139;-63,5;-0,426
1,155;-64;-0,427
1,171;-64;-0,428
1,185;-64;-0,429
1,203;-65;-0,43
1,221;-65,5;-0,431
1,239;-66;-0,432
1,259;-66;-0,432
1,271;-66;-0,433
1,286;-66;-0,434
1,301;-67;-0,434
1,317;-67;-0,435
1,331;-67,5;-0,436
1,346;-68;-0,437
1,367;-68;-0,438
1,383;-68;-0,439
1,402;-69;-0,44
1,419;-69;-0,44
1,439;-69;-0,441
1,453;-69,5;-0,442
1,468;-69,5;-0,443
1,485;-69,5;-0,444
1,511;-70,5;-0,445
1,526;-71;-0,446
1,538;-71;-0,446
1,553;-71,5;-0,447
1,568;-71,5;-0,448
1,582;-71,5;-0,448
1,595;-71,5;-0,449
1,61;-72;-0,45
1,627;-72,5;-0,45
1,639;-72,5;-0,451
1,651;-72,5;-0,452
1,665;-73;-0,452
1,677;-73;-0,453
1,69;-73;-0,454
1,702;-74;-0,455
1,723;-74;-0,456
1,742;-74;-0,457
1,763;-74,5;-0,458
1,783;-74,5;-0,459
1,802;-74,5;-0,46
1,818;-75,5;-0,46
1,834;-75,5;-0,461
1,85;-75,5;-0,462
1,864;-75,5;-0,463
1,881;-75,5;-0,463
1,893;-76;-0,464
1,905;-76;-0,464
1,917;-77;-0,465
1,929;-77;-0,466
1,942;-77;-0,466
1,954;-77;-0,467
1,966;-77;-0,468
1,979;-77;-0,468
1,991;-77,5;-0,469
2,003;-77,5;-0,469
2,015;-78;-0,47
2,027;-78;-0,471
2,042;-78;-0,471
2,056;-78;-0,472
2,072;-78,5;-0,473
2,088;-78,5;-0,474
2,104;-78,5;-0,474
2,117;-79;-0,475
2,132;-79;-0,476
2,145;-79;-0,476
2,16;-79;-0,477
2,175;-79,5;-0,478
2,188;-79,5;-0,479
2,21;-79,5;-0,48
2,228;-80;-0,481
2,247;-80,5;-0,482
2,258;-80,5;-0,482
2,271;-80,5;-0,483
2,285;-80,5;-0,484
2,301;-80,5;-0,484
2,316;-80,5;-0,486
2,336;-81;-0,486
2,358;-81;-0,487
2,373;-81;-0,489
2,399;-81,5;-0,49
2,417;-81,5;-0,49
2,43;-81,5;-0,491
2,444;-82;-0,492
2,459;-82;-0,493
2,483;-82,5;-0,494
2,497;-82,5;-0,494
2,509;-82,5;-0,495
2,524;-83;-0,496
2,537;-83;-0,496
2,553;-83;-0,497
2,567;-83;-0,498
2,582;-83;-0,498
2,6;-83,5;-0,499
2,615;-83,5;-0,5
2,629;-84;-0,501
2,643;-84;-0,501
2,656;-84,5;-0,502
2,669;-84,5;-0,502
2,681;-84,5;-0,503
2,696;-84,5;-0,504
2,712;-85;-0,505
2,724;-85;-0,505
2,737;-85,5;-0,506
2,749;-85,5;-0,506
2,761;-85,5;-0,507
2,773;-85,5;-0,508
2,786;-86;-0,508
2,798;-86;-0,509
2,811;-86,5;-0,51
2,83;-86,5;-0,511
2,845;-87;-0,512
2,859;-87,5;-0,512
2,871;-87,5;-0,513
2,89;-88;-0,514
2,909;-88;-0,515
2,924;-88;-0,516
2,937;-88,5;-0,516
2,949;-88,5;-0,517
2,961;-89;-0,518
2,973;-89;-0,518
2,993;-89,5;-0,519
3,011;-89,5;-0,52
3,025;-89,5;-0,52
3,038;-90,5;-0,521
3,051;-90,5;-0,522
3,064;-90,5;-0,522
3,079;-90,5;-0,523
3,097;-91;-0,524
3,116;-91,5;-0,525
3,133;-91,5;-0,526
3,146;-92;-0,526
3,16;-92;-0,527
3,174;-92,5;-0,528
3,188;-92,5;-0,529
3,204;-93;-0,53
3,22;-93,5;-0,53
3,234;-93,5;-0,531
3,25;-94,5;-0,532
3,269;-94,5;-0,533
3,283;-94,5;-0,534
3,299;-95;-0,534
3,315;-95;-0,535
3,331;-95,5;-0,536
3,344;-96,5;-0,536
3,359;-96,5;-0,537
3,372;-97;-0,538
3,393;-97;-0,539
