Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,334
0	-30	-0,335
0,014	-30	-0,336
0,029	-30	-0,336
0,043	-30,5	-0,337
0,057	-30,5	-0,338
0,07	-30,5	-0,338
0,083	-30,5	-0,339
0,095	-30,5	-0,34
0,107	-30,5	-0,34
0,121	-31	-0,341
0,133	-31	-0,342
0,147	-31,5	-0,342
0,162	-31,5	-0,343
0,179	-31,5	-0,344
0,193	-32	-0,344
0,206	-32	-0,345
0,217	-32,5	-0,346
0,229	-32,5	-0,346
0,244	-32,5	-0,347
0,26	-32,5	-0,348
0,273	-32,5	-0,348
0,285	-32,5	-0,349
0,298	-33	-0,35
0,311	-33	-0,35
0,325	-33,5	-0,351
0,341	-33,5	-0,352
0,354	-33,5	-0,352
0,366	-34	-0,353
0,379	-34	-0,354
0,391	-34	-0,354
0,406	-34	-0,355
0,422	-35	-0,356
0,441	-35	-0,357
0,455	-35	-0,358
0,469	-35	-0,358
0,484	-35	-0,359
0,499	-35,5	-0,36
0,515	-35,5	-0,361
0,528	-36	-0,362
0,544	-36	-0,362
0,559	-36	-0,363
0,575	-36,5	-0,364
0,591	-36,5	-0,365
0,607	-36,5	-0,366
0,623	-37,5	-0,366
0,639	-37,5	-0,367
0,655	-37,5	-0,368
0,67	-37,5	-0,368
0,686	-38	-0,369
0,701	-38	-0,37
0,712	-38	-0,37
0,725	-38,5	-0,371
0,737	-38,5	-0,372
0,749	-38,5	-0,372
0,761	-39	-0,373
0,781	-39,5	-0,374
0,798	-39,5	-0,375
0,811	-39,5	-0,375
0,823	-39,5	-0,376
0,841	-40,5	-0,377
0,86	-40,5	-0,378
0,875	-40,5	-0,379
0,891	-41	-0,38
0,907	-41,5	-0,38
0,922	-41,5	-0,381
0,936	-42	-0,382
0,953	-42	-0,383
0,97	-42	-0,384
0,982	-42,5	-0,384
0,994	-42,5	-0,385
1,011	-43	-0,386
1,028	-43,5	-0,387
1,049	-43,5	-0,388
1,064	-43,5	-0,388
1,079	-43,5	-0,389
1,092	-44	-0,39
1,107	-44	-0,39
1,119	-44	-0,391
1,132	-44	-0,392
1,145	-45	-0,392
1,162	-45	-0,393
1,182	-45	-0,394
1,202	-45	-0,395
1,216	-45,5	-0,396
1,229	-45,5	-0,396
1,241	-46,5	-0,397
1,254	-46,5	-0,398
1,271	-46,5	-0,399
1,292	-47	-0,399
1,305	-47	-0,4
1,319	-47	-0,401
1,331	-47	-0,401
1,344	-48	-0,402
1,357	-48	-0,403
1,37	-48,5	-0,403
1,382	-48,5	-0,404
1,404	-48,5	-0,405
1,418	-49	-0,406
1,432	-49	-0,406
1,446	-49,5	-0,407
1,459	-49,5	-0,408
1,473	-50	-0,408
1,486	-50	-0,409
1,502	-50	-0,41
1,52	-50,5	-0,411
1,538	-50,5	-0,412
1,558	-51,5	-0,413
1,572	-51,5	-0,414
1,585	-51,5	-0,414
1,597	-52	-0,415
1,609	-52	-0,415
1,621	-52	-0,416
1,64	-52	-0,417
1,654	-53	-0,418
1,666	-53	-0,418
1,678	-53,5	-0,419
1,69	-53,5	-0,42
1,705	-53,5	-0,42
1,72	-53,5	-0,421
1,733	-54	-0,422
1,748	-55	-0,422
1,761	-55	-0,423
1,773	-55	-0,424
1,786	-55	-0,424
1,806	-55	-0,425
1,823	-55	-0,426
1,838	-55,5	-0,427
1,85	-56	-0,427
1,865	-56	-0,428
1,878	-56,5	-0,429
1,89	-56,5	-0,429
1,902	-56,5	-0,43
1,915	-57	-0,43
1,929	-57	-0,431
1,944	-57	-0,432
1,965	-57,5	-0,433
1,978	-57,5	-0,434
1,992	-58	-0,434
2,004	-58	-0,435
2,018	-58,5	-0,436
2,031	-59	-0,437
2,051	-59	-0,438
2,066	-59,5	-0,438
2,082	-60	-0,439
2,102	-60	-0,44
2,123	-60	-0,441
2,139	-60,5	-0,442
2,151	-60,5	-0,442
2,163	-61	-0,443
2,174	-61	-0,444
2,19	-61,5	-0,445
2,207	-61,5	-0,446
2,23	-61,5	-0,446
2,244	-62	-0,447
2,257	-62	-0,448
2,27	-62,5	-0,448
2,284	-62,5	-0,449
2,298	-63	-0,45
2,312	-63	-0,45
2,325	-63,5	-0,451
2,339	-63,5	-0,452
2,355	-64	-0,452
2,367	-64,5	-0,453
2,38	-64,5	-0,454
2,393	-64,5	-0,454
2,406	-64,5	-0,455
2,418	-65	-0,456
2,434	-65	-0,457
2,453	-65,5	-0,458
2,47	-66	-0,458
2,482	-66	-0,459
2,496	-66,5	-0,46
2,51	-66,5	-0,46
2,526	-66,5	-0,461
2,539	-66,5	-0,462
2,553	-66,5	-0,462
2,568	-66,5	-0,463
2,581	-67,5	-0,464
2,594	-68	-0,464
2,607	-68	-0,465
2,619	-68	-0,466
2,632	-68	-0,466
2,644	-68	-0,467
2,656	-68,5	-0,468
2,668	-68,5	-0,468
2,68	-69	-0,469
2,692	-69	-0,47
2,704	-69,5	-0,47
2,72	-69,5	-0,471
2,739	-69,5	-0,472
2,757	-70	-0,473
2,778	-70,5	-0,474
2,792	-70,5	-0,474
2,804	-71	-0,475
2,815	-71	-0,476
2,828	-71	-0,476
2,847	-71,5	-0,477
2,865	-71,5	-0,478
2,879	-72	-0,479
2,893	-72	-0,479
2,905	-72	-0,48
2,92	-72	-0,481
2,944	-72,5	-0,482
2,963	-73	-0,483
2,979	-73,5	-0,484
2,999	-73,5	-0,485
3,013	-74	-0,486
3,031	-74,5	-0,487
3,052	-74,5	-0,488
3,071	-74,5	-0,488
3,084	-75,5	-0,489
3,099	-75,5	-0,49
3,113	-75,5	-0,49
3,127	-75,5	-0,491
3,139	-76	-0,492
3,155	-76	-0,492
3,166	-76,5	-0,493
3,182	-77,5	-0,494
3,196	-77,5	-0,494
3,208	-78	-0,495
3,223	-78	-0,496
3,242	-78	-0,498
