Tijd (s)	Kracht (N)	Verplaatsing (mm)
2,623	-71,5	-0,773
2,642	-71,5	-0,773
2,654	-71,5	-0,774
2,667	-71,5	-0,775
2,684	-72	-0,776
2,698	-72	-0,776
2,714	-72,5	-0,777
2,734	-73	-0,778
2,755	-73	-0,779
2,771	-73	-0,78
2,784	-73,5	-0,78
2,796	-73,5	-0,781
2,811	-74,5	-0,782
2,823	-74,5	-0,782
2,837	-74,5	-0,783
2,856	-75	-0,784
2,876	-75	-0,785
2,889	-75	-0,786
2,901	-75	-0,787
2,925	-75,5	-0,788
2,939	-76	-0,788
2,953	-76	-0,789
2,969	-76	-0,79
2,982	-76	-0,79
2,994	-76,5	-0,791
3,009	-77	-0,792
3,034	-77,5	-0,793
3,05	-77,5	-0,794
3,064	-78	-0,794
3,076	-78	-0,795
3,09	-78	-0,796
3,106	-78	-0,797
3,125	-78,5	-0,798
3,144	-79	-0,799
3,159	-79	-0,799
3,174	-79	-0,8
3,188	-79	-0,801
3,208	-79,5	-0,802
