Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,637
0	-30	-0,638
0,015	-30	-0,638
0,028	-30	-0,639
0,04	-30	-0,64
0,052	-31	-0,64
0,064	-31	-0,641
0,076	-31	-0,642
0,088	-31,5	-0,642
0,101	-31,5	-0,643
0,113	-31,5	-0,644
0,126	-31,5	-0,644
0,139	-32	-0,645
0,153	-32	-0,646
0,165	-32,5	-0,646
0,178	-32,5	-0,647
0,19	-33	-0,647
0,202	-33	-0,648
0,214	-33	-0,648
0,227	-33	-0,65
0,249	-33,5	-0,65
0,268	-34,5	-0,651
0,284	-34,5	-0,652
0,297	-34,5	-0,652
0,312	-35	-0,653
0,326	-35	-0,654
0,342	-35	-0,655
0,356	-35	-0,656
0,37	-36	-0,656
0,382	-36	-0,657
0,394	-36,5	-0,657
0,407	-36,5	-0,658
0,42	-37	-0,658
0,432	-37	-0,659
0,444	-37,5	-0,66
0,456	-37,5	-0,66
0,468	-38	-0,661
0,48	-38	-0,662
0,492	-38,5	-0,662
0,505	-38,5	-0,663
0,518	-39	-0,664
0,53	-39	-0,664
0,548	-39,5	-0,665
0,564	-40	-0,666
0,581	-40	-0,667
0,596	-40,5	-0,668
0,616	-40,5	-0,669
0,634	-40,5	-0,67
0,65	-41	-0,67
0,666	-42	-0,672
0,686	-42	-0,672
0,705	-42	-0,673
0,721	-42,5	-0,674
0,74	-42,5	-0,675
0,756	-43	-0,676
0,774	-43,5	-0,676
0,79	-43,5	-0,678
0,808	-44	-0,678
0,826	-44	-0,679
0,841	-44	-0,68
0,855	-44,5	-0,68
0,873	-45,5	-0,681
0,888	-45,5	-0,682
0,902	-46	-0,683
0,917	-46	-0,684
0,935	-46,5	-0,684
0,951	-46,5	-0,685
0,964	-46,5	-0,686
0,983	-47,5	-0,687
1	-48	-0,688
1,014	-48	-0,688
1,027	-48	-0,689
1,041	-48	-0,69
1,056	-48,5	-0,69
1,069	-48,5	-0,691
1,081	-49,5	-0,692
1,093	-49,5	-0,692
1,105	-50	-0,693
1,118	-50	-0,694
1,13	-50,5	-0,694
1,142	-50,5	-0,695
1,158	-51	-0,696
1,177	-51	-0,697
1,191	-51,5	-0,697
1,206	-52,5	-0,698
1,221	-52,5	-0,699
1,242	-53	-0,7
1,258	-53	-0,701
1,271	-53	-0,701
1,282	-54	-0,702
1,297	-54	-0,702
1,309	-54,5	-0,703
1,324	-54,5	-0,704
1,337	-55	-0,704
1,351	-55	-0,705
1,365	-55,5	-0,706
1,377	-55,5	-0,706
1,391	-56,5	-0,707
1,405	-56,5	-0,708
1,42	-56,5	-0,709
1,435	-56,5	-0,709
1,449	-57	-0,71
1,465	-57,5	-0,711
1,479	-57,5	-0,712
1,499	-58,5	-0,713
1,518	-59	-0,714
1,533	-59	-0,714
1,547	-59	-0,715
1,559	-59	-0,716
1,573	-59,5	-0,716
1,587	-59,5	-0,717
1,604	-60,5	-0,718
1,62	-61	-0,719
1,633	-61	-0,719
1,646	-61,5	-0,72
1,658	-61,5	-0,721
1,673	-62	-0,721
1,689	-63	-0,722
1,713	-63,5	-0,724
1,734	-63,5	-0,725
1,754	-63,5	-0,726
1,776	-64	-0,727
1,79	-64	-0,727
1,805	-65	-0,728
1,82	-65,5	-0,729
1,834	-65,5	-0,729
1,847	-65,5	-0,73
1,862	-65,5	-0,731
1,876	-66,5	-0,731
1,889	-66,5	-0,732
1,902	-67	-0,733
1,915	-67	-0,733
1,93	-67,5	-0,734
1,949	-68	-0,735
1,966	-68	-0,736
1,978	-68	-0,736
1,99	-68	-0,737
2,002	-69	-0,738
2,016	-69	-0,738
2,028	-69,5	-0,739
2,041	-69,5	-0,74
2,053	-70	-0,74
2,068	-70	-0,741
2,083	-70,5	-0,742
2,095	-70,5	-0,742
2,108	-71	-0,743
2,129	-71,5	-0,744
2,148	-71,5	-0,745
2,161	-72	-0,746
2,174	-72	-0,746
2,188	-72	-0,747
2,203	-73	-0,748
2,224	-73	-0,749
2,239	-73,5	-0,75
2,258	-74	-0,751
2,28	-74	-0,752
2,293	-74,5	-0,752
2,307	-75,5	-0,753
2,321	-75,5	-0,754
2,335	-75,5	-0,754
2,349	-75,5	-0,755
2,366	-76	-0,756
2,378	-76	-0,757
2,392	-76,5	-0,757
2,405	-76,5	-0,758
2,42	-77	-0,758
2,434	-77,5	-0,759
2,448	-77,5	-0,76
2,466	-78	-0,761
2,484	-78	-0,762
2,5	-78,5	-0,763
2,515	-79	-0,763
2,528	-79	-0,764
2,541	-79,5	-0,765
2,555	-79,5	-0,765
