Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,293
0	-30	-0,294
0,013	-30	-0,295
0,026	-30	-0,295
0,038	-30,5	-0,296
0,056	-31	-0,297
0,07	-31	-0,298
0,083	-31,5	-0,298
0,098	-31,5	-0,299
0,113	-31,5	-0,3
0,126	-31,5	-0,3
0,138	-32	-0,301
0,151	-32	-0,302
0,172	-32,5	-0,302
0,186	-33	-0,303
0,199	-33	-0,304
0,214	-33,5	-0,304
0,229	-33,5	-0,305
0,244	-33,5	-0,306
0,257	-33,5	-0,307
0,271	-34	-0,307
0,284	-34	-0,308
0,296	-34,5	-0,309
0,31	-34,5	-0,309
0,325	-35	-0,31
0,343	-35	-0,311
0,356	-35	-0,312
0,377	-36,5	-0,313
0,389	-36,5	-0,314
0,403	-36,5	-0,314
0,416	-37	-0,315
0,43	-37	-0,316
0,444	-37,5	-0,316
0,459	-37,5	-0,317
0,474	-38,5	-0,318
0,492	-39	-0,318
0,504	-39	-0,319
0,522	-39	-0,32
0,54	-39	-0,321
0,555	-39,5	-0,322
0,568	-40	-0,322
0,581	-40	-0,323
0,597	-40,5	-0,324
0,611	-40,5	-0,325
0,632	-41	-0,326
0,651	-41,5	-0,326
0,666	-41,5	-0,327
0,678	-42	-0,328
0,691	-42	-0,328
0,706	-42,5	-0,329
0,721	-43	-0,33
0,738	-43	-0,331
0,752	-43,5	-0,332
0,766	-43,5	-0,332
0,782	-44	-0,333
0,801	-44,5	-0,334
0,813	-44,5	-0,334
0,825	-45	-0,335
0,838	-45	-0,336
0,853	-45,5	-0,336
0,868	-45,5	-0,337
0,882	-46,5	-0,338
0,895	-46,5	-0,338
0,906	-47	-0,339
0,919	-47	-0,34
0,933	-47,5	-0,34
0,946	-47,5	-0,341
0,959	-48	-0,342
0,971	-48	-0,342
0,983	-49	-0,343
0,998	-49	-0,344
1,012	-49,5	-0,345
1,028	-49,5	-0,345
1,04	-50	-0,346
1,054	-50	-0,347
1,071	-50,5	-0,348
1,092	-51,5	-0,348
1,108	-52	-0,349
1,122	-52	-0,35
1,138	-52,5	-0,351
1,157	-53	-0,352
1,178	-53	-0,353
1,196	-54,5	-0,354
1,218	-55	-0,355
1,237	-55,5	-0,356
1,256	-55,5	-0,357
1,273	-56	-0,358
1,289	-57,5	-0,358
1,304	-57,5	-0,359
1,319	-58	-0,36
1,335	-58	-0,36
1,35	-58,5	-0,361
1,366	-59	-0,362
1,382	-59	-0,363
1,398	-60	-0,364
1,412	-60,5	-0,364
1,429	-60,5	-0,365
1,442	-61	-0,366
1,457	-61	-0,367
1,472	-61,5	-0,368
1,486	-61,5	-0,368
1,5	-63	-0,369
1,516	-63	-0,37
1,529	-63,5	-0,37
1,541	-63,5	-0,371
1,555	-64	-0,372
1,568	-64	-0,372
1,582	-64,5	-0,373
1,594	-65,5	-0,374
1,607	-65,5	-0,374
1,62	-66,5	-0,375
1,634	-66,5	-0,376
1,65	-67	-0,376
1,663	-67	-0,377
1,682	-67,5	-0,378
1,702	-68,5	-0,379
1,718	-68,5	-0,38
1,731	-69	-0,38
1,745	-69,5	-0,381
1,767	-69,5	-0,382
1,781	-70,5	-0,383
1,801	-71,5	-0,384
1,821	-71,5	-0,385
1,836	-72	-0,386
1,852	-72,5	-0,386
1,87	-72,5	-0,387
1,882	-73,5	-0,388
1,896	-73,5	-0,388
1,908	-74,5	-0,389
1,921	-74,5	-0,39
1,936	-75	-0,39
1,949	-75	-0,391
1,961	-75,5	-0,392
1,974	-75,5	-0,392
1,987	-76,5	-0,393
2,003	-77,5	-0,394
2,017	-77,5	-0,394
2,03	-78	-0,395
2,045	-78	-0,396
2,057	-79	-0,397
2,071	-79	-0,397
2,085	-79,5	-0,398
2,099	-79,5	-0,399
Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,293
0	-30	-0,294
0,013	-30	-0,295
0,026	-30	-0,295
0,038	-30,5	-0,296
0,056	-31	-0,297
0,07	-31	-0,298
0,083	-31,5	-0,298
0,098	-31,5	-0,299
0,113	-31,5	-0,3
0,126	-31,5	-0,3
0,138	-32	-0,301
0,151	-32	-0,302
0,172	-32,5	-0,302
0,186	-33	-0,303
0,199	-33	-0,304
0,214	-33,5	-0,304
0,229	-33,5	-0,305
0,244	-33,5	-0,306
0,257	-33,5	-0,307
0,271	-34	-0,307
0,284	-34	-0,308
0,296	-34,5	-0,309
0,31	-34,5	-0,309
0,325	-35	-0,31
0,343	-35	-0,311
0,356	-35	-0,312
0,377	-36,5	-0,313
0,389	-36,5	-0,314
0,403	-36,5	-0,314
0,416	-37	-0,315
0,43	-37	-0,316
0,444	-37,5	-0,316
0,459	-37,5	-0,317
0,474	-38,5	-0,318
0,492	-39	-0,318
0,504	-39	-0,319
0,522	-39	-0,32
0,54	-39	-0,321
0,555	-39,5	-0,322
0,568	-40	-0,322
0,581	-40	-0,323
0,597	-40,5	-0,324
0,611	-40,5	-0,325
0,632	-41	-0,326
0,651	-41,5	-0,326
0,666	-41,5	-0,327
0,678	-42	-0,328
0,691	-42	-0,328
0,706	-42,5	-0,329
0,721	-43	-0,33
0,738	-43	-0,331
0,752	-43,5	-0,332
0,766	-43,5	-0,332
0,782	-44	-0,333
0,801	-44,5	-0,334
0,813	-44,5	-0,334
0,825	-45	-0,335
0,838	-45	-0,336
0,853	-45,5	-0,336
0,868	-45,5	-0,337
0,882	-46,5	-0,338
0,895	-46,5	-0,338
0,906	-47	-0,339
0,919	-47	-0,34
0,933	-47,5	-0,34
0,946	-47,5	-0,341
0,959	-48	-0,342
0,971	-48	-0,342
0,983	-49	-0,343
0,998	-49	-0,344
1,012	-49,5	-0,345
1,028	-49,5	-0,345
1,04	-50	-0,346
1,054	-50	-0,347
1,071	-50,5	-0,348
1,092	-51,5	-0,348
1,108	-52	-0,349
1,122	-52	-0,35
1,138	-52,5	-0,351
1,157	-53	-0,352
1,178	-53	-0,353
1,196	-54,5	-0,354
1,218	-55	-0,355
1,237	-55,5	-0,356
1,256	-55,5	-0,357
1,273	-56	-0,358
1,289	-57,5	-0,358
1,304	-57,5	-0,359
1,319	-58	-0,36
1,335	-58	-0,36
1,35	-58,5	-0,361
1,366	-59	-0,362
1,382	-59	-0,363
1,398	-60	-0,364
1,412	-60,5	-0,364
1,429	-60,5	-0,365
1,442	-61	-0,366
1,457	-61	-0,367
1,472	-61,5	-0,368
1,486	-61,5	-0,368
1,5	-63	-0,369
1,516	-63	-0,37
1,529	-63,5	-0,37
1,541	-63,5	-0,371
1,555	-64	-0,372
1,568	-64	-0,372
1,582	-64,5	-0,373
1,594	-65,5	-0,374
1,607	-65,5	-0,374
1,62	-66,5	-0,375
1,634	-66,5	-0,376
1,65	-67	-0,376
1,663	-67	-0,377
1,682	-67,5	-0,378
1,702	-68,5	-0,379
1,718	-68,5	-0,38
1,731	-69	-0,38
1,745	-69,5	-0,381
1,767	-69,5	-0,382
1,781	-70,5	-0,383
1,801	-71,5	-0,384
1,821	-71,5	-0,385
1,836	-72	-0,386
1,852	-72,5	-0,386
1,87	-72,5	-0,387
1,882	-73,5	-0,388
1,896	-73,5	-0,388
1,908	-74,5	-0,389
1,921	-74,5	-0,39
1,936	-75	-0,39
1,949	-75	-0,391
1,961	-75,5	-0,392
1,974	-75,5	-0,392
1,987	-76,5	-0,393
2,003	-77,5	-0,394
2,017	-77,5	-0,394
2,03	-78	-0,395
2,045	-78	-0,396
2,057	-79	-0,397
2,071	-79	-0,397
2,085	-79,5	-0,398
2,099	-79,5	-0,399
