Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,354
0	-30	-0,354
0,012	-30,5	-0,355
0,025	-30,5	-0,356
0,037	-31	-0,356
0,052	-31	-0,358
0,071	-31	-0,358
0,088	-31,5	-0,359
0,104	-31,5	-0,36
0,119	-32	-0,36
0,132	-32	-0,361
0,145	-32	-0,362
0,16	-32	-0,362
0,173	-32,5	-0,363
0,186	-32,5	-0,364
0,2	-33	-0,365
0,222	-33	-0,366
0,235	-33	-0,366
0,248	-33,5	-0,367
0,262	-33,5	-0,368
0,275	-34	-0,368
0,296	-34	-0,37
0,317	-34,5	-0,37
0,332	-34,5	-0,371
0,346	-35	-0,372
0,36	-35	-0,372
0,372	-35	-0,373
0,386	-35	-0,374
0,398	-35,5	-0,374
0,411	-35,5	-0,375
0,432	-36	-0,376
0,453	-36	-0,377
0,47	-36,5	-0,378
0,486	-36,5	-0,379
0,499	-37,5	-0,38
0,512	-37,5	-0,38
0,525	-37,5	-0,381
0,544	-37,5	-0,382
0,559	-38	-0,382
0,571	-38	-0,383
0,584	-38	-0,384
0,597	-38	-0,384
0,61	-38,5	-0,385
0,623	-39	-0,386
0,637	-39	-0,386
0,65	-39	-0,387
0,665	-39	-0,388
0,677	-39,5	-0,388
0,689	-39,5	-0,389
0,701	-40	-0,39
0,712	-40	-0,39
0,731	-40	-0,391
0,747	-40	-0,392
0,759	-40,5	-0,392
0,776	-40,5	-0,393
0,789	-40,5	-0,394
0,801	-41	-0,395
0,821	-41	-0,396
0,835	-41,5	-0,396
0,847	-41,5	-0,397
0,866	-41,5	-0,398
0,885	-42	-0,399
0,903	-42	-0,4
0,916	-42,5	-0,4
0,93	-42,5	-0,401
0,943	-42,5	-0,402
0,955	-42,5	-0,402
0,969	-42,5	-0,403
0,983	-43	-0,404
0,996	-43	-0,404
1,008	-43,5	-0,405
1,02	-43,5	-0,406
1,033	-44	-0,406
1,047	-44	-0,407
1,066	-44	-0,408
1,081	-44	-0,409
1,095	-44	-0,41
1,116	-45	-0,411
1,136	-45,5	-0,411
1,151	-45,5	-0,412
1,164	-45,5	-0,413
1,176	-45,5	-0,413
1,191	-46	-0,414
1,205	-46	-0,415
1,217	-46,5	-0,415
1,231	-46,5	-0,416
1,245	-47	-0,417
1,259	-47	-0,417
1,271	-47	-0,418
1,285	-47	-0,419
1,299	-47	-0,42
1,314	-47,5	-0,42
1,329	-47,5	-0,421
1,342	-48	-0,422
1,354	-48	-0,422
1,366	-48	-0,423
1,38	-48	-0,423
1,393	-48	-0,424
1,405	-48	-0,425
1,42	-48,5	-0,426
1,438	-48,5	-0,426
1,45	-49	-0,427
1,464	-49	-0,428
1,476	-49,5	-0,428
1,496	-49,5	-0,429
1,51	-49,5	-0,43
1,522	-50	-0,43
1,534	-50	-0,431
1,547	-50,5	-0,432
1,56	-50,5	-0,432
1,572	-50,5	-0,433
1,59	-50,5	-0,434
1,61	-50,5	-0,435
1,629	-51,5	-0,436
1,644	-51,5	-0,437
1,656	-52	-0,437
1,669	-52	-0,438
1,687	-52	-0,439
1,7	-52,5	-0,44
1,713	-52,5	-0,44
1,732	-53	-0,442
1,751	-53	-0,442
1,766	-53	-0,443
1,778	-53	-0,443
1,791	-53	-0,444
1,804	-53,5	-0,445
1,817	-53,5	-0,445
1,829	-54	-0,446
1,844	-54	-0,447
1,858	-54	-0,447
1,871	-54	-0,448
1,886	-54,5	-0,449
1,899	-54,5	-0,449
1,911	-54,5	-0,45
1,924	-54,5	-0,45
1,936	-55,5	-0,451
1,949	-55,5	-0,452
1,97	-55,5	-0,453
1,988	-55,5	-0,454
2,002	-55,5	-0,454
2,014	-56	-0,456
2,033	-56,5	-0,456
2,045	-56,5	-0,457
2,057	-56,5	-0,457
2,069	-56,5	-0,458
2,08	-56,5	-0,458
2,093	-57	-0,459
2,105	-57	-0,46
2,117	-57	-0,46
2,129	-57	-0,461
2,141	-57,5	-0,462
2,153	-57,5	-0,462
2,167	-58	-0,463
2,179	-58	-0,464
2,191	-58	-0,464
2,205	-58	-0,465
2,225	-58,5	-0,466
2,246	-59	-0,467
2,261	-59	-0,468
2,274	-59	-0,468
2,289	-59,5	-0,47
2,31	-59,5	-0,47
2,329	-59,5	-0,471
2,344	-60	-0,472
2,358	-60	-0,472
2,372	-60	-0,473
2,386	-60	-0,474
2,398	-60,5	-0,474
2,411	-60,5	-0,475
2,426	-60,5	-0,476
2,449	-61	-0,477
2,464	-61	-0,478
2,476	-61	-0,478
2,494	-61,5	-0,48
2,517	-61,5	-0,48
2,534	-61,5	-0,481
2,546	-62	-0,482
2,561	-62	-0,482
2,573	-62,5	-0,483
2,586	-62,5	-0,484
2,599	-62,5	-0,484
2,615	-62,5	-0,485
2,628	-63	-0,486
2,641	-63	-0,486
2,653	-63,5	-0,487
2,666	-63,5	-0,488
2,68	-64	-0,489
2,696	-64	-0,49
2,712	-64	-0,49
2,725	-64,5	-0,491
2,743	-64,5	-0,492
2,76	-65,5	-0,493
2,778	-65,5	-0,494
2,799	-66	-0,495
2,813	-66	-0,495
2,825	-66	-0,496
2,838	-66,5	-0,496
2,851	-66,5	-0,497
2,864	-67	-0,498
2,878	-67,5	-0,498
2,89	-67,5	-0,499
2,903	-67,5	-0,5
2,916	-67,5	-0,5
2,932	-68	-0,501
2,949	-68	-0,502
2,961	-68,5	-0,502
2,972	-68,5	-0,503
2,99	-69	-0,504
3,008	-69,5	-0,505
3,029	-69,5	-0,506
3,049	-69,5	-0,507
3,068	-70,5	-0,508
3,085	-70,5	-0,509
3,099	-70,5	-0,509
3,113	-71	-0,51
3,127	-71	-0,511
3,139	-71,5	-0,511
3,153	-71,5	-0,512
3,167	-72	-0,513
3,181	-72	-0,513
3,194	-72	-0,514
3,211	-72,5	-0,515
3,226	-72,5	-0,516
3,242	-73	-0,516
3,255	-73	-0,517
3,27	-73,5	-0,518
3,285	-74	-0,519
3,301	-74	-0,52
3,316	-74,5	-0,52
3,329	-74,5	-0,521
3,343	-74,5	-0,522
3,355	-74,5	-0,522
3,368	-75,5	-0,523
3,388	-75,5	-0,524
3,404	-75,5	-0,525
3,419	-76	-0,526
3,439	-76	-0,527
3,457	-76	-0,527
3,468	-77	-0,528
3,481	-77	-0,529
3,498	-77	-0,53
3,517	-77,5	-0,531
3,536	-77,5	-0,531
3,553	-78	-0,532
3,566	-78	-0,533
3,579	-78,5	-0,533
3,592	-78,5	-0,534
3,604	-78,5	-0,534
3,617	-78,5	-0,535
3,63	-79	-0,536
3,642	-79	-0,536
3,654	-79,5	-0,537
Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,354
0	-30	-0,354
0,012	-30,5	-0,355
0,025	-30,5	-0,356
0,037	-31	-0,356
0,052	-31	-0,358
0,071	-31	-0,358
0,088	-31,5	-0,359
0,104	-31,5	-0,36
0,119	-32	-0,36
0,132	-32	-0,361
0,145	-32	-0,362
0,16	-32	-0,362
0,173	-32,5	-0,363
0,186	-32,5	-0,364
0,2	-33	-0,365
0,222	-33	-0,366
0,235	-33	-0,366
0,248	-33,5	-0,367
0,262	-33,5	-0,368
0,275	-34	-0,368
0,296	-34	-0,37
0,317	-34,5	-0,37
0,332	-34,5	-0,371
0,346	-35	-0,372
0,36	-35	-0,372
0,372	-35	-0,373
0,386	-35	-0,374
0,398	-35,5	-0,374
0,411	-35,5	-0,375
0,432	-36	-0,376
0,453	-36	-0,377
0,47	-36,5	-0,378
0,486	-36,5	-0,379
0,499	-37,5	-0,38
0,512	-37,5	-0,38
0,525	-37,5	-0,381
0,544	-37,5	-0,382
0,559	-38	-0,382
0,571	-38	-0,383
0,584	-38	-0,384
0,597	-38	-0,384
0,61	-38,5	-0,385
0,623	-39	-0,386
0,637	-39	-0,386
0,65	-39	-0,387
0,665	-39	-0,388
0,677	-39,5	-0,388
0,689	-39,5	-0,389
0,701	-40	-0,39
0,712	-40	-0,39
0,731	-40	-0,391
0,747	-40	-0,392
0,759	-40,5	-0,392
0,776	-40,5	-0,393
0,789	-40,5	-0,394
0,801	-41	-0,395
0,821	-41	-0,396
0,835	-41,5	-0,396
0,847	-41,5	-0,397
0,866	-41,5	-0,398
0,885	-42	-0,399
0,903	-42	-0,4
0,916	-42,5	-0,4
0,93	-42,5	-0,401
0,943	-42,5	-0,402
0,955	-42,5	-0,402
0,969	-42,5	-0,403
0,983	-43	-0,404
0,996	-43	-0,404
1,008	-43,5	-0,405
1,02	-43,5	-0,406
1,033	-44	-0,406
1,047	-44	-0,407
1,066	-44	-0,408
1,081	-44	-0,409
1,095	-44	-0,41
1,116	-45	-0,411
1,136	-45,5	-0,411
1,151	-45,5	-0,412
1,164	-45,5	-0,413
1,176	-45,5	-0,413
1,191	-46	-0,414
1,205	-46	-0,415
1,217	-46,5	-0,415
1,231	-46,5	-0,416
1,245	-47	-0,417
1,259	-47	-0,417
1,271	-47	-0,418
1,285	-47	-0,419
1,299	-47	-0,42
1,314	-47,5	-0,42
1,329	-47,5	-0,421
1,342	-48	-0,422
1,354	-48	-0,422
1,366	-48	-0,423
1,38	-48	-0,423
1,393	-48	-0,424
1,405	-48	-0,425
1,42	-48,5	-0,426
1,438	-48,5	-0,426
1,45	-49	-0,427
1,464	-49	-0,428
1,476	-49,5	-0,428
1,496	-49,5	-0,429
1,51	-49,5	-0,43
1,522	-50	-0,43
1,534	-50	-0,431
1,547	-50,5	-0,432
1,56	-50,5	-0,432
1,572	-50,5	-0,433
