Tijd (s),Kracht (N),Verplaatsing (mm)
0,-30,-0,255
0,-30,-0,256
0,011,-30,-0,256
0,024,-30,-0,257
0,036,-30,-0,258
0,048,-30,-0,258
0,061,-31,-0,259
0,074,-31,-0,26
0,086,-31,5,-0,26
0,099,-31,5,-0,261
0,111,-31,5,-0,262
0,124,-31,5,-0,262
0,143,-32,-0,263
0,161,-32,-0,264
0,174,-32,5,-0,264
0,187,-33,-0,265
0,2,-33,-0,266
0,211,-33,-0,266
0,225,-33,-0,267
0,238,-33,-0,268
0,254,-33,5,-0,268
0,268,-34,-0,269
0,287,-34,-0,27
0,301,-34,5,-0,271
0,315,-34,5,-0,272
0,333,-35,-0,272
0,35,-35,5,-0,273
0,363,-35,5,-0,274
0,377,-36,5,-0,275
0,397,-36,5,-0,276
0,422,-37,-0,277
0,439,-37,-0,278
0,451,-37,5,-0,278
0,467,-37,5,-0,279
0,483,-39,-0,28
0,497,-39,-0,281
0,514,-39,-0,282
0,528,-39,5,-0,282
0,54,-39,5,-0,283
0,553,-40,-0,284
0,566,-40,-0,284
0,579,-41,5,-0,285
0,592,-41,5,-0,285
0,604,-41,5,-0,286
0,616,-41,5,-0,287
0,628,-42,-0,287
0,64,-42,-0,288
0,653,-42,5,-0,288
0,668,-42,5,-0,289
0,684,-44,-0,29
0,701,-44,-0,291
0,722,-44,-0,292
0,741,-44,5,-0,293
0,757,-45,-0,294
0,774,-45,-0,294
0,787,-46,-0,295
0,8,-46,-0,296
0,814,-46,5,-0,296
0,829,-46,5,-0,297
0,845,-46,5,-0,298
0,861,-47,5,-0,299
0,874,-47,5,-0,3
0,894,-48,-0,3
0,908,-49,-0,301
0,921,-49,-0,302
0,936,-49,-0,303
0,956,-49,5,-0,304
0,975,-49,5,-0,304
0,989,-50,5,-0,305
1,002,-50,5,-0,306
1,017,-51,-0,306
1,032,-51,-0,307
1,046,-51,5,-0,308
1,063,-51,5,-0,309
1,083,-51,5,-0,31
1,098,-53,5,-0,311
1,112,-54,-0,311
1,125,-54,-0,312
1,137,-54,5,-0,313
1,153,-54,5,-0,313
1,166,-55,5,-0,314
1,183,-55,5,-0,315
1,201,-56,5,-0,316
1,218,-57,-0,317
1,235,-57,-0,318
1,253,-57,5,-0,319
1,269,-58,-0,319
1,285,-58,-0,32
1,303,-59,-0,321
1,32,-59,5,-0,322
1,338,-59,5,-0,323
1,355,-60,5,-0,324
1,372,-60,5,-0,324
1,39,-60,5,-0,326
1,408,-62,-0,326
1,423,-63,-0,327
1,441,-63,-0,328
1,459,-63,-0,329
1,476,-64,-0,33
1,494,-65,5,-0,331
1,514,-65,5,-0,331
1,53,-65,5,-0,332
1,543,-65,5,-0,333
1,555,-66,5,-0,334
1,573,-66,5,-0,334
1,59,-67,5,-0,335
1,603,-68,5,-0,336
1,619,-68,5,-0,337
1,633,-69,-0,338
1,649,-70,-0,339
1,673,-70,-0,339
1,686,-70,5,-0,34
1,699,-72,-0,341
1,72,-72,-0,342
1,74,-72,5,-0,343
1,756,-73,5,-0,344
1,768,-73,5,-0,344
1,78,-74,-0,345
1,792,-74,-0,345
1,805,-75,5,-0,346
1,817,-75,5,-0,347
1,831,-76,-0,348
1,848,-76,-0,348
1,861,-77,-0,349
1,874,-77,-0,349
1,886,-77,5,-0,35
1,899,-77,5,-0,351
