Tijd (s),Kracht (N),Verplaatsing (mm)
0,-30,-0,3
0,-30,-0,301
0,013,-30,-0,302
0,026,-30,-0,302
0,038,-31,-0,303
0,052,-31,-0,304
0,065,-31,-0,304
0,083,-31,-0,305
0,097,-31,5,-0,306
0,113,-32,-0,307
0,126,-32,-0,308
0,141,-32,5,-0,308
0,155,-32,5,-0,309
0,169,-33,-0,31
0,182,-33,-0,31
0,194,-33,5,-0,311
0,206,-33,5,-0,312
0,221,-34,-0,312
0,235,-34,-0,313
0,249,-34,5,-0,314
0,267,-35,-0,315
0,284,-35,-0,316
0,3,-35,5,-0,316
0,317,-35,5,-0,317
0,329,-36,-0,318
0,342,-37,-0,318
0,355,-37,-0,319
0,367,-37,5,-0,32
0,379,-37,5,-0,32
0,391,-37,5,-0,321
0,403,-37,5,-0,321
0,414,-37,5,-0,322
0,427,-38,-0,322
0,439,-38,-0,323
0,451,-39,-0,324
0,463,-39,-0,324
0,475,-39,5,-0,325
0,49,-39,5,-0,326
0,509,-40,-0,327
0,534,-40,-0,328
0,554,-41,-0,329
0,574,-41,5,-0,33
0,587,-41,5,-0,33
0,599,-42,-0,331
0,61,-42,-0,332
0,624,-42,-0,333
0,645,-42,-0,334
0,663,-43,-0,334
0,682,-43,5,-0,335
0,698,-44,-0,336
0,722,-44,-0,337
0,737,-44,5,-0,338
0,752,-45,5,-0,339
0,767,-45,5,-0,34
0,786,-46,5,-0,34
0,8,-46,5,-0,341
0,814,-46,5,-0,342
0,826,-46,5,-0,342
0,841,-46,5,-0,343
0,857,-48,-0,344
0,871,-48,-0,345
0,885,-49,-0,346
0,903,-49,-0,346
0,919,-49,-0,347
0,933,-50,-0,348
0,948,-50,-0,349
0,965,-51,-0,35
0,978,-51,-0,35
0,99,-51,5,-0,351
1,004,-51,5,-0,351
1,016,-52,-0,352
1,031,-52,-0,353
1,043,-52,5,-0,353
1,057,-52,5,-0,354
1,074,-54,-0,355
1,086,-54,5,-0,355
1,097,-54,5,-0,356
1,11,-55,-0,357
1,125,-55,-0,358
1,139,-56,-0,358
1,153,-56,-0,359
1,167,-57,-0,36
1,18,-57,-0,36
1,192,-58,-0,361
1,205,-58,-0,362
1,22,-58,5,-0,362
1,237,-59,-0,363
1,251,-59,-0,364
1,265,-60,5,-0,364
1,28,-60,5,-0,365
1,294,-61,-0,366
1,309,-61,-0,367
1,33,-61,5,-0,368
1,355,-62,-0,369
1,374,-63,5,-0,37
1,387,-63,5,-0,37
1,399,-64,-0,371
1,417,-64,5,-0,372
1,432,-64,5,-0,373
1,445,-65,5,-0,374
1,458,-65,5,-0,374
1,47,-66,5,-0,375
1,482,-66,5,-0,375
1,494,-67,5,-0,376
1,506,-67,5,-0,376
1,517,-67,5,-0,377
1,53,-67,5,-0,378
1,542,-67,5,-0,378
1,554,-67,5,-0,379
1,566,-67,5,-0,38
1,578,-70,5,-0,38
1,591,-70,5,-0,381
1,603,-71,-0,381
1,615,-71,-0,382
1,627,-71,5,-0,382
1,639,-71,5,-0,383
1,651,-72,-0,384
1,664,-72,-0,384
1,676,-73,5,-0,385
1,688,-73,5,-0,385
1,701,-74,5,-0,386
1,714,-74,5,-0,387
1,728,-74,5,-0,387
1,741,-74,5,-0,388
1,753,-75,5,-0,389
1,765,-75,5,-0,389
1,777,-77,-0,39
1,789,-77,-0,39
1,801,-77,5,-0,391
1,814,-77,5,-0,392
1,827,-78,-0,392
1,842,-78,-0,393
1,86,-79,-0,394
1,873,-79,-0,395
1,886,-80,5,-0,395
1,898,-80,5,-0,396
1,91,-81,-0,396
1,923,-81,-0,397
1,937,-82,-0,398
1,951,-82,-0,399
1,97,-83,-0,4
1,989,-84,-0,4
2,003,-85,-0,401
2,018,-85,-0,402
2,032,-85,5,-0,403
2,054,-85,5,-0,404
2,074,-86,-0,405
2,096,-88,-0,406
2,112,-88,5,-0,407
2,128,-89,-0,408
2,147,-89,-0,408
2,159,-89,5,-0,409
2,174,-89,5,-0,41
2,187,-90,5,-0,41
2,202,-90,5,-0,411
2,216,-91,5,-0,412
2,228,-91,5,-0,412
2,242,-92,-0,413
2,26,-92,5,-0,414
2,276,-92,5,-0,415
2,291,-94,-0,416
2,305,-94,-0,416
2,319,-94,5,-0,417
2,33,-94,5,-0,418
2,347,-95,5,-0,418
2,359,-95,5,-0,419
2,374,-96,-0,42
2,393,-97,5,-0,421
2,416,-98,-0,422
2,429,-98,-0,422
2,44,-98,5,-0,423
2,455,-98,5,-0,424
2,468,-99,-0,424
2,481,-99,-0,425
2,493,-100,5,-0,426
2,507,-100,5,-0,426
2,522,-101,5,-0,427
2,535,-101,5,-0,428
2,552,-102,-0,429
2,569,-102,5,-0,43
2,582,-102,5,-0,43
2,594,-102,5,-0,431
2,609,-104,-0,432
2,625,-104,5,-0,432
2,642,-104,5,-0,434
2,669,-105,5,-0,434
2,683,-106,-0,435
2,698,-106,-0,436
2,711,-107,5,-0,436
2,725,-108,-0,438
2,743,-108,-0,438
2,76,-109,-0,439
2,773,-109,-0,44
2,793,-109,5,-0,441
2,813,-111,-0,442
2,831,-111,5,-0,442
2,848,-111,5,-0,443
2,861,-112,-0,444
2,874,-112,-0,444
2,888,-113,-0,446
2,907,-114,-0,446
2,922,-114,-0,447
2,934,-115,-0,447
2,946,-115,-0,448
2,958,-115,5,-0,449
2,973,-115,5,-0,45
2,995,-116,5,-0,451
3,009,-116,5,-0,451
3,021,-117,5,-0,452
3,033,-117,5,-0,452
3,046,-118,5,-0,453
3,06,-118,5,-0,454
3,073,-119,-0,454
3,085,-119,-0,455
Tijd (s),Kracht (N),Verplaatsing (mm)
0,-30,-0,3
0,-30,-0,301
0,013,-30,-0,302
0,026,-30,-0,302
0,038,-31,-0,303
0,052,-31,-0,304
0,065,-31,-0,304
0,083,-31,-0,305
0,097,-31,5,-0,306
0,113,-32,-0,307
0,126,-32,-0,308
0,141,-32,5,-0,308
0,155,-32,5,-0,309
0,169,-33,-0,31
0,182,-33,-0,31
0,194,-33,5,-0,311
0,206,-33,5,-0,312
0,221,-34,-0,312
0,235,-34,-0,313
0,249,-34,5,-0,314
0,267,-35,-0,315
0,284,-35,-0,316
0,3,-35,5,-0,316
0,317,-35,5,-0,317
0,329,-36,-0,318
0,342,-37,-0,318
0,355,-37,-0,319
0,367,-37,5,-0,32
0,379,-37,5,-0,32
0,391,-37,5,-0,321
0,403,-37,5,-0,321
0,414,-37,5,-0,322
0,427,-38,-0,322
0,439,-38,-0,323
0,451,-39,-0,324
0,463,-39,-0,324
0,475,-39,5,-0,325
0,49,-39,5,-0,326
0,509,-40,-0,327
0,534,-40,-0,328
0,554,-41,-0,329
0,574,-41,5,-0,33
0,587,-41,5,-0,33
0,599,-42,-0,331
0,61,-42,-0,332
0,624,-42,-0,333
0,645,-42,-0,334
0,663,-43,-0,334
0,682,-43,5,-0,335
0,698,-44,-0,336
0,722,-44,-0,337
0,737,-44,5,-0,338
0,752,-45,5,-0,339
0,767,-45,5,-0,34
0,786,-46,5,-0,34
0,8,-46,5,-0,341
0,814,-46,5,-0,342
0,826,-46,5,-0,342
0,841,-46,5,-0,343
0,857,-48,-0,344
0,871,-48,-0,345
0,885,-49,-0,346
0,903,-49,-0,346
0,919,-49,-0,347
0,933,-50,-0,348
0,948,-50,-0,349
0,965,-51,-0,35
0,978,-51,-0,35
0,99,-51,5,-0,351
1,004,-51,5,-0,351
1,016,-52,-0,352
1,031,-52,-0,353
1,043,-52,5,-0,353
1,057,-52,5,-0,354
1,074,-54,-0,355
1,086,-54,5,-0,355
1,097,-54,5,-0,356
1,11,-55,-0,357
1,125,-55,-0,358
1,139,-56,-0,358
1,153,-56,-0,359
1,167,-57,-0,36
1,18,-57,-0,36
1,192,-58,-0,361
1,205,-58,-0,362
1,22,-58,5,-0,362
1,237,-59,-0,363
1,251,-59,-0,364
1,265,-60,5,-0,364
1,28,-60,5,-0,365
1,294,-61,-0,366
1,309,-61,-0,367
1,33,-61,5,-0,368
1,355,-62,-0,369
1,374,-63,5,-0,37
1,387,-63,5,-0,37
1,399,-64,-0,371
1,417,-64,5,-0,372
1,432,-64,5,-0,373
1,445,-65,5,-0,374
1,458,-65,5,-0,374
1,47,-66,5,-0,375
1,482,-66,5,-0,375
1,494,-67,5,-0,376
1,506,-67,5,-0,376
1,517,-67,5,-0,377
1,53,-67,5,-0,378
1,542,-67,5,-0,378
1,554,-67,5,-0,379
1,566,-67,5,-0,38
1,578,-70,5,-0,38
1,591,-70,5,-0,381
1,603,-71,-0,381
1,615,-71,-0,382
1,627,-71,5,-0,382
1,639,-71,5,-0,383
1,651,-72,-0,384
1,664,-72,-0,384
1,676,-73,5,-0,385
1,688,-73,5,-0,385
1,701,-74,5,-0,386
1,714,-74,5,-0,387
1,728,-74,5,-0,387
1,741,-74,5,-0,388
1,753,-75,5,-0,389
1,765,-75,5,-0,389
1,777,-77,-0,39
1,789,-77,-0,39
1,801,-77,5,-0,391
1,814,-77,5,-0,392
1,827,-78,-0,392
1,842,-78,-0,393
1,86,-79,-0,394
1,873,-79,-0,395
1,886,-80,5,-0,395
1,898,-80,5,-0,396
1,91,-81,-0,396
1,923,-81,-0,397
1,937,-82,-0,398
1,951,-82,-0,399
1,97,-83,-0,4
1,989,-84,-0,4
2,003,-85,-0,401
2,018,-85,-0,402
2,032,-85,5,-0,403
2,054,-85,5,-0,404
2,074,-86,-0,405
2,096,-88,-0,406
2,112,-88,5,-0,407
2,128,-89,-0,408
2,147,-89,-0,408
2,159,-89,5,-0,409
2,174,-89,5,-0,41
2,187,-90,5,-0,41
2,202,-90,5,-0,411
