Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,286
0	-30	-0,287
0,016	-30	-0,288
0,036	-31,5	-0,288
0,05	-31,5	-0,289
0,064	-32	-0,29
0,079	-32	-0,291
0,098	-32,5	-0,292
0,111	-32,5	-0,292
0,123	-33	-0,293
0,141	-34	-0,294
0,156	-34	-0,294
0,168	-34,5	-0,295
0,186	-34,5	-0,296
0,21	-35	-0,297
0,225	-35,5	-0,298
0,238	-35,5	-0,298
0,251	-36,5	-0,3
0,271	-37	-0,3
0,29	-37	-0,301
0,306	-37,5	-0,302
0,321	-37,5	-0,303
0,336	-37,5	-0,304
0,35	-39	-0,304
0,37	-39	-0,305
0,383	-39	-0,306
0,396	-40	-0,306
0,41	-40	-0,307
0,428	-40,5	-0,308
0,441	-40,5	-0,309
0,457	-41,5	-0,31
0,473	-42	-0,311
0,494	-42	-0,312
0,508	-42,5	-0,312
0,52	-42,5	-0,313
0,534	-43	-0,314
0,55	-44	-0,314
0,564	-44	-0,315
0,581	-44,5	-0,316
0,601	-45	-0,317
0,62	-45	-0,318
0,633	-45,5	-0,318
0,645	-45,5	-0,319
0,661	-46,5	-0,32
0,674	-46,5	-0,32
0,687	-47	-0,321
0,703	-47,5	-0,322
0,722	-47,5	-0,323
0,744	-48	-0,324
0,76	-49	-0,325
0,775	-49	-0,326
0,797	-49,5	-0,326
0,81	-50	-0,328
0,831	-51	-0,328
0,845	-51	-0,329
0,865	-52	-0,33
0,883	-52,5	-0,331
0,896	-52,5	-0,332
0,91	-53	-0,332
0,922	-53	-0,333
0,938	-53,5	-0,334
0,95	-53,5	-0,334
0,962	-54,5	-0,335
0,98	-54,5	-0,336
1,002	-54,5	-0,337
1,017	-55,5	-0,338
1,033	-55,5	-0,338
1,049	-56,5	-0,339
1,063	-56,5	-0,34
1,081	-56,5	-0,341
1,102	-58	-0,342
1,124	-58,5	-0,343
1,139	-58,5	-0,344
1,151	-59	-0,344
1,163	-60,5	-0,345
1,181	-60,5	-0,346
1,193	-61	-0,346
1,206	-61	-0,347
1,225	-61,5	-0,348
1,241	-61,5	-0,349
1,256	-62	-0,349
1,27	-63	-0,35
1,284	-63	-0,351
1,3	-63,5	-0,352
1,314	-63,5	-0,352
1,327	-64	-0,353
1,34	-64	-0,354
1,356	-64,5	-0,354
1,371	-66	-0,355
1,383	-66	-0,356
1,395	-66	-0,356
1,407	-66,5	-0,357
1,419	-66,5	-0,357
1,432	-67	-0,358
1,444	-67	-0,359
1,462	-67,5	-0,36
1,479	-69	-0,36
1,491	-69	-0,361
1,505	-69,5	-0,362
1,518	-69,5	-0,362
1,53	-70	-0,363
1,547	-70	-0,364
1,559	-70,5	-0,364
1,572	-70,5	-0,365
1,586	-72	-0,366
1,602	-72,5	-0,367
1,621	-72,5	-0,368
1,638	-73	-0,368
1,651	-74	-0,369
1,668	-74	-0,37
1,681	-75	-0,371
1,693	-75	-0,371
1,706	-76	-0,372
1,726	-76	-0,373
1,742	-76,5	-0,374
1,754	-76,5	-0,374
1,766	-77	-0,375
1,778	-78,5	-0,376
1,799	-78,5	-0,376
1,816	-79	-0,377
1,834	-79,5	-0,378
1,848	-79,5	-0,379
