Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,359
0	-30	-0,36
0,012	-30,5	-0,36
0,024	-30,5	-0,361
0,037	-31	-0,361
0,051	-31	-0,362
0,063	-31,5	-0,362
0,075	-31,5	-0,363
0,087	-31,5	-0,364
0,099	-31,5	-0,364
0,111	-32	-0,365
0,124	-32	-0,366
0,136	-32,5	-0,366
0,148	-32,5	-0,367
0,16	-32,5	-0,367
0,172	-32,5	-0,368
0,185	-32,5	-0,369
0,201	-32,5	-0,37
0,217	-33,5	-0,37
0,23	-33,5	-0,371
0,243	-34	-0,372
0,257	-34	-0,372
0,271	-34	-0,373
0,284	-34	-0,374
0,298	-34,5	-0,374
0,311	-35	-0,375
0,326	-35	-0,376
0,341	-35	-0,376
0,361	-35,5	-0,378
0,375	-35,5	-0,378
0,388	-35,5	-0,379
0,404	-35,5	-0,38
0,428	-36,5	-0,381
0,441	-36,5	-0,382
0,457	-36,5	-0,382
0,474	-36,5	-0,384
0,496	-37	-0,384
0,512	-37	-0,385
0,529	-37,5	-0,386
0,547	-38	-0,387
0,56	-38	-0,388
0,575	-38,5	-0,388
0,597	-39	-0,389
0,616	-39	-0,39
0,633	-39	-0,391
0,651	-39,5	-0,392
0,67	-40	-0,393
0,684	-40	-0,394
0,705	-40	-0,395
0,722	-41	-0,396
0,737	-41	-0,396
0,754	-41	-0,397
0,77	-41	-0,398
0,787	-41,5	-0,399
0,805	-41,5	-0,4
0,819	-41,5	-0,4
0,834	-42,5	-0,401
0,848	-42,5	-0,402
0,86	-42,5	-0,403
0,88	-43	-0,403
0,894	-43	-0,404
0,913	-43,5	-0,405
0,929	-44	-0,406
0,945	-44	-0,407
0,96	-44,5	-0,407
0,973	-44,5	-0,408
0,991	-45	-0,409
1,01	-45	-0,41
1,033	-46	-0,411
1,051	-46	-0,412
1,067	-46,5	-0,413
1,085	-46,5	-0,414
1,1	-46,5	-0,414
1,115	-47	-0,415
1,131	-47	-0,416
1,147	-48	-0,417
1,162	-48	-0,418
1,186	-48,5	-0,419
1,21	-49	-0,42
1,229	-49	-0,421
1,244	-49,5	-0,422
1,258	-49,5	-0,422
1,274	-50	-0,423
1,29	-50,5	-0,424
1,306	-50,5	-0,425
1,323	-50,5	-0,425
1,336	-50,5	-0,426
1,352	-51,5	-0,427
1,367	-51,5	-0,428
1,383	-51,5	-0,429
1,402	-52	-0,429
1,417	-52	-0,43
1,43	-52	-0,431
1,443	-53	-0,432
1,457	-53	-0,432
1,472	-53	-0,433
1,486	-53	-0,434
1,508	-53,5	-0,435
1,523	-53,5	-0,436
1,54	-54,5	-0,436
1,557	-54,5	-0,438
1,576	-54,5	-0,438
1,595	-55	-0,439
1,612	-55	-0,44
1,627	-55,5	-0,441
1,64	-55,5	-0,441
1,653	-56	-0,442
1,669	-56	-0,443
1,686	-56,5	-0,444
1,7	-56,5	-0,444
1,712	-56,5	-0,445
1,726	-56,5	-0,446
1,741	-56,5	-0,447
1,759	-56,5	-0,447
1,774	-57,5	-0,448
1,787	-57,5	-0,449
1,799	-57,5	-0,449
1,811	-58	-0,45
1,825	-58	-0,451
1,841	-58	-0,451
1,856	-59	-0,452
1,872	-59	-0,453
1,888	-59,5	-0,454
1,908	-59,5	-0,455
1,922	-59,5	-0,455
1,937	-60	-0,456
1,95	-60	-0,457
1,962	-60,5	-0,458
1,983	-61	-0,459
2,002	-61	-0,459
2,015	-61,5	-0,46
2,027	-61,5	-0,461
2,039	-61,5	-0,461
2,052	-61,5	-0,462
2,066	-62	-0,463
2,085	-62,5	-0,464
2,102	-62,5	-0,465
2,121	-63	-0,466
2,139	-63	-0,466
2,158	-64	-0,467
2,174	-64	-0,468
2,191	-64	-0,469
2,205	-64	-0,47
2,224	-64,5	-0,471
2,24	-65	-0,471
2,252	-65	-0,472
2,276	-65,5	-0,473
2,291	-66	-0,474
2,304	-66	-0,474
2,316	-66,5	-0,475
2,333	-66,5	-0,476
2,346	-66,5	-0,476
2,359	-66,5	-0,477
2,374	-67,5	-0,478
2,387	-67,5	-0,479
2,405	-67,5	-0,48
2,426	-68	-0,481
2,443	-68	-0,481
2,457	-68	-0,482
2,474	-69	-0,483
2,491	-69	-0,484
2,509	-69	-0,484
2,521	-69,5	-0,485
2,534	-69,5	-0,486
2,546	-70	-0,487
2,563	-70	-0,487
2,576	-70,5	-0,488
2,595	-71	-0,489
2,61	-71	-0,49
2,626	-71,5	-0,49
2,639	-71,5	-0,491
2,656	-71,5	-0,492
2,67	-71,5	-0,493
2,687	-72,5	-0,494
2,703	-72,5	-0,494
2,717	-72,5	-0,495
2,733	-73	-0,496
2,749	-73,5	-0,497
2,765	-73,5	-0,498
2,779	-74,5	-0,498
2,791	-74,5	-0,499
2,804	-74,5	-0,5
2,819	-74,5	-0,5
2,837	-75	-0,501
2,851	-75	-0,502
2,865	-75,5	-0,502
2,879	-76	-0,503
2,892	-76	-0,504
2,911	-76	-0,505
2,923	-76	-0,505
2,937	-76,5	-0,506
2,952	-76,5	-0,507
2,964	-77	-0,507
2,977	-78	-0,508
2,996	-78	-0,509
3,008	-78	-0,509
3,02	-78	-0,51
3,032	-78,5	-0,511
3,052	-78,5	-0,512
3,065	-78,5	-0,512
3,079	-78,5	-0,513
3,092	-79,5	-0,514
3,105	-79,5	-0,514
