Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30,5	-0,867
0	-30,5	-0,868
0,021	-31	-0,869
0,04	-31,5	-0,87
0,059	-32	-0,871
0,082	-32,5	-0,872
0,1	-32,5	-0,873
0,119	-33	-0,873
0,134	-33,5	-0,874
0,148	-33,5	-0,875
0,161	-34	-0,876
0,181	-34	-0,876
0,196	-35	-0,877
0,211	-35,5	-0,878
0,229	-35,5	-0,879
0,245	-36	-0,88
0,262	-36	-0,88
0,277	-36,5	-0,882
0,297	-37,5	-0,882
0,313	-38	-0,883
0,331	-38	-0,884
0,352	-38,5	-0,885
0,37	-39	-0,886
0,385	-39	-0,887
0,4	-40	-0,888
0,415	-40	-0,889
0,436	-40	-0,89
0,454	-40,5	-0,89
0,47	-41	-0,891
0,488	-41	-0,892
0,508	-41,5	-0,893
0,524	-42	-0,894
0,539	-42	-0,894
0,558	-42,5	-0,896
0,577	-43	-0,896
0,595	-43,5	-0,897
0,614	-43,5	-0,898
0,633	-44	-0,899
0,651	-45	-0,9
0,669	-45	-0,901
0,686	-45	-0,902
0,701	-46,5	-0,902
0,713	-46,5	-0,903
0,728	-46,5	-0,904
0,748	-46,5	-0,905
0,765	-47	-0,906
0,784	-47,5	-0,907
0,8	-47,5	-0,908
0,817	-48,5	-0,908
0,834	-49	-0,909
0,849	-49	-0,91
0,861	-49,5	-0,911
0,877	-49,5	-0,911
0,889	-50	-0,912
0,901	-50	-0,912
0,916	-51	-0,913
0,931	-51,5	-0,914
0,951	-51,5	-0,915
0,965	-52	-0,916
0,978	-52	-0,916
0,993	-52,5	-0,917
1,01	-52,5	-0,918
1,028	-52,5	-0,919
1,045	-54	-0,92
1,064	-54,5	-0,921
1,08	-54,5	-0,921
1,097	-55	-0,922
1,114	-56	-0,923
1,127	-56	-0,924
1,142	-56,5	-0,925
1,16	-56,5	-0,925
1,174	-57,5	-0,926
1,188	-58	-0,927
1,206	-58	-0,928
1,224	-59	-0,928
1,24	-59,5	-0,929
1,254	-59,5	-0,93
1,267	-60	-0,931
1,283	-60	-0,931
1,297	-60,5	-0,932
1,309	-60,5	-0,933
1,331	-61,5	-0,934
1,345	-62	-0,935
1,36	-62	-0,935
1,373	-62,5	-0,936
1,388	-62,5	-0,937
1,4	-63	-0,937
1,414	-64	-0,938
1,433	-64	-0,939
1,453	-64,5	-0,94
1,471	-65	-0,941
1,487	-65	-0,942
1,502	-65,5	-0,942
1,516	-65,5	-0,944
1,542	-66,5	-0,945
1,558	-67	-0,945
1,571	-67	-0,946
1,583	-67,5	-0,946
1,596	-67,5	-0,947
1,612	-68	-0,948
1,626	-69	-0,948
1,642	-69	-0,949
1,656	-69,5	-0,95
1,669	-69,5	-0,95
1,681	-70,5	-0,951
1,693	-70,5	-0,952
1,705	-70,5	-0,952
1,717	-70,5	-0,953
1,729	-71,5	-0,954
1,741	-71,5	-0,954
1,753	-72	-0,955
1,765	-72	-0,956
1,778	-72	-0,956
1,79	-72	-0,957
1,802	-72	-0,957
1,814	-72,5	-0,958
1,826	-72,5	-0,958
1,838	-74	-0,959
1,851	-74	-0,96
1,863	-74,5	-0,96
1,875	-74,5	-0,961
1,891	-75	-0,962
1,905	-75	-0,962
1,918	-75,5	-0,963
1,936	-76,5	-0,964
1,95	-76,5	-0,965
1,962	-77	-0,965
1,978	-77	-0,966
1,991	-77,5	-0,967
2,005	-77,5	-0,968
2,019	-78	-0,968
2,031	-78,5	-0,969
2,049	-78,5	-0,97
2,066	-79	-0,971
2,086	-79,5	-0,972
2,106	-79,5	-0,972
