Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,647
0	-30	-0,648
0,011	-30	-0,649
0,025	-30	-0,649
0,037	-30	-0,65
0,05	-30	-0,651
0,063	-30	-0,651
0,075	-30	-0,652
0,092	-30,5	-0,653
0,105	-30,5	-0,653
0,118	-30,5	-0,654
0,131	-30,5	-0,655
0,143	-30,5	-0,655
0,157	-30,5	-0,656
0,169	-31	-0,657
0,182	-31	-0,657
0,195	-31	-0,658
0,207	-31	-0,659
0,222	-31,5	-0,659
0,234	-31,5	-0,66
0,247	-31,5	-0,661
0,259	-31,5	-0,661
0,271	-32	-0,662
0,283	-32	-0,663
0,304	-32	-0,664
0,318	-32,5	-0,664
0,33	-32,5	-0,665
0,344	-33	-0,666
0,359	-33	-0,666
0,372	-33,5	-0,667
0,387	-33,5	-0,668
0,404	-33,5	-0,668
0,419	-34	-0,669
0,432	-34	-0,67
0,447	-34,5	-0,671
0,469	-35	-0,672
0,481	-35	-0,672
0,494	-35	-0,673
0,51	-35	-0,674
0,525	-36	-0,674
0,541	-36	-0,675
0,558	-36	-0,676
0,579	-36,5	-0,677
0,593	-36,5	-0,678
0,61	-36,5	-0,679
0,625	-37,5	-0,68
0,639	-37,5	-0,68
0,651	-38	-0,681
0,663	-38	-0,682
0,68	-38	-0,682
0,692	-38	-0,683
0,704	-38,5	-0,684
0,719	-38,5	-0,684
0,731	-39,5	-0,685
0,744	-39,5	-0,685
0,756	-39,5	-0,686
0,768	-39,5	-0,686
0,78	-40	-0,687
0,793	-40	-0,688
0,806	-40,5	-0,688
0,819	-40,5	-0,689
0,831	-41,5	-0,69
0,845	-41,5	-0,691
0,864	-41,5	-0,692
0,881	-42,5	-0,692
0,895	-42,5	-0,693
0,91	-42,5	-0,694
0,925	-42,5	-0,695
0,941	-43,5	-0,695
0,954	-43,5	-0,696
0,966	-43,5	-0,696
0,978	-44	-0,697
0,995	-44	-0,698
1,012	-44,5	-0,699
1,027	-44,5	-0,7
1,04	-45,5	-0,7
1,052	-46	-0,701
1,069	-46	-0,702
1,081	-46	-0,702
1,093	-46	-0,703
1,109	-46,5	-0,704
1,126	-46,5	-0,704
1,139	-47,5	-0,705
1,157	-48	-0,706
1,171	-48	-0,707
1,185	-48	-0,707
1,198	-48	-0,708
1,212	-48,5	-0,709
1,224	-48,5	-0,709
1,236	-49	-0,71
1,248	-49	-0,711
1,26	-49,5	-0,711
1,272	-49,5	-0,712
1,284	-49,5	-0,712
1,297	-50	-0,713
1,309	-50	-0,714
1,321	-50,5	-0,714
1,333	-50,5	-0,715
1,348	-51,5	-0,716
1,361	-51,5	-0,716
1,374	-51,5	-0,717
1,391	-52,5	-0,718
1,404	-52,5	-0,719
1,419	-53	-0,719
1,431	-53	-0,72
1,449	-53,5	-0,721
1,471	-54	-0,722
1,487	-54	-0,723
1,506	-54	-0,724
1,522	-54,5	-0,724
1,535	-54,5	-0,725
1,548	-55,5	-0,726
1,561	-55,5	-0,726
1,573	-56,5	-0,727
1,585	-56,5	-0,727
1,597	-56,5	-0,728
1,611	-56,5	-0,728
1,624	-57	-0,729
1,636	-57	-0,73
1,656	-58	-0,731
1,668	-58	-0,731
1,68	-58,5	-0,732
1,694	-58,5	-0,733
1,711	-59	-0,734
1,728	-59,5	-0,734
1,745	-59,5	-0,736
1,763	-60,5	-0,736
1,779	-61	-0,737
1,797	-61	-0,738
1,814	-61,5	-0,739
1,829	-62	-0,74
1,844	-62	-0,74
1,86	-63	-0,741
1,88	-63,5	-0,742
1,894	-63,5	-0,743
1,908	-64	-0,744
1,927	-64	-0,744
1,943	-64,5	-0,745
1,958	-65,5	-0,746
1,978	-66	-0,747
1,996	-66	-0,748
2,013	-66,5	-0,749
2,035	-67	-0,75
2,051	-67	-0,751
2,074	-68	-0,752
2,086	-68	-0,752
2,102	-68	-0,753
2,114	-68,5	-0,754
2,126	-68,5	-0,754
2,143	-69	-0,755
2,155	-69	-0,756
2,17	-70	-0,756
2,187	-70,5	-0,757
2,201	-70,5	-0,758
2,216	-71	-0,759
2,232	-71	-0,76
2,25	-71,5	-0,761
2,269	-72	-0,761
2,285	-72,5	-0,762
2,306	-72,5	-0,763
2,321	-73	-0,764
2,335	-73	-0,765
2,349	-73,5	-0,765
2,361	-73,5	-0,766
2,379	-74,5	-0,767
2,391	-74,5	-0,767
2,403	-74,5	-0,768
2,42	-75	-0,769
2,439	-75	-0,77
2,455	-75,5	-0,771
2,476	-76,5	-0,772
2,494	-77	-0,773
2,509	-77	-0,774
2,525	-77,5	-0,774
2,543	-77,5	-0,776
2,562	-78	-0,776
2,578	-79	-0,777
2,593	-79	-0,778
2,608	-79,5	-0,778
2,623	-79,5	-0,779
2,637	-79,5	-0,78
