Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,312
0	-30	-0,313
0,016	-30	-0,314
0,03	-30	-0,314
0,049	-30,5	-0,315
0,066	-31	-0,316
0,078	-31	-0,317
0,097	-31,5	-0,318
0,117	-31,5	-0,319
0,133	-31,5	-0,319
0,148	-32	-0,32
0,162	-32,5	-0,321
0,179	-32,5	-0,322
0,196	-33	-0,323
0,216	-33	-0,324
0,234	-33	-0,324
0,25	-33,5	-0,325
0,266	-34	-0,326
0,282	-34	-0,327
0,299	-34,5	-0,328
0,315	-34,5	-0,328
0,331	-34,5	-0,329
0,344	-35	-0,33
0,357	-35	-0,331
0,382	-35	-0,332
0,397	-35,5	-0,333
0,418	-36	-0,334
0,432	-36	-0,334
0,446	-36,5	-0,335
0,466	-36,5	-0,336
0,489	-36,5	-0,337
0,503	-37,5	-0,338
0,518	-37,5	-0,338
0,532	-37,5	-0,34
0,55	-38	-0,34
0,569	-38	-0,341
0,588	-38,5	-0,342
0,601	-39	-0,343
0,614	-39	-0,343
0,626	-39	-0,344
0,64	-39	-0,344
0,653	-39,5	-0,345
0,667	-39,5	-0,346
0,682	-40	-0,347
0,696	-40	-0,348
0,713	-40,5	-0,348
0,728	-41	-0,349
0,74	-41	-0,35
0,754	-41	-0,35
0,771	-41	-0,351
0,791	-41,5	-0,352
0,805	-42	-0,353
0,817	-42	-0,353
0,831	-42	-0,354
0,844	-42	-0,354
0,856	-42,5	-0,355
0,87	-42,5	-0,356
0,888	-42,5	-0,357
0,906	-43,5	-0,358
0,924	-43,5	-0,359
0,938	-44	-0,36
0,957	-44	-0,361
0,978	-44	-0,361
0,993	-44,5	-0,362
1,013	-45	-0,363
1,032	-45,5	-0,364
1,055	-45,5	-0,365
1,07	-45,5	-0,366
1,087	-46	-0,367
1,105	-46	-0,368
1,119	-46,5	-0,368
1,133	-46,5	-0,369
1,146	-47	-0,37
1,162	-47,5	-0,371
1,176	-47,5	-0,371
1,189	-48	-0,372
1,204	-48	-0,373
1,219	-48,5	-0,374
1,238	-48,5	-0,374
1,252	-49	-0,375
1,27	-49	-0,376
1,286	-49	-0,377
1,299	-49,5	-0,378
1,319	-50,5	-0,378
1,337	-50,5	-0,38
1,359	-50,5	-0,38
1,374	-50,5	-0,381
1,388	-50,5	-0,382
1,402	-51	-0,382
1,415	-51	-0,383
1,428	-52	-0,384
1,445	-52	-0,385
1,462	-52	-0,385
1,474	-52,5	-0,386
1,486	-52,5	-0,386
1,498	-52,5	-0,387
1,513	-52,5	-0,388
1,527	-53,5	-0,389
1,542	-53,5	-0,39
1,556	-54	-0,39
1,571	-54	-0,391
1,585	-54	-0,392
1,6	-54,5	-0,392
1,614	-54,5	-0,394
1,634	-55,5	-0,394
1,648	-55,5	-0,395
1,661	-55,5	-0,396
1,674	-55,5	-0,396
1,687	-56	-0,397
1,707	-56,5	-0,398
1,72	-56,5	-0,399
1,737	-57	-0,4
1,759	-57	-0,4
1,772	-57	-0,401
1,784	-57,5	-0,402
1,8	-57,5	-0,403
1,821	-58	-0,404
1,836	-58,5	-0,405
1,859	-58,5	-0,405
1,875	-58,5	-0,406
1,889	-59	-0,407
1,906	-59	-0,408
1,924	-59	-0,408
1,937	-59,5	-0,409
1,95	-59,5	-0,41
1,964	-60	-0,411
