Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,61
0	-30	-0,611
0,013	-30	-0,612
0,031	-30	-0,613
0,043	-30,5	-0,613
0,055	-30,5	-0,614
0,07	-30,5	-0,615
0,086	-31,5	-0,616
0,102	-31,5	-0,616
0,119	-31,5	-0,617
0,137	-31,5	-0,618
0,155	-31,5	-0,619
0,175	-32	-0,62
0,191	-32,5	-0,621
0,208	-32,5	-0,622
0,225	-32,5	-0,622
0,239	-32,5	-0,623
0,253	-32,5	-0,624
0,268	-33	-0,624
0,286	-33	-0,625
0,299	-33,5	-0,626
0,317	-33,5	-0,627
0,332	-34	-0,628
0,347	-34	-0,628
0,361	-34	-0,629
0,375	-34,5	-0,63
0,387	-34,5	-0,63
0,402	-35	-0,631
0,414	-35	-0,632
0,426	-35	-0,632
0,438	-35	-0,633
0,454	-35,5	-0,634
0,47	-35,5	-0,634
0,484	-35,5	-0,635
0,496	-35,5	-0,636
0,514	-36,5	-0,637
0,535	-36,5	-0,638
0,554	-36,5	-0,639
0,569	-36,5	-0,64
0,588	-37	-0,641
0,606	-37,5	-0,642
0,623	-37,5	-0,642
0,637	-38	-0,643
0,65	-38	-0,643
0,668	-38	-0,644
0,682	-38	-0,645
0,694	-38	-0,646
0,708	-38,5	-0,646
0,727	-39	-0,647
0,738	-39	-0,648
0,754	-39	-0,649
0,767	-39	-0,65
0,786	-39	-0,65
0,8	-40	-0,651
0,819	-40	-0,652
0,833	-40	-0,653
0,851	-40	-0,654
0,869	-40	-0,654
0,887	-40,5	-0,655
0,901	-40,5	-0,656
0,915	-41	-0,657
0,931	-41	-0,657
0,943	-41,5	-0,658
0,959	-41,5	-0,659
0,971	-41,5	-0,66
0,989	-42	-0,661
1,01	-42,5	-0,661
1,023	-42,5	-0,662
1,036	-42,5	-0,663
1,049	-42,5	-0,663
1,062	-43	-0,664
1,074	-43	-0,664
1,086	-43	-0,665
1,099	-43	-0,666
1,111	-43	-0,666
1,123	-44	-0,667
1,135	-44	-0,668
1,146	-44	-0,668
1,159	-44	-0,669
1,171	-44,5	-0,67
1,183	-44,5	-0,67
1,195	-44,5	-0,671
1,207	-44,5	-0,671
1,219	-45,5	-0,672
1,233	-45,5	-0,672
1,246	-45,5	-0,673
1,258	-45,5	-0,674
1,276	-46	-0,674
1,288	-46	-0,675
1,3	-46	-0,676
1,315	-46	-0,676
1,328	-46,5	-0,677
1,344	-47	-0,678
1,357	-47	-0,679
1,376	-47,5	-0,68
1,389	-47,5	-0,68
1,405	-47,5	-0,681
1,418	-47,5	-0,682
1,432	-48,5	-0,682
1,447	-48,5	-0,683
1,46	-48,5	-0,684
1,474	-48,5	-0,684
1,487	-48,5	-0,685
1,499	-49	-0,686
1,521	-49,5	-0,687
1,537	-49,5	-0,688
1,553	-50	-0,689
1,572	-50	-0,69
1,595	-50	-0,691
1,61	-50,5	-0,691
1,622	-51	-0,692
1,636	-51	-0,693
1,65	-51	-0,693
1,662	-51	-0,694
1,678	-51,5	-0,695
1,692	-51,5	-0,696
1,704	-51,5	-0,696
1,716	-51,5	-0,697
1,732	-52,5	-0,698
1,746	-52,5	-0,698
1,759	-52,5	-0,699
1,779	-53	-0,7
1,795	-53	-0,7
1,807	-53	-0,701
1,821	-53	-0,702
1,836	-53,5	-0,703
1,85	-53,5	-0,703
1,863	-53,5	-0,704
1,882	-54	-0,705
1,895	-54	-0,706
1,91	-54	-0,706
1,926	-54	-0,707
1,942	-54,5	-0,708
1,954	-54,5	-0,708
1,967	-55	-0,709
1,984	-55	-0,71
1,998	-55	-0,711
2,014	-55,5	-0,712
2,03	-55,5	-0,712
2,045	-55,5	-0,713
2,06	-56	-0,714
2,072	-56	-0,715
2,09	-56,5	-0,715
2,104	-56,5	-0,716
2,117	-56,5	-0,717
2,13	-56,5	-0,717
2,143	-57	-0,718
2,155	-57	-0,718
2,167	-57	-0,72
2,186	-57	-0,72
2,2	-57,5	-0,721
2,212	-57,5	-0,722
2,229	-57,5	-0,722
2,243	-58	-0,723
2,255	-58	-0,724
2,27	-58	-0,724
2,287	-58	-0,726
2,307	-58	-0,726
2,325	-58,5	-0,727
2,342	-59	-0,728
2,36	-59	-0,729
2,375	-59,5	-0,73
2,391	-59,5	-0,73
2,405	-59,5	-0,731
2,419	-59,5	-0,732
2,435	-60	-0,733
2,456	-60,5	-0,734
2,472	-61	-0,734
2,488	-61	-0,736
2,51	-61,5	-0,736
2,529	-61,5	-0,737
2,545	-61,5	-0,738
2,558	-62	-0,739
2,572	-62	-0,739
2,588	-62,5	-0,74
2,601	-63	-0,741
2,614	-63	-0,741
2,626	-63	-0,742
2,64	-63	-0,743
2,654	-63,5	-0,744
2,671	-63,5	-0,744
2,684	-64	-0,745
2,7	-64	-0,746
2,717	-64,5	-0,747
2,732	-65	-0,748
2,746	-65	-0,748
2,766	-65,5	-0,749
2,779	-66	-0,75
2,793	-66	-0,751
2,809	-66	-0,751
2,821	-66	-0,752
2,833	-66,5	-0,752
2,845	-66,5	-0,753
2,858	-67	-0,754
2,881	-67,5	-0,755
2,902	-67,5	-0,756
2,916	-67,5	-0,756
2,93	-67,5	-0,758
2,948	-68	-0,759
2,975	-68,5	-0,76
2,993	-69	-0,76
3,012	-69	-0,762
3,03	-69	-0,762
3,045	-69	-0,763
3,057	-69	-0,764
3,075	-69,5	-0,764
3,087	-69,5	-0,765
3,099	-69,5	-0,766
3,113	-70	-0,767
3,133	-70	-0,768
3,154	-70,5	-0,768
3,169	-70,5	-0,769
3,186	-70,5	-0,77
3,204	-71	-0,771
3,222	-71,5	-0,772
3,238	-71,5	-0,773
3,257	-71,5	-0,774
3,273	-72	-0,775
3,289	-72	-0,775
3,303	-72	-0,776
3,32	-72	-0,777
3,334	-72	-0,778
3,349	-72,5	-0,778
3,361	-72,5	-0,779
3,373	-73	-0,78
3,386	-73	-0,78
3,399	-73	-0,781
3,418	-73	-0,782
3,434	-73	-0,782
3,447	-73,5	-0,783
3,459	-73,5	-0,784
3,476	-73,5	-0,784
3,488	-73,5	-0,785
3,501	-74	-0,786
3,518	-74	-0,787
3,538	-74	-0,788
3,554	-74	-0,788
3,571	-74	-0,79
3,591	-74,5	-0,79
3,609	-74,5	-0,791
3,626	-74,5	-0,792
3,644	-74,5	-0,793
3,663	-74,5	-0,794
3,676	-75	-0,794
3,691	-75	-0,795
3,705	-75,5	-0,796
3,717	-75,5	-0,797
3,734	-75	-0,797
3,747	-75	-0,798
3,764	-75,5	-0,799
