Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,348
0	-30	-0,349
0,014	-30,5	-0,35
0,029	-30,5	-0,35
0,047	-31	-0,351
0,06	-31,5	-0,352
0,077	-31,5	-0,353
0,097	-32	-0,354
0,109	-32	-0,355
0,131	-32,5	-0,356
0,149	-33	-0,356
0,167	-34	-0,357
0,187	-34,5	-0,358
0,208	-34,5	-0,359
0,223	-35	-0,36
0,238	-35	-0,361
0,256	-35,5	-0,362
0,278	-36,5	-0,363
0,297	-36,5	-0,364
0,316	-37	-0,365
0,334	-37	-0,366
0,352	-38	-0,367
0,371	-39	-0,368
0,386	-39	-0,368
0,406	-39,5	-0,369
0,422	-40	-0,37
0,435	-40	-0,371
0,452	-40	-0,372
0,47	-41	-0,372
0,486	-41	-0,373
0,505	-41,5	-0,374
0,519	-41,5	-0,375
0,538	-42	-0,376
0,555	-42,5	-0,376
0,573	-42,5	-0,378
0,589	-43	-0,378
0,612	-43,5	-0,38
0,633	-44	-0,38
0,648	-44	-0,381
0,661	-44,5	-0,382
0,677	-45	-0,383
0,697	-45	-0,383
0,709	-46	-0,384
0,727	-46,5	-0,385
0,743	-46,5	-0,386
0,761	-46,5	-0,387
0,776	-46,5	-0,388
0,79	-48	-0,388
0,81	-48,5	-0,39
0,829	-49	-0,391
0,85	-49	-0,392
0,869	-49,5	-0,392
0,885	-50,5	-0,393
0,902	-50,5	-0,394
0,915	-50,5	-0,394
0,927	-50,5	-0,395
0,945	-51,5	-0,396
0,957	-51,5	-0,397
0,973	-52,5	-0,398
0,989	-53,5	-0,398
1,006	-53,5	-0,399
1,025	-54	-0,4
1,041	-54,5	-0,401
1,055	-54,5	-0,401
1,067	-55	-0,402
1,091	-56	-0,404
1,11	-56,5	-0,405
1,139	-57	-0,406
1,156	-57	-0,406
1,173	-57,5	-0,408
1,19	-58,5	-0,408
1,204	-58,5	-0,409
1,22	-59	-0,41
1,242	-60	-0,411
1,261	-60	-0,412
1,279	-60,5	-0,413
1,297	-61,5	-0,414
1,314	-61,5	-0,414
1,33	-62,5	-0,415
1,342	-62,5	-0,416
1,354	-63	-0,417
1,371	-63,5	-0,417
1,385	-63,5	-0,418
1,401	-64,5	-0,419
1,419	-65	-0,42
1,439	-65	-0,421
1,459	-65,5	-0,422
1,477	-66	-0,423
1,492	-66	-0,424
1,508	-67	-0,424
1,53	-67,5	-0,426
1,551	-68	-0,426
1,569	-68	-0,427
1,587	-68,5	-0,428
1,603	-69,5	-0,429
1,62	-69,5	-0,43
1,634	-70	-0,43
1,646	-70	-0,431
1,658	-70,5	-0,432
1,676	-70,5	-0,432
1,688	-71,5	-0,433
1,701	-72	-0,434
1,721	-72	-0,435
1,742	-72,5	-0,436
1,762	-73	-0,437
1,778	-73	-0,438
1,796	-74	-0,438
1,815	-75	-0,44
1,832	-75,5	-0,441
1,855	-75,5	-0,442
1,871	-76	-0,442
1,885	-76,5	-0,443
1,902	-76,5	-0,444
1,915	-77,5	-0,445
1,935	-78	-0,446
1,948	-78	-0,446
1,961	-78,5	-0,447
1,983	-78,5	-0,448
2,003	-79	-0,449
