Tijd (s)	Kracht (N)	Verplaatsing (mm)
0	-30	-0,558
0	-30	-0,558
0,013	-30	-0,559
0,026	-30	-0,56
0,044	-30	-0,561
0,059	-30	-0,562
0,072	-30,5	-0,562
0,085	-30,5	-0,563
0,097	-30,5	-0,563
0,108	-30,5	-0,564
0,121	-31	-0,564
0,133	-31	-0,565
0,145	-31,5	-0,566
0,157	-31,5	-0,566
0,169	-31,5	-0,567
0,181	-31,5	-0,568
0,194	-31,5	-0,568
0,211	-31,5	-0,569
0,227	-31,5	-0,57
0,247	-32	-0,571
0,267	-32	-0,572
0,281	-32	-0,573
0,294	-32,5	-0,574
0,31	-32,5	-0,574
0,328	-32,5	-0,575
0,347	-33,5	-0,576
0,361	-33,5	-0,577
0,376	-34	-0,577
0,389	-34	-0,578
0,401	-34,5	-0,579
0,414	-34,5	-0,579
0,427	-34,5	-0,58
0,441	-34,5	-0,581
0,457	-35,5	-0,582
0,478	-36	-0,583
0,498	-36,5	-0,584
0,519	-36,5	-0,584
0,536	-37	-0,585
0,549	-38	-0,586
0,563	-38	-0,587
0,576	-38,5	-0,587
0,589	-38,5	-0,588
0,604	-39	-0,589
0,62	-39	-0,59
0,633	-39	-0,591
0,658	-40,5	-0,592
0,674	-40,5	-0,592
0,687	-41	-0,593
0,7	-41	-0,594
0,715	-41,5	-0,594
0,728	-42	-0,595
0,742	-42	-0,596
0,757	-43	-0,597
0,782	-43	-0,598
0,804	-43,5	-0,599
0,821	-43,5	-0,6
0,838	-44	-0,601
0,854	-45	-0,602
0,87	-45	-0,602
0,889	-45,5	-0,603
0,908	-46	-0,604
0,925	-46	-0,605
0,939	-46,5	-0,606
0,954	-46,5	-0,606
0,969	-47,5	-0,607
0,981	-47,5	-0,608
0,995	-48	-0,608
1,008	-48	-0,609
1,021	-48,5	-0,61
1,033	-48,5	-0,61
1,049	-49	-0,611
1,062	-50	-0,612
1,075	-50	-0,612
1,088	-50,5	-0,613
1,103	-50,5	-0,614
1,125	-51	-0,615
1,141	-51,5	-0,615
1,154	-51,5	-0,616
1,167	-53	-0,617
1,183	-53	-0,618
1,205	-53	-0,619
1,221	-53,5	-0,619
1,233	-53,5	-0,62
1,246	-54	-0,621
1,258	-54	-0,621
1,272	-55,5	-0,622
1,284	-55,5	-0,623
1,296	-55,5	-0,623
1,308	-55,5	-0,624
1,32	-56,5	-0,624
1,333	-56,5	-0,625
1,346	-56,5	-0,626
1,359	-56,5	-0,626
1,371	-58	-0,627
1,384	-58	-0,628
1,396	-58,5	-0,628
1,408	-58,5	-0,629
1,42	-58,5	-0,63
1,432	-59	-0,63
1,445	-59,5	-0,631
1,461	-59,5	-0,632
1,476	-61	-0,632
1,493	-61	-0,633
1,506	-61,5	-0,634
1,52	-61,5	-0,634
1,532	-62	-0,635
1,548	-62,5	-0,636
1,567	-62,5	-0,637
1,582	-64	-0,638
1,604	-65	-0,639
1,618	-65	-0,64
1,634	-65,5	-0,64
1,647	-66	-0,641
1,671	-66	-0,642
1,686	-67,5	-0,643
1,7	-67,5	-0,643
1,714	-68	-0,644
1,728	-68	-0,645
1,742	-68,5	-0,646
1,762	-69	-0,647
1,788	-70,5	-0,648
1,803	-70,5	-0,649
1,819	-71	-0,649
1,832	-72	-0,65
1,847	-72	-0,651
1,863	-72	-0,652
1,877	-72	-0,652
1,89	-73,5	-0,653
1,906	-74,5	-0,654
1,918	-74,5	-0,654
1,932	-74,5	-0,655
1,945	-75	-0,656
1,961	-75,5	-0,657
1,975	-75,5	-0,657
1,99	-77	-0,658
2,004	-77	-0,659
2,015	-77,5	-0,659
2,029	-77,5	-0,66
2,042	-78	-0,661
2,058	-78	-0,661
2,071	-79	-0,662
2,084	-79	-0,663
